"PlatformPortfolio","Shiny.VendorSize","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Other
Services","To Be Labeled",,,,,,,,0,,58610.0750444417,78785119.483086,81163259.6383104,200383016.359849,53304585.4440412,104038465.24291,63677514.495253,66222327.2919715,113189067.955738,149123458.322546,182325666.590447,242041873.046217,252730409.614719,488350545.866595,255230307.597773,260496337.655,380942982.248252,250471773.239243,408174820.585329,547770468.038042,575053988.336034,586792189.080858
"Other
Services","Big Five",292120004.249575,281036571.073709,284318362.580995,306930261.093035,326306205.723243,290070118.252102,267221216.818754,508684251.378809,455973035.129632,328446716.038298,820459049.000931,867685219.927891,1079113693.06991,824668493.499154,885890930.588101,976399663.378795,1786865470.44361,1289790777.79442,2382916859.31447,2565682283.15782,2473955467.76555,2979155119.9941,2844282970.508,2661615381.22355,2113304178.99907,2186217778.18058,2361775618.11517,2539007743.6783,2540831241.73693,2441972793.3341,2064092048.91205
"Other
Services","Large",3275577401.33769,2833555262.57069,2005972620.54449,1714205378.02579,2675741202.31562,4162309841.157,4024431248.78129,4603121450.75735,5285581151.18136,5970214214.67583,4656295120.2246,5405604091.38853,7522389682.86579,14209634143.2395,19354706877.8887,21134553145.1734,22290726876.625,21628612252.1802,23600403946.4375,26016098490.8052,27460142231.3554,29471543997.4297,23968529157.9373,23020956203.7078,20471657785.1299,17542178268.7608,17490592063.2998,18453002629.8047,19840648999.7533,20193040991.0966,19835708029.6949
"Other
Services","Medium",4236099942.67591,6813635950.66097,4530965052.34085,2847217334.59479,3192512897.55333,3435050570.57118,3627571446.71337,3861263025.86866,3979495513.25251,5875707787.19007,3750705588.58836,4426870721.27071,6388003057.8228,8528049622.43927,8629130156.69702,8179296705.36329,8283438209.08573,8568925344.48035,8624830545.11796,9805550215.7913,10733083538.6716,11297347953.2543,12105026044.8593,9341563755.18582,5252326955.76983,4740615877.07046,5326309760.74712,5928690195.20003,5880490520.87018,6021537270.61467,6144030595.68625
"Other
Services","Small",1127137509.91901,1291549276.21636,1326743005.99,912866572.969265,1211009460.70629,1673379011.77414,1110536973.89831,1401960709.13434,1112162243.96337,1263113044.96138,1631091787.13763,1396496901.22425,1846229991.41774,1919106771.73629,2162590305.48291,2985953154.05824,2704152123.29832,2885234392.17354,3192206612.60374,3339180265.07505,3571827477.88662,4490758703.35775,4387271899.35349,3929327006.53264,4102220820.20231,3799875354.09177,3878558306.86512,4629412442.90516,4976820809.3332,5478271464.03682,5376964068.83601
"Other Knowledge
Based","Unlabeled",1642859093.83795,1742724397.3591,1390317480.84831,1248527220.12052,1417751001.76663,1045581605.66205,1055009935.95729,160307747.635483,295225430.010209,20947869.2763028,59221.0138846379,965050.589208927,12922337.6374627,3807092.01331062,10775001.1331755,36117962.4219183,54995047.7636881,15109017.3152911,-13649330.6617983,744196550.747053,764013442.223984,980122996.693123,1149919819.19281,995905683.252365,194969226.230115,71148284.7062934,-271301841.377416,25320639.8287577,284125365.94286,31543965.7874149,80122558.4127345
"Other Knowledge
Based","To Be Labeled",,,,,,182411.835165887,28696655.3160187,92782894.916175,112610598.421454,204364006.101736,173062803.192581,312433281.695278,447746252.648147,282404843.053916,213397296.085114,287287853.46242,430667606.000578,429136003.557858,584386572.822073,772544931.364251,967996731.603247,917936887.658389,838869025.795673,720730909.831656,694287048.905097,824525757.425394,840428937.996759,838865218.21318,716663976.788696,852459913.791706,1039405576.51049
"Other Knowledge
Based","Big Five",682684023.865177,945900608.836755,895137024.977677,752317567.855469,836386695.287241,1074930591.88629,1324927943.69755,2311492047.85373,2320507485.68041,2587555880.44706,2601157387.34579,2179275554.22308,3651876087.496,4301883125.58943,4713256843.57186,5564467850.97623,6936490971.97354,5859407604.8333,6236931867.10582,5813387755.82817,6427650580.70807,5694619379.25435,4920609620.64981,4309879265.31132,3708960010.16028,4624825142.53193,4413899809.73565,3932628796.57863,4915169316.6514,6224767601.65197,6106938613.78713
"Other Knowledge
Based","Large",2236650428.32319,2904715313.09062,4293069645.82093,4262837355.0684,3419329318.62061,2925125455.97418,3694468331.16936,4847446216.52356,5391833699.07337,6711156241.75367,6480348449.19211,6046332655.4985,7739433922.45715,10167545016.1658,9963291699.20843,12561937156.5184,14734522442.806,15185455831.7194,16184404191.9029,16713679169.6199,17681117545.7675,17874710605.5709,17214793968.9563,14731764214.9738,14272101682.2054,13051051020.3179,12619430931.0287,12005305413.653,12411270027.8243,12068185809.4184,12299348600.6161
"Other Knowledge
Based","Medium",8302626862.0127,6980054554.76638,6822528713.59723,6269539253.13318,6191530672.74481,6773971940.89711,5758857153.37451,6655972289.81093,7953915914.99753,7937453999.55173,6822698111.01172,7033679777.76924,7920687271.66947,8138430722.88692,9485141180.87169,10288413637.1826,9570692033.52268,10971218090.9985,12352240276.5567,15791839794.1222,15856109176.1395,15101561144.7464,16266951889.681,11773302191.6186,11263742403.6134,9501387851.97072,9242397759.01848,10326850940.8456,11249358912.476,13249241934.9074,13495089269.6527
"Other Knowledge
Based","Small",3233793481.52736,3284143579.06548,3777972495.38085,3816100119.32804,3937744251.53593,4415991321.04918,4853739953.19409,5038660306.11423,5584373061.43184,6791637669.25538,4809462874.08094,4820683611.44136,5820632507.11755,6319864949.19694,7402636811.35955,9451508876.30826,10055427764.1776,10432870177.6647,11527232259.0344,13050297061.9853,12697677348.9998,12447172992.2702,11982507871.1951,11146589651.5667,11980106303.3128,13270918476.5437,14445348165.972,15587480829.4624,16625476316.9769,17243599427.373,18005208004.7576
