"","StartFY","Ceil.Simple","Dur.Simple","ContractCount","Action.Obligation","metric","Quantile","pCRai"
"271",2007,"10m+","(~1 year,~2 years]",1195,51271591963.9378,"Early Results for All Contracts","75th Percentile",0
"272",2007,"10m+","(~2 years+]",776,71206629704.0816,"Early Results for All Contracts","75th Percentile",0
"273",2007,"10m+","<~1 year",1683,52832591307.0637,"Early Results for All Contracts","75th Percentile",0
"274",2008,"0k - <100k","(~1 year,~2 years]",35055,2559782111.2468,"Early Results for All Contracts","75th Percentile",0
"275",2008,"0k - <100k","(~2 years+]",7571,731210756.2179,"Early Results for All Contracts","75th Percentile",0
"276",2008,"0k - <100k","<~1 year",846839,16080919051.7592,"Early Results for All Contracts","75th Percentile",0
"277",2008,"100k - <10m","(~1 year,~2 years]",23264,32049376415.0933,"Early Results for All Contracts","75th Percentile",0
"278",2008,"100k - <10m","(~2 years+]",5726,11347189008.2488,"Early Results for All Contracts","75th Percentile",0
"279",2008,"100k - <10m","<~1 year",92839,67259115275.0238,"Early Results for All Contracts","75th Percentile",0
"280",2008,"10m+","(~1 year,~2 years]",1470,76137848910.9658,"Early Results for All Contracts","75th Percentile",0
"281",2008,"10m+","(~2 years+]",768,95351890249.4356,"Early Results for All Contracts","75th Percentile",0.00145515533398924
"282",2008,"10m+","<~1 year",1806,71781317494.4757,"Early Results for All Contracts","75th Percentile",0
"283",2009,"0k - <100k","(~1 year,~2 years]",31626,4015666340.7105,"Early Results for All Contracts","75th Percentile",0
"284",2009,"0k - <100k","(~2 years+]",5181,1067649171.2731,"Early Results for All Contracts","75th Percentile",0
"285",2009,"0k - <100k","<~1 year",757766,14336007474.5423,"Early Results for All Contracts","75th Percentile",0
"286",2009,"100k - <10m","(~1 year,~2 years]",22700,31607640000.2465,"Early Results for All Contracts","75th Percentile",0
"287",2009,"100k - <10m","(~2 years+]",5516,11317166919.8411,"Early Results for All Contracts","75th Percentile",0
"288",2009,"100k - <10m","<~1 year",93700,64914699191.8222,"Early Results for All Contracts","75th Percentile",0
"289",2009,"10m+","(~1 year,~2 years]",1408,78153955252.363,"Early Results for All Contracts","75th Percentile",0.00376768437258682
"290",2009,"10m+","(~2 years+]",825,109388728125.148,"Early Results for All Contracts","75th Percentile",1.16040231214471e-08
"291",2009,"10m+","<~1 year",1621,60738224712.3245,"Early Results for All Contracts","75th Percentile",0
"292",2010,"0k - <100k","(~1 year,~2 years]",30617,1837509192.239,"Early Results for All Contracts","75th Percentile",0
"293",2010,"0k - <100k","(~2 years+]",6148,1101536953.2289,"Early Results for All Contracts","75th Percentile",0
"294",2010,"0k - <100k","<~1 year",754951,16711980500.545,"Early Results for All Contracts","75th Percentile",0
"295",2010,"100k - <10m","(~1 year,~2 years]",22152,32002598798.4265,"Early Results for All Contracts","75th Percentile",0
"296",2010,"100k - <10m","(~2 years+]",5658,10750868822.2295,"Early Results for All Contracts","75th Percentile",0
"297",2010,"100k - <10m","<~1 year",91856,64243223935.3407,"Early Results for All Contracts","75th Percentile",0
"298",2010,"10m+","(~1 year,~2 years]",1378,62652034995.0287,"Early Results for All Contracts","75th Percentile",0.00351610392393866
"299",2010,"10m+","(~2 years+]",950,67871439229.3798,"Early Results for All Contracts","75th Percentile",0
"300",2010,"10m+","<~1 year",1372,75663216265.5873,"Early Results for All Contracts","75th Percentile",0
"301",2011,"0k - <100k","(~1 year,~2 years]",33187,1374313952.1122,"Early Results for All Contracts","75th Percentile",0
"302",2011,"0k - <100k","(~2 years+]",7592,967845745.9544,"Early Results for All Contracts","75th Percentile",0
"303",2011,"0k - <100k","<~1 year",720531,13712761047.2793,"Early Results for All Contracts","75th Percentile",0
"304",2011,"100k - <10m","(~1 year,~2 years]",24377,35357454889.1148,"Early Results for All Contracts","75th Percentile",0
"305",2011,"100k - <10m","(~2 years+]",5684,10662733338.6148,"Early Results for All Contracts","75th Percentile",0
"306",2011,"100k - <10m","<~1 year",86437,61449107450.268,"Early Results for All Contracts","75th Percentile",0
"307",2011,"10m+","(~1 year,~2 years]",1593,82438414713.6518,"Early Results for All Contracts","75th Percentile",0
"308",2011,"10m+","(~2 years+]",1023,80149933480.4068,"Early Results for All Contracts","75th Percentile",0
"309",2011,"10m+","<~1 year",1205,51037574741.6963,"Early Results for All Contracts","75th Percentile",0
"310",2012,"0k - <100k","(~1 year,~2 years]",31468,2093720174.6796,"Early Results for All Contracts","75th Percentile",0
"311",2012,"0k - <100k","(~2 years+]",7343,237163507.8615,"Early Results for All Contracts","75th Percentile",0
"312",2012,"0k - <100k","<~1 year",684443,12733672066.3087,"Early Results for All Contracts","75th Percentile",0
"313",2012,"100k - <10m","(~1 year,~2 years]",23688,31708057116.3042,"Early Results for All Contracts","75th Percentile",0
"314",2012,"100k - <10m","(~2 years+]",5136,9416529789.6232,"Early Results for All Contracts","75th Percentile",0
"315",2012,"100k - <10m","<~1 year",82528,53366212980.6853,"Early Results for All Contracts","75th Percentile",0
"316",2012,"10m+","(~1 year,~2 years]",1398,77435308058.9747,"Early Results for All Contracts","75th Percentile",0
"317",2012,"10m+","(~2 years+]",784,109575677005.146,"Early Results for All Contracts","75th Percentile",0
"318",2012,"10m+","<~1 year",1030,54824229276.6201,"Early Results for All Contracts","75th Percentile",0
"319",2013,"0k - <100k","(~1 year,~2 years]",27680,990409103.4534,"Early Results for All Contracts","75th Percentile",0
"320",2013,"0k - <100k","(~2 years+]",5247,177879879.9455,"Early Results for All Contracts","75th Percentile",0
"321",2013,"0k - <100k","<~1 year",625520,10928614149.253,"Early Results for All Contracts","75th Percentile",0
"322",2013,"100k - <10m","(~1 year,~2 years]",19862,26173561271.9926,"Early Results for All Contracts","75th Percentile",0
"323",2013,"100k - <10m","(~2 years+]",4204,7113376170.6444,"Early Results for All Contracts","75th Percentile",0
"324",2013,"100k - <10m","<~1 year",70419,47299622368.3284,"Early Results for All Contracts","75th Percentile",0
"325",2013,"10m+","(~1 year,~2 years]",1025,44540949443.8116,"Early Results for All Contracts","75th Percentile",0
"326",2013,"10m+","(~2 years+]",739,78587225732.8313,"Early Results for All Contracts","75th Percentile",0
"327",2013,"10m+","<~1 year",977,44246763167.1629,"Early Results for All Contracts","75th Percentile",0
"328",2014,"0k - <100k","(~1 year,~2 years]",30853,908662472.3582,"Early Results for All Contracts","75th Percentile",0
"329",2014,"0k - <100k","(~2 years+]",6976,336393941.4656,"Early Results for All Contracts","75th Percentile",0
"330",2014,"0k - <100k","<~1 year",655246,12400243804.8409,"Early Results for All Contracts","75th Percentile",0
"331",2014,"100k - <10m","(~1 year,~2 years]",20908,25822114894.5052,"Early Results for All Contracts","75th Percentile",0
"332",2014,"100k - <10m","(~2 years+]",4427,7911305900.2678,"Early Results for All Contracts","75th Percentile",0
"333",2014,"100k - <10m","<~1 year",78352,49504024205.8266,"Early Results for All Contracts","75th Percentile",0
"334",2014,"10m+","(~1 year,~2 years]",1002,39063412182.0385,"Early Results for All Contracts","75th Percentile",0
"335",2014,"10m+","(~2 years+]",674,51655679044.161,"Early Results for All Contracts","75th Percentile",0
"336",2014,"10m+","<~1 year",1087,41713698996.1659,"Early Results for All Contracts","75th Percentile",0
"337",2015,"0k - <100k","(~1 year,~2 years]",41164,1215877963.7185,"Early Results for All Contracts","75th Percentile",0
"338",2015,"0k - <100k","(~2 years+]",5991,221935712.4822,"Early Results for All Contracts","75th Percentile",0
"339",2015,"0k - <100k","<~1 year",2486526,12785333023.4996,"Early Results for All Contracts","75th Percentile",0
"340",2015,"100k - <10m","(~1 year,~2 years]",23726,30268713212.1981,"Early Results for All Contracts","75th Percentile",0
"341",2015,"100k - <10m","(~2 years+]",4477,7672157335.0281,"Early Results for All Contracts","75th Percentile",0
"342",2015,"100k - <10m","<~1 year",72129,44104002775.9147,"Early Results for All Contracts","75th Percentile",0
"343",2015,"10m+","(~1 year,~2 years]",1360,38662111780.7029,"Early Results for All Contracts","75th Percentile",0
"344",2015,"10m+","(~2 years+]",748,44116443662.25,"Early Results for All Contracts","75th Percentile",0
"345",2015,"10m+","<~1 year",925,37224490029.275,"Early Results for All Contracts","75th Percentile",0
"346",2016,"0k - <100k","(~1 year,~2 years]",47430,1267989862.9091,"Early Results for All Contracts","75th Percentile",0
"347",2016,"0k - <100k","(~2 years+]",4802,147784108.807,"Early Results for All Contracts","75th Percentile",0
"348",2016,"0k - <100k","<~1 year",2933728,13824809188.7508,"Early Results for All Contracts","75th Percentile",0
"349",2016,"100k - <10m","(~1 year,~2 years]",22337,26407581956.136,"Early Results for All Contracts","75th Percentile",0
"350",2016,"100k - <10m","(~2 years+]",4087,6769529623.6285,"Early Results for All Contracts","75th Percentile",0
"351",2016,"100k - <10m","<~1 year",76114,45203261350.0695,"Early Results for All Contracts","75th Percentile",0
"352",2016,"10m+","(~1 year,~2 years]",1316,36974851537.5804,"Early Results for All Contracts","75th Percentile",0
"353",2016,"10m+","(~2 years+]",754,46771569966.5715,"Early Results for All Contracts","75th Percentile",0
"354",2016,"10m+","<~1 year",1027,24352373084.9229,"Early Results for All Contracts","75th Percentile",0
"355",2007,"0k - <100k","(~1 year,~2 years]",30465,1544431439.1332,"Contracts within Period","80th Percentile",0
"356",2007,"0k - <100k","(~2 years+]",7046,1977014362.3252,"Contracts within Period","80th Percentile",0
"357",2007,"0k - <100k","<~1 year",799435,15310345279.4389,"Contracts within Period","80th Percentile",0
"358",2007,"100k - <10m","(~1 year,~2 years]",22075,29122221394.3167,"Contracts within Period","80th Percentile",0
"359",2007,"100k - <10m","(~2 years+]",5717,10843574974.7633,"Contracts within Period","80th Percentile",0
"360",2007,"100k - <10m","<~1 year",86281,58810468779.617,"Contracts within Period","80th Percentile",0
"361",2007,"10m+","(~1 year,~2 years]",1186,50474588423.5698,"Contracts within Period","80th Percentile",0.00310898155150607
"362",2007,"10m+","(~2 years+]",706,44800935453.8877,"Contracts within Period","80th Percentile",0.000576105833015755
"363",2007,"10m+","<~1 year",1674,40448697061.1124,"Contracts within Period","80th Percentile",0
"364",2008,"0k - <100k","(~1 year,~2 years]",35030,2266221672.107,"Contracts within Period","80th Percentile",0
"365",2008,"0k - <100k","(~2 years+]",6092,618892626.1556,"Contracts within Period","80th Percentile",0
"366",2008,"0k - <100k","<~1 year",846741,15994548650.7544,"Contracts within Period","80th Percentile",0
"367",2008,"100k - <10m","(~1 year,~2 years]",23205,31411082323.4901,"Contracts within Period","80th Percentile",0
"368",2008,"100k - <10m","(~2 years+]",4925,9507391504.3006,"Contracts within Period","80th Percentile",0
"369",2008,"100k - <10m","<~1 year",92643,65358214313.8484,"Contracts within Period","80th Percentile",0
"370",2008,"10m+","(~1 year,~2 years]",1457,63569047630.6706,"Contracts within Period","80th Percentile",0.00437995431995519
"371",2008,"10m+","(~2 years+]",698,70245486165.1772,"Contracts within Period","80th Percentile",0.00680164119525387
"372",2008,"10m+","<~1 year",1786,54722136760.3663,"Contracts within Period","80th Percentile",0
"373",2009,"0k - <100k","(~1 year,~2 years]",31608,1681044711.8143,"Contracts within Period","80th Percentile",0
"374",2009,"0k - <100k","(~2 years+]",4237,1034769135.8481,"Contracts within Period","80th Percentile",0
"375",2009,"0k - <100k","<~1 year",757602,14298566039.1159,"Contracts within Period","80th Percentile",0
"376",2009,"100k - <10m","(~1 year,~2 years]",22605,30971788121.2408,"Contracts within Period","80th Percentile",0
"377",2009,"100k - <10m","(~2 years+]",5101,9113345808.836,"Contracts within Period","80th Percentile",0
"378",2009,"100k - <10m","<~1 year",93538,63229896369.9518,"Contracts within Period","80th Percentile",0
"379",2009,"10m+","(~1 year,~2 years]",1388,64922294449.3372,"Contracts within Period","80th Percentile",0.0113575624690837
"380",2009,"10m+","(~2 years+]",747,62548853170.7377,"Contracts within Period","80th Percentile",0.00334859585956957
"381",2009,"10m+","<~1 year",1591,49941164177.5974,"Contracts within Period","80th Percentile",0
"382",2010,"0k - <100k","(~1 year,~2 years]",30593,1797279663.7696,"Contracts within Period","80th Percentile",0
"383",2010,"0k - <100k","(~2 years+]",5109,399717223.3655,"Contracts within Period","80th Percentile",0
"384",2010,"0k - <100k","<~1 year",754598,16635377762.6929,"Contracts within Period","80th Percentile",0
"385",2010,"100k - <10m","(~1 year,~2 years]",22084,31463820232.1992,"Contracts within Period","80th Percentile",0
"386",2010,"100k - <10m","(~2 years+]",5299,9602713363.4923,"Contracts within Period","80th Percentile",0
"387",2010,"100k - <10m","<~1 year",91656,62737184636.9412,"Contracts within Period","80th Percentile",0
"388",2010,"10m+","(~1 year,~2 years]",1335,53606776110.4485,"Contracts within Period","80th Percentile",0.0129367091006999
"389",2010,"10m+","(~2 years+]",861,41522833916.6976,"Contracts within Period","80th Percentile",0
"390",2010,"10m+","<~1 year",1345,51851693192.2024,"Contracts within Period","80th Percentile",0
"391",2011,"0k - <100k","(~1 year,~2 years]",33148,1334091957.8587,"Contracts within Period","80th Percentile",0
"392",2011,"0k - <100k","(~2 years+]",6575,399587035.6415,"Contracts within Period","80th Percentile",0
"393",2011,"0k - <100k","<~1 year",720312,13640022132.3991,"Contracts within Period","80th Percentile",0
"394",2011,"100k - <10m","(~1 year,~2 years]",24252,32174488768.7305,"Contracts within Period","80th Percentile",0
"395",2011,"100k - <10m","(~2 years+]",5166,9118797004.9505,"Contracts within Period","80th Percentile",0
"396",2011,"100k - <10m","<~1 year",86064,55474372540.5382,"Contracts within Period","80th Percentile",0
"397",2011,"10m+","(~1 year,~2 years]",1550,55818976409.2601,"Contracts within Period","80th Percentile",0.000877346798234437
"398",2011,"10m+","(~2 years+]",817,35863998434.9496,"Contracts within Period","80th Percentile",0.00254391792310438
"399",2011,"10m+","<~1 year",1168,42824145961.7137,"Contracts within Period","80th Percentile",0
"400",2012,"0k - <100k","(~1 year,~2 years]",31356,2067722050.4115,"Contracts within Period","80th Percentile",0
"401",2012,"0k - <100k","(~2 years+]",6616,181347308.6989,"Contracts within Period","80th Percentile",0
"402",2012,"0k - <100k","<~1 year",684150,12303167282.7849,"Contracts within Period","80th Percentile",0
"403",2012,"100k - <10m","(~1 year,~2 years]",23355,30518360231.14,"Contracts within Period","80th Percentile",0
"404",2012,"100k - <10m","(~2 years+]",4458,7454761848.009,"Contracts within Period","80th Percentile",0
"405",2012,"100k - <10m","<~1 year",82263,51465586445.256,"Contracts within Period","80th Percentile",0
"406",2012,"10m+","(~1 year,~2 years]",1312,49377155032.7515,"Contracts within Period","80th Percentile",0.000140785572814008
"407",2012,"10m+","(~2 years+]",592,31538407277.2743,"Contracts within Period","80th Percentile",0.00126684306702555
"408",2012,"10m+","<~1 year",984,34117720659.5202,"Contracts within Period","80th Percentile",0
"409",2013,"0k - <100k","(~1 year,~2 years]",27230,886100750.3667,"Contracts within Period","80th Percentile",0
"410",2013,"0k - <100k","(~2 years+]",2864,74457089.9772,"Contracts within Period","80th Percentile",0
"411",2013,"0k - <100k","<~1 year",625080,10825043663.8563,"Contracts within Period","80th Percentile",0
"412",2013,"100k - <10m","(~1 year,~2 years]",18623,22375119315.402,"Contracts within Period","80th Percentile",0
"413",2013,"100k - <10m","(~2 years+]",2929,4426322245.4999,"Contracts within Period","80th Percentile",0
"414",2013,"100k - <10m","<~1 year",69697,44094982415.848,"Contracts within Period","80th Percentile",0
"415",2013,"10m+","(~1 year,~2 years]",829,27049364847.6771,"Contracts within Period","80th Percentile",0
"416",2013,"10m+","(~2 years+]",455,23000070693.6988,"Contracts within Period","80th Percentile",0
"417",2013,"10m+","<~1 year",814,24368593829.5934,"Contracts within Period","80th Percentile",0
"418",2014,"0k - <100k","(~1 year,~2 years]",29911,825183744.3023,"Contracts within Period","80th Percentile",0
"419",2014,"0k - <100k","(~2 years+]",3456,88007861.5304,"Contracts within Period","80th Percentile",0
"420",2014,"0k - <100k","<~1 year",654020,11605629480.2372,"Contracts within Period","80th Percentile",0
"421",2014,"100k - <10m","(~1 year,~2 years]",18810,20973572049.2012,"Contracts within Period","80th Percentile",0
"422",2014,"100k - <10m","(~2 years+]",2444,3452297576.5646,"Contracts within Period","80th Percentile",0
"423",2014,"100k - <10m","<~1 year",76880,45661149336.5356,"Contracts within Period","80th Percentile",0
"424",2014,"10m+","(~1 year,~2 years]",692,17841231886.6238,"Contracts within Period","80th Percentile",0
"425",2014,"10m+","(~2 years+]",267,7738240609.8874,"Contracts within Period","80th Percentile",0.000713697517652127
"426",2014,"10m+","<~1 year",869,20371960544.2321,"Contracts within Period","80th Percentile",0
"427",2015,"0k - <100k","(~1 year,~2 years]",38626,972228638.6238,"Contracts within Period","80th Percentile",0
"428",2015,"0k - <100k","(~2 years+]",1449,32604881.1972,"Contracts within Period","80th Percentile",0
"429",2015,"0k - <100k","<~1 year",2484913,12624516538.753,"Contracts within Period","80th Percentile",0
"430",2015,"100k - <10m","(~1 year,~2 years]",18914,19425990168.6043,"Contracts within Period","80th Percentile",0
"431",2015,"100k - <10m","(~2 years+]",849,965704389.3911,"Contracts within Period","80th Percentile",0
"432",2015,"100k - <10m","<~1 year",69716,38349636675.3321,"Contracts within Period","80th Percentile",0
"433",2015,"10m+","(~1 year,~2 years]",682,16182377356.4218,"Contracts within Period","80th Percentile",0
"434",2015,"10m+","(~2 years+]",61,2886022519.3607,"Contracts within Period","80th Percentile",0
"435",2015,"10m+","<~1 year",656,14236372245.2553,"Contracts within Period","80th Percentile",0
"436",2016,"0k - <100k","(~1 year,~2 years]",32670,711809119.1542,"Contracts within Period","80th Percentile",0
"437",2016,"0k - <100k","<~1 year",2928471,13392686210.4429,"Contracts within Period","80th Percentile",0
"438",2016,"100k - <10m","(~1 year,~2 years]",10268,8873580481.5906,"Contracts within Period","80th Percentile",0
"439",2016,"100k - <10m","<~1 year",69845,35637984619.3216,"Contracts within Period","80th Percentile",0
"440",2016,"10m+","(~1 year,~2 years]",288,7744466492.5811,"Contracts within Period","80th Percentile",0
"441",2016,"10m+","<~1 year",550,11034051984.7729,"Contracts within Period","80th Percentile",0
"442",2007,"0k - <100k","(~1 year,~2 years]",30477,2225721897.4091,"Early Results for All Contracts","80th Percentile",0
"443",2007,"0k - <100k","(~2 years+]",7946,2171916823.0491,"Early Results for All Contracts","80th Percentile",0
"444",2007,"0k - <100k","<~1 year",799455,15331636679.4867,"Early Results for All Contracts","80th Percentile",0
"445",2007,"100k - <10m","(~1 year,~2 years]",22101,29850509328.3448,"Early Results for All Contracts","80th Percentile",0
"446",2007,"100k - <10m","(~2 years+]",6435,11870991010.1498,"Early Results for All Contracts","80th Percentile",0
"447",2007,"100k - <10m","<~1 year",86314,58934623249.1137,"Early Results for All Contracts","80th Percentile",0
"448",2007,"10m+","(~1 year,~2 years]",1195,51271591963.9378,"Early Results for All Contracts","80th Percentile",0.00328366885347728
"449",2007,"10m+","(~2 years+]",776,71206629704.0816,"Early Results for All Contracts","80th Percentile",0.00135604803026242
"450",2007,"10m+","<~1 year",1683,52832591307.0637,"Early Results for All Contracts","80th Percentile",0
"451",2008,"0k - <100k","(~1 year,~2 years]",35055,2559782111.2468,"Early Results for All Contracts","80th Percentile",0
"452",2008,"0k - <100k","(~2 years+]",7571,731210756.2179,"Early Results for All Contracts","80th Percentile",0
"453",2008,"0k - <100k","<~1 year",846839,16080919051.7592,"Early Results for All Contracts","80th Percentile",0
"454",2008,"100k - <10m","(~1 year,~2 years]",23264,32049376415.0933,"Early Results for All Contracts","80th Percentile",0
"455",2008,"100k - <10m","(~2 years+]",5726,11347189008.2488,"Early Results for All Contracts","80th Percentile",0
"456",2008,"100k - <10m","<~1 year",92839,67259115275.0238,"Early Results for All Contracts","80th Percentile",0
"457",2008,"10m+","(~1 year,~2 years]",1470,76137848910.9658,"Early Results for All Contracts","80th Percentile",0.00441532276629149
"458",2008,"10m+","(~2 years+]",768,95351890249.4356,"Early Results for All Contracts","80th Percentile",0.00992664984869407
"459",2008,"10m+","<~1 year",1806,71781317494.4757,"Early Results for All Contracts","80th Percentile",0
"460",2009,"0k - <100k","(~1 year,~2 years]",31626,4015666340.7105,"Early Results for All Contracts","80th Percentile",0
"461",2009,"0k - <100k","(~2 years+]",5181,1067649171.2731,"Early Results for All Contracts","80th Percentile",0
"462",2009,"0k - <100k","<~1 year",757766,14336007474.5423,"Early Results for All Contracts","80th Percentile",0
"463",2009,"100k - <10m","(~1 year,~2 years]",22700,31607640000.2465,"Early Results for All Contracts","80th Percentile",0
"464",2009,"100k - <10m","(~2 years+]",5516,11317166919.8411,"Early Results for All Contracts","80th Percentile",0
"465",2009,"100k - <10m","<~1 year",93700,64914699191.8222,"Early Results for All Contracts","80th Percentile",0
"466",2009,"10m+","(~1 year,~2 years]",1408,78153955252.363,"Early Results for All Contracts","80th Percentile",0.0121618774466066
"467",2009,"10m+","(~2 years+]",825,109388728125.148,"Early Results for All Contracts","80th Percentile",0.00910932515419316
"468",2009,"10m+","<~1 year",1621,60738224712.3245,"Early Results for All Contracts","80th Percentile",0
"469",2010,"0k - <100k","(~1 year,~2 years]",30617,1837509192.239,"Early Results for All Contracts","80th Percentile",0
"470",2010,"0k - <100k","(~2 years+]",6148,1101536953.2289,"Early Results for All Contracts","80th Percentile",0
"471",2010,"0k - <100k","<~1 year",754951,16711980500.545,"Early Results for All Contracts","80th Percentile",0
"472",2010,"100k - <10m","(~1 year,~2 years]",22152,32002598798.4265,"Early Results for All Contracts","80th Percentile",0
"473",2010,"100k - <10m","(~2 years+]",5658,10750868822.2295,"Early Results for All Contracts","80th Percentile",0
"474",2010,"100k - <10m","<~1 year",91856,64243223935.3407,"Early Results for All Contracts","80th Percentile",0
"475",2010,"10m+","(~1 year,~2 years]",1378,62652034995.0287,"Early Results for All Contracts","80th Percentile",0.0147823398876224
"476",2010,"10m+","(~2 years+]",950,67871439229.3798,"Early Results for All Contracts","80th Percentile",0
"477",2010,"10m+","<~1 year",1372,75663216265.5873,"Early Results for All Contracts","80th Percentile",0
"478",2011,"0k - <100k","(~1 year,~2 years]",33187,1374313952.1122,"Early Results for All Contracts","80th Percentile",0
"479",2011,"0k - <100k","(~2 years+]",7592,967845745.9544,"Early Results for All Contracts","80th Percentile",0
"480",2011,"0k - <100k","<~1 year",720531,13712761047.2793,"Early Results for All Contracts","80th Percentile",0
"481",2011,"100k - <10m","(~1 year,~2 years]",24377,35357454889.1148,"Early Results for All Contracts","80th Percentile",0
"482",2011,"100k - <10m","(~2 years+]",5684,10662733338.6148,"Early Results for All Contracts","80th Percentile",0
"483",2011,"100k - <10m","<~1 year",86437,61449107450.268,"Early Results for All Contracts","80th Percentile",0
"484",2011,"10m+","(~1 year,~2 years]",1593,82438414713.6518,"Early Results for All Contracts","80th Percentile",0.00163162989680415
"485",2011,"10m+","(~2 years+]",1023,80149933480.4068,"Early Results for All Contracts","80th Percentile",0
"486",2011,"10m+","<~1 year",1205,51037574741.6963,"Early Results for All Contracts","80th Percentile",0
"487",2012,"0k - <100k","(~1 year,~2 years]",31468,2093720174.6796,"Early Results for All Contracts","80th Percentile",0
"488",2012,"0k - <100k","(~2 years+]",7343,237163507.8615,"Early Results for All Contracts","80th Percentile",0
"489",2012,"0k - <100k","<~1 year",684443,12733672066.3087,"Early Results for All Contracts","80th Percentile",0
"490",2012,"100k - <10m","(~1 year,~2 years]",23688,31708057116.3042,"Early Results for All Contracts","80th Percentile",0
"491",2012,"100k - <10m","(~2 years+]",5136,9416529789.6232,"Early Results for All Contracts","80th Percentile",0
"492",2012,"100k - <10m","<~1 year",82528,53366212980.6853,"Early Results for All Contracts","80th Percentile",0
"493",2012,"10m+","(~1 year,~2 years]",1398,77435308058.9747,"Early Results for All Contracts","80th Percentile",0.000486716770875823
"494",2012,"10m+","(~2 years+]",784,109575677005.146,"Early Results for All Contracts","80th Percentile",0.00382611173487288
"495",2012,"10m+","<~1 year",1030,54824229276.6201,"Early Results for All Contracts","80th Percentile",0
"496",2013,"0k - <100k","(~1 year,~2 years]",27680,990409103.4534,"Early Results for All Contracts","80th Percentile",0
"497",2013,"0k - <100k","(~2 years+]",5247,177879879.9455,"Early Results for All Contracts","80th Percentile",0
"498",2013,"0k - <100k","<~1 year",625520,10928614149.253,"Early Results for All Contracts","80th Percentile",0
"499",2013,"100k - <10m","(~1 year,~2 years]",19862,26173561271.9926,"Early Results for All Contracts","80th Percentile",0
"500",2013,"100k - <10m","(~2 years+]",4204,7113376170.6444,"Early Results for All Contracts","80th Percentile",0
"501",2013,"100k - <10m","<~1 year",70419,47299622368.3284,"Early Results for All Contracts","80th Percentile",0
"502",2013,"10m+","(~1 year,~2 years]",1025,44540949443.8116,"Early Results for All Contracts","80th Percentile",4.59578867245301e-06
"503",2013,"10m+","(~2 years+]",739,78587225732.8313,"Early Results for All Contracts","80th Percentile",0.0008553140765279
"504",2013,"10m+","<~1 year",977,44246763167.1629,"Early Results for All Contracts","80th Percentile",0
"505",2014,"0k - <100k","(~1 year,~2 years]",30853,908662472.3582,"Early Results for All Contracts","80th Percentile",0
"506",2014,"0k - <100k","(~2 years+]",6976,336393941.4656,"Early Results for All Contracts","80th Percentile",0
"507",2014,"0k - <100k","<~1 year",655246,12400243804.8409,"Early Results for All Contracts","80th Percentile",0
"508",2014,"100k - <10m","(~1 year,~2 years]",20908,25822114894.5052,"Early Results for All Contracts","80th Percentile",0
"509",2014,"100k - <10m","(~2 years+]",4427,7911305900.2678,"Early Results for All Contracts","80th Percentile",0
"510",2014,"100k - <10m","<~1 year",78352,49504024205.8266,"Early Results for All Contracts","80th Percentile",0
"511",2014,"10m+","(~1 year,~2 years]",1002,39063412182.0385,"Early Results for All Contracts","80th Percentile",0
"512",2014,"10m+","(~2 years+]",674,51655679044.161,"Early Results for All Contracts","80th Percentile",0.00122219987081066
"513",2014,"10m+","<~1 year",1087,41713698996.1659,"Early Results for All Contracts","80th Percentile",0
"514",2015,"0k - <100k","(~1 year,~2 years]",41164,1215877963.7185,"Early Results for All Contracts","80th Percentile",0
"515",2015,"0k - <100k","(~2 years+]",5991,221935712.4822,"Early Results for All Contracts","80th Percentile",0
"516",2015,"0k - <100k","<~1 year",2486526,12785333023.4996,"Early Results for All Contracts","80th Percentile",0
"517",2015,"100k - <10m","(~1 year,~2 years]",23726,30268713212.1981,"Early Results for All Contracts","80th Percentile",0
"518",2015,"100k - <10m","(~2 years+]",4477,7672157335.0281,"Early Results for All Contracts","80th Percentile",0
"519",2015,"100k - <10m","<~1 year",72129,44104002775.9147,"Early Results for All Contracts","80th Percentile",0
"520",2015,"10m+","(~1 year,~2 years]",1360,38662111780.7029,"Early Results for All Contracts","80th Percentile",0
"521",2015,"10m+","(~2 years+]",748,44116443662.25,"Early Results for All Contracts","80th Percentile",0
"522",2015,"10m+","<~1 year",925,37224490029.275,"Early Results for All Contracts","80th Percentile",0
"523",2016,"0k - <100k","(~1 year,~2 years]",47430,1267989862.9091,"Early Results for All Contracts","80th Percentile",0
"524",2016,"0k - <100k","(~2 years+]",4802,147784108.807,"Early Results for All Contracts","80th Percentile",0
"525",2016,"0k - <100k","<~1 year",2933728,13824809188.7508,"Early Results for All Contracts","80th Percentile",0
"526",2016,"100k - <10m","(~1 year,~2 years]",22337,26407581956.136,"Early Results for All Contracts","80th Percentile",0
"527",2016,"100k - <10m","(~2 years+]",4087,6769529623.6285,"Early Results for All Contracts","80th Percentile",0
"528",2016,"100k - <10m","<~1 year",76114,45203261350.0695,"Early Results for All Contracts","80th Percentile",0
"529",2016,"10m+","(~1 year,~2 years]",1316,36974851537.5804,"Early Results for All Contracts","80th Percentile",0
"530",2016,"10m+","(~2 years+]",754,46771569966.5715,"Early Results for All Contracts","80th Percentile",0
"531",2016,"10m+","<~1 year",1027,24352373084.9229,"Early Results for All Contracts","80th Percentile",0
"532",2007,"0k - <100k","(~1 year,~2 years]",30465,1544431439.1332,"Contracts within Period","90th Percentile",0
