"","StartFY","Ceil.Simple","Dur.Simple","ContractCount","Action.Obligation","metric","Quantile","pCRai"
"1036",2014,"0k - <100k","(~1 year,~2 years]",30853,908662472.3582,"Early Results for All Contracts","99th Percentile",0.0354995312194393
"1037",2014,"0k - <100k","(~2 years+]",6976,336393941.4656,"Early Results for All Contracts","99th Percentile",0.860682677580507
"1038",2014,"0k - <100k","<~1 year",655246,12400243804.8409,"Early Results for All Contracts","99th Percentile",0
"1039",2014,"100k - <10m","(~1 year,~2 years]",20908,25822114894.5052,"Early Results for All Contracts","99th Percentile",0.37525494926933
"1040",2014,"100k - <10m","(~2 years+]",4427,7911305900.2678,"Early Results for All Contracts","99th Percentile",0.712627022221535
"1041",2014,"100k - <10m","<~1 year",78352,49504024205.8266,"Early Results for All Contracts","99th Percentile",0.188383618470893
"1042",2014,"10m+","(~1 year,~2 years]",1002,39063412182.0385,"Early Results for All Contracts","99th Percentile",0.721348179343029
"1043",2014,"10m+","(~2 years+]",674,51655679044.161,"Early Results for All Contracts","99th Percentile",0.40847159228384
"1044",2014,"10m+","<~1 year",1087,41713698996.1659,"Early Results for All Contracts","99th Percentile",0.520760749637292
"1045",2015,"0k - <100k","(~1 year,~2 years]",41164,1215877963.7185,"Early Results for All Contracts","99th Percentile",0.000674045630694602
"1046",2015,"0k - <100k","(~2 years+]",5991,221935712.4822,"Early Results for All Contracts","99th Percentile",1.26350271595198
"1047",2015,"0k - <100k","<~1 year",2486526,12785333023.4996,"Early Results for All Contracts","99th Percentile",0
"1048",2015,"100k - <10m","(~1 year,~2 years]",23726,30268713212.1981,"Early Results for All Contracts","99th Percentile",0.275246599465867
"1049",2015,"100k - <10m","(~2 years+]",4477,7672157335.0281,"Early Results for All Contracts","99th Percentile",1.07798056953138
"1050",2015,"100k - <10m","<~1 year",72129,44104002775.9147,"Early Results for All Contracts","99th Percentile",0.17924323451501
"1051",2015,"10m+","(~1 year,~2 years]",1360,38662111780.7029,"Early Results for All Contracts","99th Percentile",0.58761208247702
"1052",2015,"10m+","(~2 years+]",748,44116443662.25,"Early Results for All Contracts","99th Percentile",0.396780337476736
"1053",2015,"10m+","<~1 year",925,37224490029.275,"Early Results for All Contracts","99th Percentile",0.235175630378044
"1054",2016,"0k - <100k","(~1 year,~2 years]",47430,1267989862.9091,"Early Results for All Contracts","99th Percentile",2.83721467244206
"1055",2016,"0k - <100k","(~2 years+]",4802,147784108.807,"Early Results for All Contracts","99th Percentile",0.00445448277530953
"1056",2016,"0k - <100k","<~1 year",2933728,13824809188.7508,"Early Results for All Contracts","99th Percentile",0
"1057",2016,"100k - <10m","(~1 year,~2 years]",22337,26407581956.136,"Early Results for All Contracts","99th Percentile",0.361640517001129
"1058",2016,"100k - <10m","(~2 years+]",4087,6769529623.6285,"Early Results for All Contracts","99th Percentile",0.262873583291262
"1059",2016,"100k - <10m","<~1 year",76114,45203261350.0695,"Early Results for All Contracts","99th Percentile",0.14123341221727
"1060",2016,"10m+","(~1 year,~2 years]",1316,36974851537.5804,"Early Results for All Contracts","99th Percentile",0.225798180969837
"1061",2016,"10m+","(~2 years+]",754,46771569966.5715,"Early Results for All Contracts","99th Percentile",0.378562658804557
"1062",2016,"10m+","<~1 year",1027,24352373084.9229,"Early Results for All Contracts","99th Percentile",0.32533305786115
