"StartFY","Action.Obligation","UnmodifiedContractBaseAndAllOptionsValue","ChangeOrderBaseAndAllOptionsValue","UnmodifiedNumberOfOffersReceived","Term","SumOfisChangeOrder","UnmodifiedDays","Dur","Ceil","CBre","NChg","StartFY.1"
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2013,0,7e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2013
2015,0,10257780700,19440000,NA,"Unterminated",1,NA,NA,"75m+","Ceiling Breach","   1",2015
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2008,0,72549457920,0,253,"Unterminated",0,307,"[~7 months-~1 year]","75m+","None","   0",2008
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2015,0,2.09e+10,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2008,0,72549457920,0,253,"Unterminated",0,307,"[~7 months-~1 year]","75m+","None","   0",2008
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2010,0,1e+09,0,NA,"Unterminated",0,-40402.9583333333,"[0 months,~2 months)","75m+","None","   0",2010
2012,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2012
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2010,4909128.6562,4314627584,94713208,NA,"Unterminated",1,366,"(~1 year,~2 years]","75m+","Ceiling Breach","   1",2010
2008,0,72549457920,0,NA,"Unterminated",0,307,"[~7 months-~1 year]","75m+","None","   0",2008
2007,0,2.5e+09,0,NA,"Unterminated",1,-39003.9583333333,"[0 months,~2 months)","75m+","None","   1",2007
2012,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2012
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2012,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2012
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2012,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2012
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2007,1270830813.0603,55462500,0,NA,"Unterminated",0,1107,"(~2 years+]","10m - <75m","None","   0",2007
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2011,0,9699999744,0,NA,"Unterminated",1,NA,NA,"75m+","None","   1",2011
2009,2501,72549457920,0,253,"Unterminated",0,102.958333333333,"[~2 months,~7 months)","75m+","None","   0",2009
2011,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2011
2009,1111108.115,1092357376,-2294458,NA,"Unterminated",1,281,"[~7 months-~1 year]","75m+","None","   1",2009
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2003,0,3098575616,0,14,"Unterminated",0,2921,"(~2 years+]","75m+","None","   0",2003
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2008,0,1e+09,0,2,"Unterminated",0,-39669.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
1997,2280824021,0,0,NA,"Unterminated",99,NA,NA,"0 - <15k","None","[   3,3316]",1997
2016,0,5e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2008,0,72549457920,0,NA,"Unterminated",0,-39593.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2012,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2012
2011,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2011
2006,12570509,1.9e+09,0,1,"Unterminated",0,3653,"(~2 years+]","75m+","None","   0",2006
2005,0,1e+10,0,3,"Unterminated",0,-38257.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2011,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2011
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2008,0,6899999744,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2008
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2009,0,1197214208,0,NA,"Unterminated",5,-39720.9583333333,"[0 months,~2 months)","75m+","None","[   3,3316]",2009
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2008,0,1e+09,0,4,"Unterminated",0,-39580.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2011,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2011
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2005,0,1e+10,0,4,"Unterminated",0,-38257.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
1994,1079337877,0,0,NA,"Terminated",0,NA,NA,"0 - <15k","None","   0",1994
2006,0,72549457920,0,NA,"Unterminated",0,-38865.9583333333,"[0 months,~2 months)","75m+","None","   0",2006
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2005,0,1e+10,0,3,"Unterminated",0,-38257.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2009,2501,72549457920,0,253,"Unterminated",0,102.958333333333,"[~2 months,~7 months)","75m+","None","   0",2009
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2011,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2011
2014,0,7e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2007,1806421.25,8819027968,0,4,"Unterminated",0,154,"[~2 months,~7 months)","75m+","None","   0",2007
2013,0,7e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2013
2011,0,3.8e+09,0,NA,"Unterminated",0,-40706.9583333333,"[0 months,~2 months)","75m+","None","   0",2011
2007,0,1e+10,0,5,"Unterminated",0,-39279.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2011,0,3.8e+09,0,NA,"Unterminated",0,-40706.9583333333,"[0 months,~2 months)","75m+","None","   0",2011
2008,0,72549457920,0,253,"Unterminated",0,307,"[~7 months-~1 year]","75m+","None","   0",2008
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2006,13165643,1.9e+09,0,1,"Unterminated",0,3653,"(~2 years+]","75m+","None","   0",2006
2011,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2011
2006,1316198700.6698,0,0,NA,"Unterminated",16,1372.95833333333,"(~2 years+]","0 - <15k","None","[   3,3316]",2006
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2006,1278350.0195,1492650368,48017000,NA,"Unterminated",1,395,"(~1 year,~2 years]","75m+","Ceiling Breach","   1",2006
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2008,0,1e+09,0,3,"Unterminated",0,-39647.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2012,0,1.78e+09,0,NA,"Unterminated",1,-40977.9583333333,"[0 months,~2 months)","75m+","None","   1",2012
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2015,0,1999812283,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2006,0,72549457920,0,NA,"Unterminated",0,-38865.9583333333,"[0 months,~2 months)","75m+","None","   0",2006
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2006,0,72549457920,0,NA,"Unterminated",0,-38865.9583333333,"[0 months,~2 months)","75m+","None","   0",2006
2011,0,3.8e+09,0,NA,"Unterminated",0,-40706.9583333333,"[0 months,~2 months)","75m+","None","   0",2011
2006,0,72549457920,0,NA,"Unterminated",0,-38865.9583333333,"[0 months,~2 months)","75m+","None","   0",2006
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2002,0,1070770688,0,9,"Unterminated",0,1101,"(~2 years+]","75m+","None","   0",2002
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2010,0,1000029952,0,NA,"Unterminated",4,-40326.9583333333,"[0 months,~2 months)","75m+","None","[   3,3316]",2010
2011,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2011
2012,0,1706881792,0,NA,"Unterminated",0,-41034.9583333333,"[0 months,~2 months)","75m+","None","   0",2012
2006,0,72549457920,0,NA,"Unterminated",0,-38865.9583333333,"[0 months,~2 months)","75m+","None","   0",2006
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2005,0,1e+09,0,1,"Unterminated",0,-38257.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2011,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2011
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2012,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2012
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2013,32378358.2627,31964779980,0,NA,"Unterminated",0,737,"(~2 years+]","75m+","None","   0",2013
2008,0,72549457920,0,NA,"Unterminated",0,-39593.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2009,0,5716398080,0,14,"Unterminated",0,-39899.9583333333,"[0 months,~2 months)","75m+","None","   0",2009
1997,4162217848.375,0,0,NA,"Terminated",127,NA,NA,"0 - <15k","None","[   3,3316]",1997
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2013,0,4.1e+09,0,NA,"Unterminated",0,-41539.9583333333,"[0 months,~2 months)","75m+","None","   0",2013
2011,6230262.825,5336999936,1840262794,NA,"Unterminated",5,704,"(~1 year,~2 years]","75m+","Ceiling Breach","[   3,3316]",2011
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2015,0,1.1e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2008,0,72549457920,0,NA,"Unterminated",0,307,"[~7 months-~1 year]","75m+","None","   0",2008
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2009,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2009
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2008,0,72549457920,0,253,"Unterminated",0,307,"[~7 months-~1 year]","75m+","None","   0",2008
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2008,0,72549457920,0,253,"Unterminated",0,307,"[~7 months-~1 year]","75m+","None","   0",2008
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2012,0,1095855488,0,NA,"Unterminated",0,-40890,"[0 months,~2 months)","75m+","None","   0",2012
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2005,0,1e+10,0,3,"Unterminated",0,-38257.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2009,0,72549457920,0,NA,"Terminated",0,NA,NA,"75m+","None","   0",2009
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2009,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2009
2005,0,1e+10,0,3,"Unterminated",0,-38257.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2015,0,7.91e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2008,0,72549457920,0,NA,"Unterminated",0,-39593.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2008,0,72549457920,0,NA,"Unterminated",1,307,"[~7 months-~1 year]","75m+","None","   1",2008
2013,29320842.4785,2.8313e+10,0,NA,"Unterminated",2,1114,"(~2 years+]","75m+","None","   2",2013
2003,0,1e+10,0,4,"Unterminated",0,-37526.9583333333,"[0 months,~2 months)","75m+","None","   0",2003
2012,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2012
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2007,0,1e+09,0,4,"Unterminated",0,-39334.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2011,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2011
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2006,1143162783.985,0,0,NA,"Unterminated",7,1721,"(~2 years+]","0 - <15k","None","[   3,3316]",2006
2005,0,1e+10,0,3,"Unterminated",0,-38257.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2009,7221293191.8597,66629940,215479,NA,"Terminated",4,1489,"(~2 years+]","10m - <75m","Ceiling Breach","[   3,3316]",2009
2014,0,4e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2009,0,17500000256,0,NA,"Unterminated",0,-39837,"[0 months,~2 months)","75m+","None","   0",2009
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2004,0,1e+09,0,1,"Unterminated",0,-37891.9583333333,"[0 months,~2 months)","75m+","None","   0",2004
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2008,9105728152.1563,4687200256,0,NA,"Unterminated",0,378,"(~1 year,~2 years]","75m+","None","   0",2008
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2008,0,72549457920,0,253,"Unterminated",0,307,"[~7 months-~1 year]","75m+","None","   0",2008
2011,0,4.8e+10,0,NA,"Unterminated",0,-40812.9583333333,"[0 months,~2 months)","75m+","None","   0",2011
1990,1496956070,0,0,NA,"Unterminated",0,NA,NA,"0 - <15k","None","   0",1990
2012,0,5.6e+09,0,10,"Unterminated",0,-40813.9583333333,"[0 months,~2 months)","75m+","None","   0",2012
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2006,0,72549457920,0,NA,"Unterminated",0,-38865.9583333333,"[0 months,~2 months)","75m+","None","   0",2006
2009,65566320,1.38e+09,0,NA,"Unterminated",0,458.041666666667,"(~1 year,~2 years]","75m+","None","   0",2009
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2008,0,72549457920,0,253,"Unterminated",0,307,"[~7 months-~1 year]","75m+","None","   0",2008
2015,1175659842.16,2397211904,0,NA,"Unterminated",0,1593.95833333333,"(~2 years+]","75m+","None","   0",2015
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2008,0,72549457920,0,253,"Unterminated",0,307,"[~7 months-~1 year]","75m+","None","   0",2008
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2012,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2012
2001,0,1e+10,0,5,"Unterminated",0,-36979,"[0 months,~2 months)","75m+","None","   0",2001
2005,0,1e+10,0,4,"Unterminated",0,-38257.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2012,28894843.4388,30339000320,0,NA,"Unterminated",0,2045.95833333333,"(~2 years+]","75m+","None","   0",2012
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2005,0,1e+10,0,4,"Unterminated",0,-38257.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2016,0,1e+10,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2006,0,72549457920,0,NA,"Unterminated",0,-38865.9583333333,"[0 months,~2 months)","75m+","None","   0",2006
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2015,0,1.5e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2009,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2009
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2008,0,72549457920,0,NA,"Unterminated",0,-39593.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2005,0,7086000128,0,3,"Unterminated",0,-39351.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2005,3009698457.3064,6937181696,0,NA,"Unterminated",0,1825.95833333333,"(~2 years+]","75m+","None","   0",2005
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2013,0,7e+09,0,NA,"Unterminated",0,-41421.9583333333,"[0 months,~2 months)","75m+","None","   0",2013
2009,0,17500000256,0,NA,"Unterminated",0,-39837,"[0 months,~2 months)","75m+","None","   0",2009
2005,0,1e+09,0,4,"Unterminated",0,-38257.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2008,0,2.5e+09,0,NA,"Unterminated",0,-39383.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2001,0,1e+09,0,2,"Unterminated",0,-36796.9583333333,"[0 months,~2 months)","75m+","None","   0",2001
2007,193043,1700286720,0,3,"Unterminated",0,385,"(~1 year,~2 years]","75m+","None","   0",2007
2006,0,72549457920,0,NA,"Unterminated",0,-38865.9583333333,"[0 months,~2 months)","75m+","None","   0",2006
2002,0,1e+09,0,NA,"Unterminated",0,1,"[0 months,~2 months)","75m+","None","   0",1900
2007,161533,1149467904,0,1,"Unterminated",0,308,"[~7 months-~1 year]","75m+","None","   0",2007
2009,10028673431.9588,7.5e+07,356696998,NA,"Unterminated",3,466,"(~1 year,~2 years]","75m+","Ceiling Breach","[   3,3316]",2009
2006,0,72549457920,0,NA,"Unterminated",0,-38865.9583333333,"[0 months,~2 months)","75m+","None","   0",2006
2010,0,1.5e+09,0,NA,"Unterminated",0,-40249.9583333333,"[0 months,~2 months)","75m+","None","   0",2010
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2012,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2012
2011,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2011
2012,0,7e+09,0,NA,"Unterminated",1,-41176.9583333333,"[0 months,~2 months)","75m+","None","   1",2012
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2007,1081175114,1370407936,0,NA,"Unterminated",0,364,"[~7 months-~1 year]","75m+","None","   0",2007
2007,4283268.0675,4.832e+09,277939975,NA,"Unterminated",12,755,"(~2 years+]","75m+","Ceiling Breach","[   3,3316]",2007
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2009,2501,72549457920,0,253,"Unterminated",0,102.958333333333,"[~2 months,~7 months)","75m+","None","   0",2009
2010,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2010
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2013,0,7e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2013
2012,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2012
2008,0,72549457920,0,NA,"Unterminated",0,-39593.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2008,0,72549457920,0,NA,"Unterminated",0,-39593.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2011,157452095.75,1089659776,0,NA,"Terminated",0,91.0416666666667,"[~2 months,~7 months)","75m+","None","   0",2011
2008,0,72549457920,0,NA,"Unterminated",0,-39593.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2014,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2014
2012,0,249999998976,0,NA,"Unterminated",0,-40943,"[0 months,~2 months)","75m+","None","   0",2012
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
1997,3775849562,0,0,NA,"Unterminated",4,NA,NA,"0 - <15k","None","[   3,3316]",1997
2008,0,1e+09,0,1,"Unterminated",0,-39459,"[0 months,~2 months)","75m+","None","   0",2008
2016,0,1.75e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2012,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2012
2006,0,72549457920,0,NA,"Unterminated",0,-38865.9583333333,"[0 months,~2 months)","75m+","None","   0",2006
2004,0,2.4e+09,0,NA,"Unterminated",0,-37967,"[0 months,~2 months)","75m+","None","   0",2004
2005,0,72549457920,0,NA,"Unterminated",0,-38499.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2012,0,1.9e+09,0,NA,"Unterminated",0,-40916,"[0 months,~2 months)","75m+","None","   0",2012
2007,0,72549457920,0,NA,"Unterminated",0,-39221.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2006,0,72549457920,0,NA,"Unterminated",0,-38865.9583333333,"[0 months,~2 months)","75m+","None","   0",2006
2002,0,1e+10,0,2,"Unterminated",0,-37191,"[0 months,~2 months)","75m+","None","   0",2002
2011,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2011
2005,0,1e+10,0,4,"Unterminated",0,-38257.9583333333,"[0 months,~2 months)","75m+","None","   0",2005
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2016,0,3.96e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2016
2007,0,1e+09,0,2,"Unterminated",0,-39213.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
2008,0,72549457920,0,NA,"Unterminated",0,-39593.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2009,0,72549457920,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2009
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2012,0,2916339200,0,NA,"Unterminated",0,-41109.9583333333,"[0 months,~2 months)","75m+","None","   0",2012
2008,0,72549457920,0,NA,"Unterminated",0,-39593.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2008,0,72549457920,0,NA,"Unterminated",0,-39593.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2015,0,5.28e+09,0,NA,"Unterminated",0,NA,NA,"75m+","None","   0",2015
2008,0,72549457920,0,NA,"Unterminated",0,-39593.9583333333,"[0 months,~2 months)","75m+","None","   0",2008
2007,0,1.8e+09,0,NA,"Unterminated",0,-39303.9583333333,"[0 months,~2 months)","75m+","None","   0",2007
