"EntityID","fiscal_year","EntityText","EntityCategory","EntitySizeCode","EntitySizeText","UnknownCompany","IsEntityAbove2018constant10ThousandThreshold","AnyEntityUSplaceOfPerformance","AnyEntityForeignPlaceOfPerformance","Action_Obligation_Then_Year","ObligatedAmountIsSmall","MajorityNotSmall","ObligatedAmount_OMB20_GDP20","NumberOfActions","first_year_2018T","last_year_2018T","active_2007_to_2016","first_year","first_graduate"
"57578",2007,"042974881","PDuns-1","M","Medium Vendor",NA,1,1,0,20021,NA,NA,24880.0795327451,9,2007,2008,2,2004,NA
"78971",2007,"006472641","PDuns-1","S","Always Small Vendor",NA,1,1,0,12796.5801,12796.5801,0,15902.2991176836,1,2007,2017,6,2006,NA
"179503",2007,"075894084","PDuns-1","M","Medium Vendor",NA,1,1,0,211115,NA,NA,262352.429476824,2,2007,2013,5,2007,NA
"13837",2007,"048166888","PDuns-1","S","Always Small Vendor",NA,1,1,0,86240,86240,0,107170.374052442,2,2007,2018,1,2007,NA
"465107",2007,"507476773","PDuns-1","M","Medium Vendor",NA,1,1,1,9000,NA,NA,11184.2922828383,2,2007,2019,8,2007,NA
"54430",2007,"027743798","PDuns-1","S","Always Small Vendor",NA,1,1,0,21678,21678,0,26939.2320119299,1,2007,2008,2,2007,NA
"600940",2007,"858994734","PDuns-2+","S","Always Small Vendor",NA,1,1,0,24440,24440,0,30371.5670436187,2,2007,2017,7,2006,2017
"319688",2007,"134349377","PDuns-1","S","Always Small Vendor",NA,1,1,0,31790,31790,0,39505.40574127,2,2007,2007,1,2007,NA
"337206",2007,"194117255","PDuns-1","M","Medium Vendor",NA,1,1,0,9470,NA,NA,11768.360879831,2,2007,2007,1,2007,2012
"456400",2007,"621702190","PDuns-1","M","Medium Vendor",NA,1,1,0,18250,NA,NA,22679.259351311,1,2007,2007,1,2007,NA
"481261",2007,"783361947","PDuns-1","S","Always Small Vendor",NA,1,1,0,8424,8424,0,10468.4975767367,2,2007,2011,2,2007,NA
"294884",2007,"132381757","PDuns-1","S","Always Small Vendor",NA,1,1,0,62601.4414,62601.4414,0,77794.7575493973,1,2007,2009,2,2007,NA
"507592",2007,"784798790","PDuns-1","S","Always Small Vendor",NA,1,1,0,44046,44046,0,54735.9264322108,1,2007,2014,4,2007,NA
"264513",2007,"131210465","PDuns-1","S","Always Small Vendor",NA,1,1,0,4725,4725,0,5871.75344849012,2,2007,2007,1,2006,NA
"335074",2007,"157310244","PDuns-1","S","Always Small Vendor",NA,1,1,0,14580,14580,0,18118.5534981981,1,2007,2010,3,2007,NA
"501215",2007,"800130189","PDuns-1","M","Medium Vendor",NA,1,1,0,24920,NA,NA,30968.0626320368,1,2007,2009,2,2007,NA
"275947",2007,"139186501","PDuns-1","S","Always Small Vendor",NA,1,1,0,67500,67500,0,83882.1921212874,2,2007,2008,2,2007,NA
"575620",2007,"796755093","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,13909.0498,13909.0498,0,17284.7642599727,0,2007,2007,1,2007,NA
"576876",2007,"796847338","PDuns-1","S","Always Small Vendor",NA,1,1,0,14400,14400,0,17894.8676525413,1,2007,2008,2,2007,NA
"483533",2007,"799109611","PDuns-1","S","Always Small Vendor",NA,1,1,0,29600,29600,0,36783.8946191127,2,2007,2013,3,2007,NA
"283594",2007,"139611961","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,32430,31950,0,40300.7331924941,6,2007,2020,10,2007,NA
"361491",2007,"137329405","PDuns-1","S","Always Small Vendor",NA,1,1,0,65538,65538,0,81444.0164036287,1,2007,2007,1,2007,NA
"494069",2007,"799833033","PDuns-1","S","Always Small Vendor",NA,1,1,0,18370,18370,0,22828.3832484156,1,2007,2007,1,2007,NA
"386441",2007,"370003618","PDuns-1","M","Medium Vendor",NA,1,1,1,65780,NA,NA,81744.7495961228,7,2007,2007,1,2004,NA
"13006",2007,"009011156","PDuns-1","S","Always Small Vendor",NA,1,1,0,32200.2197,32200.2197,0,40015.1854107121,5,2007,2018,8,2003,2015
"514546",2007,"785108015","PDuns-1","S","Always Small Vendor",NA,1,1,0,27240,27240,0,33851.124642724,1,2007,2007,1,2007,NA
"648179",2007,"931850499","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2013,4,2007,NA
"154252",2007,"021231209","PDuns-1","S","Always Small Vendor",NA,1,1,0,75000,75000,0,93202.4356903194,1,2007,2019,2,2007,NA
"500479",2007,"624451949","PDuns-1","S","Always Small Vendor",NA,1,1,0,19934,19934,0,24771.9647073444,2,2007,2019,6,2007,2015
"445877",2007,"780420217","PDuns-1","S","Always Small Vendor",NA,1,1,0,8925,8925,0,11091.089847148,5,2007,2007,1,2006,NA
"469549",2007,"788857014","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2010,3,2007,2009
"267946",2007,"138619395","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,8922.7002,8922.7002,0,11088.23188766,0,2007,2009,3,2007,NA
"402136",2007,"185647794","PDuns-1","M","Medium Vendor",NA,1,1,0,33300,NA,NA,41381.8814465018,2,2007,2011,5,2007,NA
"181977",2007,"109014670","PDuns-1","M","Medium Vendor",NA,1,1,0,31815,NA,NA,39536.4732198335,1,2007,2015,2,2007,NA
"347415",2007,"136450798","PDuns-1","S","Always Small Vendor",NA,1,1,0,74552.8008,74552.8008,0,92646.7016279359,1,2007,2010,4,2007,NA
"519447",2007,"785330643","PDuns-1","S","Always Small Vendor",NA,1,1,0,66326,66326,0,82423.2633279483,1,2007,2007,1,2007,NA
"656105",2007,"932795586","PDuns-1","S","Always Small Vendor",NA,1,1,0,63634,63634,0,79077.9172362371,2,2007,2020,5,2007,2018
"503060",2007,"784517265","PDuns-1","M","Medium Vendor",NA,1,1,0,85939,NA,NA,106796.321610538,1,2007,2017,4,2007,NA
"654143",2007,"826777757","PDuns-1","S","Always Small Vendor",NA,1,1,0,10955,10955,0,13613.7691064993,2,2007,2007,1,2007,NA
"622204",2007,"867754462","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,15794.0305,3565,1,19627.2281595626,3,2007,2007,1,2005,2007
"181070",2007,"069176402","PDuns-1","S","Always Small Vendor",NA,1,1,0,15847,15847,0,19693.0533117932,2,2007,2012,2,2007,NA
"527131",2007,"627065238","PDuns-1","M","Medium Vendor",NA,1,1,0,5000,NA,NA,6213.49571268796,2,2007,2020,10,2007,NA
"5962",2007,"005011213","PDuns-1","S","Always Small Vendor",NA,1,1,0,18811.2,18811.2,0,23376.6621101031,2,2007,2016,5,2007,NA
"493936",2007,"612409156","PDuns-1","S","Always Small Vendor",NA,1,1,0,15000,15000,0,18640.4871380639,1,2007,2011,3,2007,NA
"400208",2007,"316076546","PDuns-2+","M","Medium Vendor",NA,1,1,0,16934,NA,NA,21043.8672797316,1,2007,2015,6,2007,NA
"432515",2007,"333887813","PDuns-2+","S","Always Small Vendor",NA,1,1,0,37521,37521,0,46627.314527153,3,2007,2012,6,2007,2012
"494843",2007,"784172806","PDuns-1","S","Always Small Vendor",NA,1,1,0,22103.4004,22103.4004,0,27467.8767242451,2,2007,2007,1,2007,NA
"327134",2007,"142305189","PDuns-1","S","Always Small Vendor",NA,1,1,0,13555,13555,0,16844.7868770971,2,2007,2020,2,2007,NA
"517213",2007,"785180378","PDuns-1","S","Always Small Vendor",NA,1,1,0,92595.1901,92595.1901,0,115067.963340375,29,2007,2011,3,2007,NA
"375038",2007,"197591188","PDuns-1","S","Always Small Vendor",NA,1,1,0,327962,327962,0,407558.096184914,1,2007,2014,7,2007,NA
"421669",2007,"606614837","PDuns-1","S","Always Small Vendor",NA,1,1,0,41125,41125,0,51106.0022368585,2,2007,2012,5,2007,NA
"473989",2007,"623115339","PDuns-1","S","Always Small Vendor",NA,1,1,0,9200,9200,0,11432.8321113458,1,2007,2012,6,2007,NA
"174636",2007,"022368133","PDuns-1","S","Always Small Vendor",NA,1,1,0,78600,78600,0,97676.1526034547,1,2007,2008,2,2007,NA
"126062",2007,"038071580","PDuns-1","S","Always Small Vendor",NA,1,1,0,43340.25,43340.25,0,53858.8915123649,23,2007,2012,6,2007,NA
"668275",2007,"963125497","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA
"116411",2007,"014943393","PDuns-1","S","Always Small Vendor",NA,1,1,0,28195,28195,0,35037.9023238474,3,2007,2020,7,2006,NA
"16807",2007,"031851616","PDuns-1","M","Medium Vendor",NA,1,1,0,21038.7505,NA,NA,26144.8372064123,3,2007,2020,3,2007,NA
"535856",2007,"793474904","PDuns-1","S","Always Small Vendor",NA,1,1,0,54135.25,54135.25,0,67273.8287560582,12,2007,2012,6,2007,NA
"597958",2007,"806534707","PDuns-1","S","Always Small Vendor",NA,1,1,0,51395,51395,0,63868.5224307195,1,2007,2015,6,2007,NA
"61448",2007,"028286230","PDuns-1","S","Always Small Vendor",NA,1,1,0,11383,11383,0,14145.6443395054,1,2007,2010,3,2002,NA
"79790",2007,"003099801","PDuns-1","S","Always Small Vendor",NA,1,1,0,99750,99750,0,123959.239468125,2,2007,2007,1,2007,NA
"504634",2007,"784690765","PDuns-1","S","Always Small Vendor",NA,1,1,0,39148,39148,0,48649.1860320616,5,2007,2016,9,2007,NA
"480012",2007,"798939158","PDuns-1","S","Always Small Vendor",NA,1,1,0,42423,42423,0,52719.0257238723,2,2007,2008,2,2007,NA
"417592",2007,"618362888","PDuns-1","S","Always Small Vendor",NA,1,1,0,152000,152000,0,188890.269665714,2,2007,2008,2,2007,NA
"412131",2007,"205552057","PDuns-1","M","Medium Vendor",NA,1,1,0,21183,NA,NA,26324.0959363738,1,2007,2007,1,2007,NA
"479105",2007,"783200772","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2019,7,2007,NA
"222767",2007,"079294810","PDuns-1","S","Always Small Vendor",NA,1,1,0,111772.3672,111772.3672,0,138899.424878837,2,2007,2020,6,2005,2012
"410348",2007,"319042503","PDuns-1","M","Medium Vendor",NA,1,1,1,10691.2402,NA,NA,13285.9950292034,1,2007,2010,2,2007,NA
"520817",2007,"791961766","PDuns-1","M","Medium Vendor",NA,1,1,0,16261.1299,NA,NA,20207.6921834224,1,2007,2009,2,2007,NA
"161729",2007,"067746313","PDuns-1","S","Always Small Vendor",NA,1,1,0,214889.9191,214889.9191,0,267043.518205542,28,2007,2020,10,2007,NA
"272167",2007,"117755541","PDuns-1","S","Always Small Vendor",NA,1,1,0,141290.6992,141290.6992,0,175581.830744377,1,2007,2008,2,2007,NA
"403596",2007,"185762085","PDuns-1","S","Always Small Vendor",NA,1,1,0,25543.0498,25543.0498,0,31742.326084255,2,2007,2007,1,2007,NA
"471997",2007,"362258761","PDuns-1","S","Always Small Vendor",NA,1,1,0,9480,9480,0,11780.7878712564,1,2007,2007,1,2007,NA
"49741",2007,"051233419","PDuns-1","S","Always Small Vendor",NA,1,1,0,9700.71,9700.71,0,12055.0639990058,1,2007,2007,1,2007,NA
"594900",2007,"855035957","PDuns-1","S","Always Small Vendor",NA,1,1,0,28865,28865,0,35870.5107493476,2,2007,2020,8,2007,2012
"440058",2007,"780026048","PDuns-1","S","Always Small Vendor",NA,1,1,0,3941075.7793,3941075.7793,0,4897571.49161178,11,2007,2020,10,2007,NA
"208669",2007,"070813829","PDuns-1","S","Always Small Vendor",NA,1,1,0,106120,106120,0,131875.233006089,3,2007,2007,1,2007,NA
"390060",2007,"552613945","PDuns-1","M","Medium Vendor",NA,1,1,1,95269.3281,NA,NA,118391.112340002,2,2007,2014,8,2007,NA
"499515",2007,"784361334","PDuns-1","M","Medium Vendor",NA,1,1,0,198561.272,NA,NA,246751.922455574,9,2007,2011,5,2007,NA
"301464",2007,"126657514","PDuns-1","S","Always Small Vendor",NA,1,1,0,69904,69904,0,86869.6408599478,2,2007,2007,1,2007,NA
"189598",2007,"069595031","PDuns-1","M","Medium Vendor",NA,1,1,0,20000,NA,NA,24853.9828507518,3,2007,2007,1,2007,NA
"516144",2007,"785145686","PDuns-1","S","Always Small Vendor",NA,1,1,0,17500,17500,0,21747.2349944079,1,2007,2020,7,2007,NA
"577890",2007,"796902844","PDuns-1","S","Always Small Vendor",NA,1,1,0,28582,28582,0,35518.8268920094,4,2007,2020,8,2007,NA
"553917",2007,"787849707","PDuns-1","S","Always Small Vendor",NA,1,1,0,9481.75,9481.75,0,11782.9625947558,3,2007,2011,4,2007,NA
"375812",2007,"364356167","PDuns-1","S","Always Small Vendor",NA,1,1,0,17104,17104,0,21255.126133963,3,2007,2015,3,2007,NA
"487914",2007,"623765570","PDuns-1","S","Always Small Vendor",NA,1,1,0,15000,15000,0,18640.4871380639,2,2007,2007,1,2007,NA
"569996",2007,"804890981","PDuns-1","S","Always Small Vendor",NA,1,1,0,3409.04,3409.04,0,4236.41108487635,6,2007,2011,5,2007,NA
"550180",2007,"844963244","PDuns-2+","M","Medium Vendor",NA,1,1,0,8876,NA,NA,11030.1975891637,1,2007,2010,4,2007,NA
"417960",2007,"557558033","PDuns-1","M","Medium Vendor",NA,1,1,0,45880,NA,NA,57015.0366596247,1,2007,2008,2,2007,NA
"346584",2007,"136365983","PDuns-1","S","Always Small Vendor",NA,1,1,0,8884,8884,0,11040.139182304,1,2007,2007,1,2007,NA
"446855",2007,"780458688","PDuns-1","S","Always Small Vendor",NA,1,1,0,17850,17850,0,22182.179694296,2,2007,2007,1,2007,NA
"512725",2007,"800743325","PDuns-1","S","Always Small Vendor",NA,1,1,0,34236,34236,0,42545.047843917,1,2007,2007,1,2007,NA
"101501",2007,"007185432","PDuns-1","S","Always Small Vendor",NA,1,1,0,21144.25,21144.25,0,26275.9413446005,15,2007,2011,2,2007,NA
"12702",2007,"039720094","PDuns-1","S","Always Small Vendor",NA,1,1,0,24912,24912,0,30958.1210388965,1,2007,2009,2,2007,2009
"2873",2007,"047098975","PDuns-1","S","Always Small Vendor",NA,1,1,0,11500,11500,0,14291.0401391823,1,2007,2007,1,2007,NA
"91637",2007,"035568737","PDuns-1","S","Always Small Vendor",NA,1,1,0,16840,16840,0,20927.053560333,1,2007,2008,2,2006,NA
"563082",2007,"795706295","PDuns-1","S","Always Small Vendor",NA,1,1,0,8693,8693,0,10802.7836460793,1,2007,2007,1,2007,NA
"164472",2007,"059839126","PDuns-1","S","Always Small Vendor",NA,1,1,0,25000,25000,0,31067.4785634398,2,2007,2008,2,2007,NA
"383015",2007,"184037455","PDuns-2+","S","Always Small Vendor",NA,1,1,0,27504,27504,0,34179.1972163539,2,2007,2017,9,2003,NA
"479587",2007,"789541625","PDuns-1","M","Medium Vendor",NA,1,1,0,20000,NA,NA,24853.9828507518,1,2007,2019,9,2007,2009
"301369",2007,"167705271","PDuns-1","S","Always Small Vendor",NA,1,1,0,10300,10300,0,12799.8011681372,1,2007,2008,2,2007,NA
"611142",2007,"835051467","PDuns-1","S","Always Small Vendor",NA,1,1,0,24123,24123,0,29977.6314154343,5,2007,2018,8,2005,NA
"109566",2007,"014519839","PDuns-1","S","Always Small Vendor",NA,1,1,0,44075,44075,0,54771.9647073444,1,2007,2012,2,2007,NA
"611517",2007,"958662652","PDuns-1","S","Always Small Vendor",NA,1,1,0,285233.92,285233.92,0,354459.947806636,15,2007,2012,6,2007,NA
"474528",2007,"623150443","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,22677.9199,15848,0,28181.8316142662,5,2007,2010,3,2007,NA
"521978",2007,"785525986","PDuns-1","S","Always Small Vendor",NA,1,1,0,12685,12685,0,15763.6386230894,1,2007,2011,4,2007,NA
"497675",2007,"790645852","PDuns-1","S","Always Small Vendor",NA,1,1,0,45714,45714,0,56808.7486019635,2,2007,2009,3,2007,NA
"376541",2007,"311306794","PDuns-1","M","Medium Vendor",NA,1,NA,NA,2750000,NA,NA,3417422.64197838,0,2007,2016,10,2007,NA
"54252",2007,"051634947","PDuns-1","S","Always Small Vendor",NA,1,1,0,10000,10000,0,12426.9914253759,1,2007,2020,7,2007,NA
"474141",2007,"525206900","PDuns-1","S","Always Small Vendor",NA,1,1,1,373400,373400,0,464023.859823537,17,2007,2008,2,2007,NA
"11795",2007,"031410525","PDuns-1","S","Always Small Vendor",NA,1,1,0,26188,26188,0,32543.8051447745,1,2007,2007,1,2007,NA
"536179",2007,"616444253","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,63885,36135,0,79389.834721014,3,2007,2007,1,2004,NA
"138058",2007,"065836199","PDuns-1","S","Always Small Vendor",NA,1,1,0,16350,16350,0,20318.1309804896,1,2007,2014,2,2007,NA
"463915",2007,"602498359","PDuns-1","S","Always Small Vendor",NA,1,1,0,99932,99932,0,124185.410712067,1,2007,2007,1,2007,NA
"363122",2007,"160392168","PDuns-1","S","Always Small Vendor",NA,1,1,0,58025,58025,0,72107.6177457438,1,2007,2018,10,2007,NA
"90450",2007,"030369933","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2016,7,2007,NA
"551303",2007,"808841774","PDuns-1","M","Medium Vendor",NA,1,1,0,10000,NA,NA,12426.9914253759,1,2007,2007,1,2007,NA
"197546",2007,"101849289","PDuns-1","S","Always Small Vendor",NA,1,1,0,13451.2998,13451.2998,0,16715.9187274761,1,2007,2007,1,2007,NA
"218904",2007,"071437482","PDuns-1","S","Always Small Vendor",NA,1,1,0,19710,19710,0,24493.6000994159,1,2007,2015,4,2007,NA
"185614",2007,"076326623","PDuns-1","S","Always Small Vendor",NA,1,1,0,31540,31540,0,39194.7309556356,1,2007,2018,6,2007,NA
"339775",2007,"148067817","PDuns-1","S","Always Small Vendor",NA,1,1,0,10281,10281,0,12776.189884429,2,2007,2007,1,2007,NA
"507383",2007,"791107183","PDuns-1","S","Always Small Vendor",NA,1,1,0,6004,6004,0,7461.1656517957,1,2007,2008,2,2007,NA
"206760",2007,"111458915","PDuns-1","S","Always Small Vendor",NA,1,1,0,4000,4000,0,4970.79657015037,1,2007,2012,6,2007,NA
"92658",2007,"003367208","PDuns-1","S","Always Small Vendor",NA,1,1,0,27636.65,27636.65,0,34344.0412576115,7,2007,2016,7,2006,2008
"179591",2007,"099979259","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,102941.2812,102941.2812,0,127925.041878961,0,2007,2019,10,2007,NA
"329070",2007,"135174915","PDuns-1","S","Always Small Vendor",NA,1,1,0,53503.1992,53503.1992,0,66488.379768858,1,2007,2008,2,2007,NA
"358527",2007,"182407205","PDuns-1","S","Always Small Vendor",NA,1,1,0,107685.3984,107685.3984,0,133820.552255499,1,2007,2007,1,2007,NA
"230608",2007,"094651270","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,69125.97,53279.25,0,85902.7836460793,122,2007,2019,4,2005,2006
"103194",2007,"054516799","PDuns-1","M","Medium Vendor",NA,1,1,0,335500,NA,NA,416925.562321362,1,2007,2018,9,2007,2017
"330504",2007,"193298374","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA
"527727",2007,"615345329","PDuns-1","S","Always Small Vendor",NA,1,1,0,199076,199076,0,247391.574499814,3,2007,2020,9,2007,NA
"376116",2007,"150208700","PDuns-1","S","Always Small Vendor",NA,1,1,0,37969.6997,37969.6997,0,47184.9132595999,36,2007,2014,5,2007,NA
"246425",2007,"096102764","PDuns-1","S","Always Small Vendor",NA,1,1,0,11202,11202,0,13920.7157947061,1,2007,2020,3,2006,2011
"397630",2007,"387564284","PDuns-1","M","Medium Vendor",NA,1,1,1,96674,NA,NA,120136.696905679,1,2007,2017,4,2006,NA
"386415",2007,"162803782","PDuns-1","S","Always Small Vendor",NA,1,1,0,47473,47473,0,58994.6563936871,1,2007,2020,10,2007,NA
"425991",2007,"187568928","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,1022,300,1,1270.03852367342,5,2007,2007,1,2007,2007
"438859",2007,"240248869","PDuns-1","S","Always Small Vendor",NA,1,1,1,49246.45,49246.45,0,61198.5211880204,2,2007,2007,1,2007,NA
"477189",2007,"603023735","PDuns-1","S","Always Small Vendor",NA,1,1,0,340070,340070,0,422604.697402759,1,2007,2020,10,2007,NA
"630189",2007,"837696046","PDuns-1","M","Medium Vendor",NA,1,1,0,25514,NA,NA,31706.2259227041,2,2007,2015,9,2007,2008
"604596",2007,"806805169","PDuns-1","S","Always Small Vendor",NA,1,1,0,95709,95709,0,118937.49223313,1,2007,2008,2,2007,NA
"122047",2007,"015159973","PDuns-1","S","Always Small Vendor",NA,1,1,0,359065.48,359065.48,0,446210.364110849,5,2007,2012,3,2007,NA
"79308",2007,"053192134","PDuns-1","S","Always Small Vendor",NA,1,1,0,11874,11874,0,14755.8096184914,2,2007,2020,2,2004,NA
"627594",2007,"868527615","PDuns-1","S","Always Small Vendor",NA,1,1,0,16593,16593,0,20620.1068721263,2,2007,2009,2,2007,NA
"583997",2007,"797101842","PDuns-1","S","Always Small Vendor",NA,1,1,0,11085,11085,0,13775.3199950292,3,2007,2016,10,2007,NA
"41498",2007,"001916436","PDuns-1","S","Always Small Vendor",NA,1,1,0,15250,15250,0,18951.1619236983,1,2007,2007,1,2007,NA
"202259",2007,"111101528","PDuns-1","S","Always Small Vendor",NA,1,1,0,12500,12500,0,15533.7392817199,2,2007,2018,4,2007,NA
"150900",2007,"074027280","PDuns-1","S","Always Small Vendor",NA,1,1,0,42905,42905,0,53318.0067105754,2,2007,2017,7,2007,2011
"502096",2007,"790894807","PDuns-1","S","Always Small Vendor",NA,1,1,0,99875,99875,0,124114.576860942,4,2007,2012,3,2007,NA
"290261",2007,"085306079","PDuns-1","S","Always Small Vendor",NA,1,1,0,44973,44973,0,55887.9085373431,4,2007,2007,1,2007,NA
"259678",2007,"131012119","PDuns-1","S","Always Small Vendor",NA,1,1,0,24000,24000,0,29824.7794209022,1,2007,2012,2,2007,NA
"242391",2007,"130199586","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,39800.25,3700.25,1,49459.7365477818,8,2007,2019,8,2005,2007
"463490",2007,"602493343","PDuns-1","S","Always Small Vendor",NA,1,1,0,25000,25000,0,31067.4785634398,1,2007,2007,1,2007,NA
"523132",2007,"614975873","PDuns-1","S","Always Small Vendor",NA,1,1,0,18060,18060,0,22443.1465142289,1,2007,2020,7,2007,NA
"545469",2007,"802793877","PDuns-1","S","Always Small Vendor",NA,1,1,0,12095,12095,0,15030.4461289922,1,2007,2010,2,2007,NA
"554995",2007,"847070703","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,21010,8404,1,26109.1089847148,4,2007,2007,1,2007,2007
"491614",2007,"784020641","PDuns-1","S","Always Small Vendor",NA,1,1,0,164111.6534,164111.6534,0,203941.410960606,8,2007,2016,8,2007,NA
"505033",2007,"784703444","PDuns-1","S","Always Small Vendor",NA,1,1,0,315000,315000,0,391450.229899341,1,2007,2008,2,2007,NA
"469326",2007,"788849565","PDuns-1","M","Medium Vendor",NA,1,1,0,68783.4514,NA,NA,85477.1360755561,5,2007,2011,5,2007,NA
"131854",2007,"038395372","PDuns-1","M","Medium Vendor",NA,1,1,0,16790,NA,NA,20864.9186032062,2,2007,2012,3,2007,NA
"617719",2007,"966782559","PDuns-1","S","Always Small Vendor",NA,1,1,0,15329.9495,15329.9495,0,19050.5150987946,2,2007,2020,1,2005,NA
"467163",2007,"782185912","PDuns-1","S","Always Small Vendor",NA,1,1,0,10174,10174,0,12643.2210761775,1,2007,2008,2,2005,NA
"475736",2007,"782954882","PDuns-2+","N","Sometimes Small Vendor",NA,1,1,0,192066.9396,160893.6995,0,238681.421150739,19,2007,2020,9,2007,NA
"253438",2007,"122353667","PDuns-1","S","Always Small Vendor",NA,1,1,0,9000,9000,0,11184.2922828383,1,2007,2018,3,2007,NA
"621138",2007,"967031154","PDuns-1","S","Always Small Vendor",NA,1,1,0,21237,21237,0,26391.2016900708,1,2007,2007,1,2007,NA
"155451",2007,"087716457","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2010,2,2007,NA
"450255",2007,"621411839","PDuns-1","S","Always Small Vendor",NA,1,1,0,48729,48729,0,60555.4865167143,1,2007,2007,1,2007,NA
"465349",2007,"782046648","PDuns-1","S","Always Small Vendor",NA,1,1,0,45838,45838,0,56962.8432956381,2,2007,2013,7,2007,NA
"276918",2007,"139235089","PDuns-1","S","Always Small Vendor",NA,1,1,0,21220,21220,0,26370.0758046477,1,2007,2007,1,2006,NA
