Year,Global Vendor Name,Number of Actions,Dollars Obligated,%Total Actions,%Total Dollars
2014,INTUITIVE RESEARCH AND TECHNOLOGY CORPORATION,350,276311278.34,2.69e-5,9.733e-4
2014,AC FIRST  LLC,43,274767832.23,3.3e-6,9.678e-4
2014,SUPREME GROUP HOLDING SARL,1412,273646347.21,1.0850000000000001e-4,9.639000000000001e-4
2014,PHILLIPS 66,166,272543278.94,1.2800000000000001e-5,9.6e-4
2014,JOHNSON CONTROLS  INC.,1167,267298948.97,8.970000000000001e-5,9.415e-4
2014,SERCO GROUP PLC,1087,265436977.31,8.35e-5,9.35e-4
2014,HELLFIRE SYSTEMS  LLC,124,262876884.6,9.5e-6,9.259e-4
2014,AEROSPACE TESTING ALLIANCE,26,260270386.15,2e-6,9.168e-4
2013,LOCKHEED MARTIN CORPORATION,18541,37175375556.46,0.001702378417576,0.12194004332047999
2013,THE BOEING COMPANY,9773,19442166329.61,8.973272355849999e-4,0.063772821901314
2013,RAYTHEON COMPANY,10703,13130554995.49,9.82717016521e-4,0.043069919832827
2013,GENERAL DYNAMICS CORPORATION,17791,12017722203.33,0.001633515691015,0.039419684243993995
2013,NORTHROP GRUMMAN CORPORATION,10349,9168802601.039999,9.50213809584e-4,0.030074859221522005
2013,HUNTINGTON INGALLS INDUSTRIES  INC.,4116,5631512537.540001,3.7791864337199997e-4,0.018472089992595003
2013,UNITED TECHNOLOGIES CORPORATION,11037,5490455510.31,0.0010133838840839999,0.018009404686701
2013,L-3 COMMUNICATIONS HOLDINGS  INC.,9256,5358392085.58,8.498578627419999e-4,0.017576219561020002
2013,BAE SYSTEMS PLC,9872,4694163941.75,9.06417115491e-4,0.015397465280239
2013,SAIC  INC.,27965,4254384838.7,0.002567661531068,0.013954932902969
2013,HUMANA INC.,247,3463037061.72,2.2678791281e-5,0.011359209772748999
2013,VERITAS CAPITAL FUND II L.P.  THE,949,3076577864.82,8.713430334300001e-5,0.010091573588684
2013,HEALTH NET  INC.,123,2907747743.76,1.1293487155999998e-5,0.00953778894044
2013,TEXTRON INC.,4009,2712259331.85,3.68094227715e-4,0.008896561647908
2013,BECHTEL GROUP  INC.,155,2507656294.21,1.4231630156e-5,0.008225437203301999
2013,GENERAL ELECTRIC COMPANY,4426,2294881064.5,4.06381903683e-4,0.0075275069110049995
2013,EXELIS INC.,2433,2175603321.45,2.2339068496700002e-4,0.007136260476048
2013,FLUOR CORPORATION,464,2134211559.65,4.26030735e-5,0.007000490140134001
2013,GENERAL ATOMIC TECHNOLOGIES CORPORATION,627,2099810941.83,5.7569239406000006e-5,0.006887651661318
2013,BELL BOEING JOINT PROJECT OFFICE,1812,2095956832.75,1.66372347373e-4,0.006875009684709999
2013,BOOZ ALLEN HAMILTON HOLDING CORPORATION,4875,2049588717.58,4.4760772265199997e-4,0.006722916265669
2013,SUPREME GROUP HOLDING SARL,24779,2027950957.03,0.002275132668634,0.0066519416105560005
2013,COMPUTER SCIENCES CORPORATION,2983,1869972294.29,2.73890017779e-4,0.006133751150073
2013,TRIWEST HEALTHCARE ALLIANCE CORP.,80,1819339196.92,7.3453575e-6,0.0059676680374119995
2013,OSHKOSH CORPORATION,2637,1728721998.05,2.42121346591e-4,0.0056704318968110005
2013,HEWLETT-PACKARD COMPANY,18189,1699262470.06,0.001670058844577,0.005573800832147
2013,CACI INTERNATIONAL INC,2872,1529915752.19,2.63698334247e-4,0.005018321679505
2013,SIERRA NEVADA CORPORATION,781,1448952018.25,7.1709052593e-5,0.004752750153293
2013,AMERISOURCEBERGEN CORPORATION,67709,1418173840.07,0.006216835137032,0.004651793745337
2013,HARRIS CORPORATION,6611,1350950013.26,6.070019804e-4,0.004431290892826
2013,REFINERY ASSOCIATES OF TEXAS  INC,39,1340110462.3,3.580861781e-6,0.004395735762747
2013,ALLIANT TECHSYSTEMS INC.,1136,1289185793.3,1.0430407649899999e-4,0.0042286962574030005
2013,URS CORPORATION,3146,1284244931.21,2.88856183685e-4,0.004212489590267
2013,UNITED LAUNCH ALLIANCE  L.L.C.,60,1260025374.39,5.5090181250000005e-6,0.004133046309234
2013,UNITEDHEALTH GROUP INCORPORATED,207,1258347831.04,1.9006112530999998e-5,0.004127543749927
2013,MANTECH INTERNATIONAL CORPORATION,1737,1235114700.98,1.5948607471699997e-4,0.004051336076337
2013,HONEYWELL INTERNATIONAL INC.,6260,1204125157.84,5.747742243690001e-4,0.003949686363956
2013,A.P. MOLLER - MARSK A/S,20911,957332881.62,0.001919984633512,0.003140175756384
2013,CARDINAL HEALTH  INC.,59879,956189566.79,0.0054979082717259995,0.0031364255357659997
2013,NATIONAL FUEL INC,46,914505674.66,4.223580562e-6,0.002999696974561
2013,ATLANTIC DIVING SUPPLY  INC.,5468,894220710.1099999,5.0205518512e-4,0.002933159665416
2013,ROCKWELL COLLINS  INC.,2250,878386580.42,2.06588179685e-4,0.002881221670669
2013,FEDEX CORPORATION,6869228,870123652.72,0.630711692606338,0.0028541181983679997
2013,ITT CORPORATION,881,857835098.47,8.0890749468e-5,0.002813810149958
2013,THE AEROSPACE CORPORATION,16,812794640,1.4690715e-6,0.002666071616727
2013,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,159,808006419.39,1.4598898031e-5,0.0026503656334019997
2013,TOTAL SA,190,793960262.15,1.7445224062e-5,0.002604292419703
2013,JACOBS ENGINEERING GROUP INC.,2907,772958843.59,2.66911928154e-4,0.002535405048677
2013,MCKESSON CORPORATION,6214,737619882.54,5.70550643807e-4,0.002419488682619
2013,THE MITRE CORPORATION,172,736014768.15,1.5792518625000002e-5,0.002414223699675
2013,COMPANIA ESPANOLA DE PETROLEOS SA,13,709422016.89,1.193620594e-6,0.002326996033724
2013,"AUSTAL USA, LLC",36,696242389.95,3.305410875e-6,0.002283765151562
2013,JOHNS HOPKINS UNIVERSITY,1323,694288428.73,1.21473849655e-4,0.002277355905865
2013,CHEVRON CORPORATION,182,678139841.47,1.6710688312e-5,0.0022243864495900003
2013,VALERO ENERGY CORPORATION,28,672455774.79,2.5708751249999997e-6,0.002205741975208
2013,ALION SCIENCE AND TECHNOLOGY CORPORATION,1144,614446708.4,1.05038612249e-4,0.002015464729512
2013,SUPREME FUELS TRADING FZE,15,613809320.98,1.377254531e-6,0.00201337401628
2013,WORLD FUEL SERVICES CORP,69,612051222.02,6.335370844e-6,0.002007607224145
2013,PATRIOT TEAM,625,598473410.02,5.7385605468e-5,0.001963070243451
2013,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,17,595966007.76,1.560888469e-6,0.001954845639513
2013,GREAT LAKES DREDGE & DOCK CORPORATION,149,578445584.75,1.3680728344e-5,0.001897376384425
2013,ROLLS-ROYCE GROUP PLC,1121,578345978.43,1.0292682196800001e-4,0.001897049662804
2013,S-OIL CORPORATION,7,578105145.24,6.42718781e-7,0.0018962596987700002
2013,EXPRESS SCRIPTS HOLDING COMPANY,68,564272594.41,6.243553875e-6,0.001850887141743
2013,MISSION ESSENTIAL PERSONNEL  LLC,95,564131759.72,8.722612031e-6,0.001850425185732
2013,GOVERNMENT OF CANADA,1297,559872387.6,1.19086608468e-4,0.001836453893901
2013,KUWAIT PETORLEUM CORPORATION .,6,557808234.75,5.50901812e-7,0.001829683205396
2013,WORLD AIRWAYS  INC.,503,557355467.33,4.6183935280999995e-5,0.001828198069658
2013,ROSOBORONEXPORT FGUP,5,553980998.21,4.59084844e-7,0.0018171293741969998
2013,WYLE SERVICES CORPORATION,1140,539660318.04,1.04671344374e-4,0.001770155689758
2013,WORLD FUEL SERVICES EUROPE LTD,7,507422957.13,6.42718781e-7,0.0016644129735900002
2013,MARITIME HELICOPTER SUPPORT COMPANY LLC,30,490846583.05,2.754509062e-6,0.001610040321178
2013,EXXON MOBIL CORPORATION,20,480905865.3,1.836339375e-6,0.001577433480361
2013,FINMECCANICA SPA,2383,470904186.22,2.18799836529e-4,0.0015446266784920001
2013,ROYAL DUTCH SHELL PLC,218,464370278.2,2.0016099187e-5,0.001523194614522
2013,AAR CORP.,1426,458847336.97,1.30930997436e-4,0.001505078652471
2013,ENVIRONMENTAL CHEMICAL CORPORATION,304,456082427.46,2.79123585e-5,0.001496009391424
2013,THE CHARLES STARK DRAPER LABORATORY INC,164,448368410.24,1.5057982875e-5,0.001470706416541
2013,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION,2,436601280,1.83633937e-7,0.00143210870637
2013,MCDONNELL DOUGLAS HELICOPTER COMPANY,98,434066883.11,8.998062937e-6,0.001423795556551
2013,CUBIC CORPORATION,676,433617592.8,6.2068270874e-5,0.0014223218261840002
2013,KBR  INC.,521,411973867.42,4.7836640718e-5,0.001351327605657
2013,BECHTEL PARSONS BLUE GRASS  A JOINT VENTURE,21,401535206.19,1.928156344e-6,0.001317087445778
2013,AECOM TECHNOLOGY CORPORATION,841,391531563.17,7.7218070718e-5,0.001284274201932
2013,HELLFIRE SYSTEMS  LLC,147,375360382.55,1.3497094406e-5,0.001231230636512
2013,INTERNATIONAL BUSINESS MACHINES CORPORATION,667,362786423.32,6.1241918156e-5,0.001189986422828
2013,GAZPROMNEFT-AERO KYRGYZSTAN LLC,4,358322382.4,3.67267875e-7,0.0011753437908430002
2013,CGI TECHNOLOGIES AND SOLUTIONS INC.,731,351953934.45,6.7118204156e-5,0.001154454457319
2013,DRS TECHNICAL SERVICES  INC.,240,345824031.47,2.2036072500000002e-5,0.0011343475821699999
2013,NANA REGIONAL CORPORATION  INC.,1274,339053771.72,1.16974818186e-4,0.001112140253935
2013,CHUGACH ALASKA CORPORATION,1508,335079655.51,1.38459988874e-4,0.001099104638409
2013,BATTELLE MEMORIAL INSTITUTE INC,1656,331397423.6,1.5204890024799999e-4,0.001087026441164
2013,JOHNS HOPKINS HEALTH SYS CORP,16,331076812.69,1.4690715e-6,0.0010859747958840002
2013,METLIFE  INC.,49,329923624.39,4.499031469e-6,0.0010821921890060001
2013,CERBERUS CAPITAL MANAGEMENT  L.P.,858,324402982.42,7.8778959187e-5,0.001064083768825
2013,CHEMRING GROUP PLC,419,323778550.9,3.8471309905999996e-5,0.001062035552621
2013,EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS N.V.,536,323698101.46,4.921389525e-5,0.001061771668045
2013,AT&T INC.,14824,318316663.51,0.001361094744736,0.001044119855066
2013,SERCO GROUP PLC,1235,315664702.55,1.13393956405e-4,0.001035421079882
2013,CLARK MCCARTHY HEALTHCARE PARTNERS II,3,312595434.82,2.75450906e-7,0.001025353484482
2012,LOCKHEED MARTIN CORPORATION,18673,29882775955.670002,0.001318588510775,0.08378090106431199
2012,THE BOEING COMPANY,13994,27792927422.25,9.88182274931e-4,0.077921693289318
2012,RAYTHEON COMPANY,10728,14183020301.1,7.575546266579999e-4,0.039764251567603
2012,GENERAL DYNAMICS CORPORATION,16310,13581421700.69,0.0011517259471290002,0.038077578519016
2012,NORTHROP GRUMMAN CORPORATION,9303,9601779899.09,6.569286625470001e-4,0.026920048290034998
2012,UNITED TECHNOLOGIES CORPORATION,13139,7919026356.63,9.27806696464e-4,0.022202193152828998
2012,HUNTINGTON INGALLS INDUSTRIES  INC.,5961,7303499779.25,4.20934296188e-4,0.02047647090539
2012,L-3 COMMUNICATIONS HOLDINGS  INC.,9957,6450543108.19,7.031106839709999e-4,0.018085077328828
2012,BAE SYSTEMS PLC,10860,5923669976.83,7.66875768597e-4,0.016607908482219002
2012,SAIC  INC.,27727,5074425484.56,0.001957934110119,0.01422692256271
2012,HUMANA INC.,469,3472009744.53,3.3118299767e-5,0.009734306656527
2012,TRIWEST HEALTHCARE ALLIANCE CORP.,156,3007680036.02,1.1015895019e-5,0.008432487795133
2012,HEALTH NET  INC.,174,2933235963.44,1.2286959827999999e-5,0.008223772530898999
2012,BELL BOEING JOINT PROJECT OFFICE,1463,2894515026.58,1.03309323154e-4,0.008115212503377
2012,ROYAL DUTCH SHELL PLC,273,2872160303.24,1.9277816282e-5,0.008052537641200001
2012,VERITAS CAPITAL FUND II L.P.  THE,893,2844120574.02,6.305893751e-5,0.007973924001586
2012,SUPREME GROUP HOLDING SARL,31132,2828098273.75,0.002198377203311,0.007929003049271
2012,BOOZ ALLEN HAMILTON HOLDING CORPORATION,4948,2554884653.91,3.4940159328e-4,0.007163007169665
2012,GENERAL ELECTRIC COMPANY,5712,2546185594.12,4.03351232986e-4,0.007138618034307999
2012,BECHTEL GROUP  INC.,169,2440952667.6,1.193388627e-5,0.0068435815417629995
2012,GENERAL ATOMIC TECHNOLOGIES CORPORATION,641,2425113676.31,4.5264030172e-5,0.0067991745240150005
2012,UNITED LAUNCH ALLIANCE  L.L.C.,75,2385416135.13,5.296103374e-6,0.006687876437952
2012,URS CORPORATION,3161,2375023303.05,2.23213103548e-4,0.006658738554726
2012,TEXTRON INC.,6410,2345603970.35,4.5264030172299997e-4,0.006576256987218
2012,ITT CORPORATION,2875,2105156501.03,2.03017296014e-4,0.005902125987202
2012,COMPUTER SCIENCES CORPORATION,3296,2071935354.38,2.32746089622e-4,0.005808985456855999
2012,BP P.L.C.,181,1962557873.45,1.2781262810000001e-5,0.005502329076536
2012,CACI INTERNATIONAL INC,3185,1938596999.89,2.2490785662800003e-4,0.005435151128272
2012,FLUOR CORPORATION,344,1849685186.65,2.4291460810000003e-5,0.005185873355699
2012,MANTECH INTERNATIONAL CORPORATION,1417,1743676681.04,1.0006104641800001e-4,0.0048886624093780005
2012,HONEYWELL INTERNATIONAL INC.,8432,1569702837.61,5.95423248693e-4,0.004400900315729
2012,VALERO ENERGY CORPORATION,36,1565153533.26,2.5421296199999996e-6,0.004388145650024
2012,OSHKOSH CORPORATION,3585,1539072922.21,2.53153741291e-4,0.004315024695754999
2012,HEWLETT-PACKARD COMPANY,16645,1453481706.4,0.001175381875534,0.004075056722419
2012,AMERISOURCEBERGEN CORPORATION,67125,1434885833.4,0.004740012519988,0.004022920368074
2012,HARRIS CORPORATION,6624,1431620405.05,4.6775185001699996e-4,0.004013765243733
2012,ALLIANT TECHSYSTEMS INC.,1296,1411987084.14,9.1516666308e-5,0.003958720246603
2012,FEDEX CORPORATION,7807590,1344670059.95,0.551330716587502,0.003769986745004
2012,A.P. MOLLER - MARSK A/S,35665,1234817421.73,0.002518473691253,0.0034619981890540003
2012,NAVISTAR INTERNATIONAL CORPORATION,1069,1212952915.82,7.548712676199999e-5,0.003400697725899
2012,REFINERY ASSOCIATES OF TEXAS  INC,34,1193417102.68,2.400900196e-6,0.0033459261066110003
2012,SIERRA NEVADA CORPORATION,673,1169842201.43,4.7523700945000006e-5,0.00327983029034
2012,WORLD FUEL CAYMAN HOLDING COMPANY I,14,1151706246.34,9.88605963e-7,0.00322898338571
2012,ROCKWELL COLLINS  INC.,2344,1047769150.16,1.6552088412399998e-4,0.0029375799503369997
2012,COMPUTERSHARE LIMITED,85,1040711454,6.002250491e-6,0.0029177926272119996
2012,ATLANTIC DIVING SUPPLY  INC.,5524,980394966.76,3.90075667194e-4,0.002748686194212
2012,JACOBS ENGINEERING GROUP INC.,3121,975252565.04,2.2038851508200002e-4,0.002734268689948
2012,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,166,964808160.03,1.1722042135e-5,0.00270498621418
2012,CARDINAL HEALTH  INC.,53714,964640674.51,0.003792998621954,0.002704516643086
2012,FINMECCANICA SPA,2554,908471969.11,1.8034997357199999e-4,0.002547039146451
2012,MCDONNELL DOUGLAS HELICOPTER COMPANY,98,888494479.13,6.920241741999999e-6,0.002491029219059
2012,ROLLS-ROYCE GROUP PLC,1573,871057782.06,1.1107694143699999e-4,0.002442142790493
2012,MISSION ESSENTIAL PERSONNEL  LLC,161,847343739.94,1.1368968577e-5,0.0023756568716599997
2012,THE AEROSPACE CORPORATION,19,829346402.3,1.341679521e-6,0.002325198602105
2012,RED STAR ENTERPRISES LTD,24,809198793.39,1.6947530800000001e-6,0.002268711720455
2012,WORLD FUEL SERVICES CORP,67,782736075.52,4.731185681e-6,0.002194519471681
2012,THE MITRE CORPORATION,180,779376189.16,1.2710648098e-5,0.002185099519963
2012,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION,7,736652277.45,4.94302982e-7,0.002065316544467
2012,JOHNS HOPKINS UNIVERSITY,1445,715290709.59,1.02038258345e-4,0.002005426144522
2012,GOVERNMENT OF CANADA,1453,673910683.92,1.02603176038e-4,0.001889410957651
2012,ALION SCIENCE AND TECHNOLOGY CORPORATION,1070,668814486.18,7.555774147299999e-5,0.001875122993264
2012,KUWAIT PETORLEUM CORPORATION .,10,637950475.24,7.06147117e-7,0.0017885910508880002
2012,PCCP CONSTRUCTORS  A JOINT VENTURE,1,6295e5,7.0614712e-8,0.001764898860073
2012,DELL INC.,5265,606612072.12,3.71786456875e-4,0.0017007290779840001
2012,GOODRICH CORPORATION,2414,592605351.92,1.7046391394e-4,0.001661459110527
2012,HELLFIRE SYSTEMS  LLC,135,581133052.43,9.532986074e-6,0.001629294776465
2012,HENSEL PHELPS CONSTRUCTION CO,358,580839732.54,2.5280066773e-5,0.0016284724096030001
2012,NEPTUNE ORIENT LINES LIMITED,27878,579107381.69,0.001968596931579,0.001623615500881
2012,WORLD AIRWAYS  INC.,438,558273605.82,3.0929243705999996e-5,0.0015652048459420002
2012,BP  PRODUCTS NORTH AMERICA INC,2,552521276.24,1.41229423e-7,0.001549077316286
2012,BATTELLE MEMORIAL INSTITUTE INC,1470,519359759.72,1.0380362613599999e-4,0.001456103968066
2012,S-OIL CORPORATION,4,512275493.77,2.82458847e-7,0.0014362421524989999
2012,KBR  INC.,641,507237068.22,4.5264030172e-5,0.001422116161221
2012,EXXON MOBIL CORPORATION,34,505480097.83,2.400900196e-6,0.001417190227879
2012,CHEVRON CORPORATION,118,501025003.97,8.332535976e-6,0.0014046996955909999
2012,CATERPILLAR INC.,3177,477182356.62,2.24342938935e-4,0.0013378532124629998
2012,INTERNATIONAL BUSINESS MACHINES CORPORATION,879,470981355.25,6.2070331547e-5,0.001320467763299
2012,TESORO CORPORATION,43,462994477.17,3.036432601e-6,0.0012980753375340002
2012,UNITED PARCEL SERVICE  INC.,1553505,453928007.29,0.109700307632991,0.001272656112187
2012,CUBIC CORPORATION,752,450965151.3,5.3102263166e-5,0.001264349295412
2012,AAR CORP.,2084,442948966.44,1.47161059094e-4,0.001241874703639
2012,EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS N.V.,522,436767707.31,3.6860879485e-5,0.001224544604842
2012,AC FIRST  LLC,71,431780103.76,5.0136445279999995e-6,0.0012105611007600001
2012,PETROMAX  LLC,25,426618728.4,1.7653677909999998e-6,0.001196090401015
2012,JVYS,199,424773164.19,1.4052327619999999e-5,0.0011909160814430001
2012,TOTAL SA,128,418221662.59,9.038683092e-6,0.001172547951649
2012,KRAFT FOODS INC.,47734,417838384.84,0.0033707226462439998,0.0011714733742640001
2012,SERCO GROUP PLC,1665,414902931.05,1.1757349490899999e-4,0.001163243383719
2012,EXPRESS SCRIPTS  INC.,71,408314787.96,5.0136445279999995e-6,0.0011447725239419999
2012,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,11,407768038.23,7.767618279999999e-7,0.001143239628032
2012,MENLO WORLDWIDE GOVERNMENT SERVICES  LLC,427545,407388533.61,0.030190966895470003,0.00114217562919
2012,PATRIOT TEAM,396,402967355.88,2.7963425816000004e-5,0.001129780185924
2012,TYSON FOODS  INC.,58064,402085661.3,0.004100172617663,0.001127308221255
2012,ACCENTURE PUBLIC LIMITED COMPANY,221,401212993.33,1.5605851276e-5,0.001124861564058
2012,GILBANE  INC.,526,390169389.18,3.7143338332e-5,0.001093899142493
2012,HIGHMARK INC.,31,388354170.99,2.189056061e-6,0.001088809902597
2012,NANA REGIONAL CORPORATION  INC.,1602,387302675.74,1.1312476807499999e-4,0.00108586187596
2012,CHUGACH ALASKA CORPORATION,1954,381288976.52,1.37981146578e-4,0.0010690015568209999
2012,THE SHAW GROUP INC,909,377766102.66,6.4188772896e-5,0.001059124644891
2012,CH2M HILL COMPANIES  LTD.,1286,370903805.01,9.081051919100001e-5,0.001039885151166
2011,LOCKHEED MARTIN CORPORATION,19894,35618519057.24,0.0014449336749729998,0.09642113126719501
2011,THE BOEING COMPANY,16471,20182377057.65,0.001196315600708,0.054634714723327
2011,GENERAL DYNAMICS CORPORATION,16819,18609879373.09,0.001221591408433,0.050377884016338
2011,RAYTHEON COMPANY,11066,13912183770.11,8.03741633018e-4,0.037660984594991
2011,NORTHROP GRUMMAN CORPORATION,14065,13820550376.42,0.00102156389557,0.037412928367071
2011,UNITED TECHNOLOGIES CORPORATION,13984,7243757842.7,0.0010156807334280001,0.019609218583634
2011,L-3 COMMUNICATIONS HOLDINGS  INC.,13611,6745896871.84,9.88589134918e-4,0.018261483773353
2011,BAE SYSTEMS PLC,12971,6597273756.48,9.421048908250001e-4,0.01785915348858
2011,SAIC  INC.,22530,5198428455.47,0.0016363906553310001,0.014072408560347001
2011,OSHKOSH CORPORATION,3833,4931605344.63,2.78397043137e-4,0.013350104913919001
2011,ITT CORPORATION,3796,3489467786.11,2.75709672776e-4,0.009446165656592
2011,HUMANA INC.,566,3444340269.22,4.110950337e-5,0.009324003187601
2011,HUNTINGTON INGALLS INDUSTRIES  INC.,3413,3224824988.21,2.47891757951e-4,0.008729764227486
2011,TRIWEST HEALTHCARE ALLIANCE CORP.,226,3093464842.27,1.6414748694999998e-5,0.008374165673414001
2011,HEALTH NET  INC.,315,2962852964.44,2.2878963889000002e-5,0.008020592718933
2011,VERITAS CAPITAL FUND II L.P.  THE,764,2916831366.42,5.5490566386e-5,0.007896009927135999
2011,COMPUTER SCIENCES CORPORATION,3946,2844015035.23,2.86604417485e-4,0.007698892438428
2011,FLUOR CORPORATION,327,2722386098.35,2.3750543466e-5,0.0073696367591010005
2011,GENERAL ELECTRIC COMPANY,6294,2698752082.17,4.5714348799999997e-4,0.007305658282826
2011,BELL BOEING JOINT PROJECT OFFICE,1586,2665731454.92,1.15193767393e-4,0.00721626977598
2011,BOOZ ALLEN HAMILTON HOLDING CORPORATION,5821,2615384287.15,4.22788726351e-4,0.007079977448254
2011,TEXTRON INC.,5193,2497942719.86,3.77176061835e-4,0.006762057190039
2011,BECHTEL GROUP  INC.,142,2490062003.99,1.0313691658e-5,0.006740723693882999
2011,URS CORPORATION,3801,2308223991.02,2.76072830933e-4,0.006248479002582
2011,KBR  INC.,612,2264495718.07,4.4450558414e-5,0.006130104357656
2011,CACI INTERNATIONAL INC,3535,2245440396.17,2.5675281698199997e-4,0.006078520638206
2011,SUPREME GROUP HOLDING SARL,28234,2032630151.76,0.002050681480808,0.005502432551043001
2011,GENERAL ATOMIC TECHNOLOGIES CORPORATION,659,1953819954.02,4.7864245089000006e-5,0.005289089362651001
2011,HEWLETT-PACKARD COMPANY,18666,1866351315.64,0.00135574203162,0.005052307337844
2011,MANTECH INTERNATIONAL CORPORATION,1623,1708063537.79,1.1788113775400001e-4,0.004623814323254
2011,ALLIANT TECHSYSTEMS INC.,1207,1589132106.79,8.7666379094e-5,0.004301860928678
2011,FEDEX CORPORATION,7600567,1577425449.95,0.552041580737394,0.004270170416951
2011,BP P.L.C.,174,1465532600.87,1.2637903862999999e-5,0.003967270819367
2011,HONEYWELL INTERNATIONAL INC.,8899,1454709820.73,6.463488877850001e-4,0.003937973006538
2011,HARRIS CORPORATION,7290,1441721145.11,5.2948459287e-4,0.0039028120051800004
2011,NAVISTAR INTERNATIONAL CORPORATION,1196,1400272332.79,8.6867431148e-5,0.0037906079753850003
2011,EVERGREEN INTERNATIONAL AIRLINES,1022,1399685373.38,7.4229527286e-5,0.003789019046597
2011,AMERISOURCEBERGEN CORPORATION,63998,1373186899.09,0.004648279146021,0.003717286337446
2011,COMPUTERSHARE LIMITED,34,1365024559,2.4694754670000003e-6,0.0036951904702940005
2011,ATLANTIC DIVING SUPPLY  INC.,7695,1174096313.17,5.58900403585e-4,0.0031783380592150003
2011,MACANDREWS & FORBES HOLDINGS INC.,1071,1171578559.21,7.7788477224e-5,0.003171522371996
2011,ROLLS-ROYCE GROUP PLC,1479,1042793495.4,1.0742218283299999e-4,0.0028228946953959997
2011,ROCKWELL COLLINS  INC.,2254,1042051893.28,1.63711697164e-4,0.002820887140976
2011,JACOBS ENGINEERING GROUP INC.,3210,1033395197.94,2.3314753677800001e-4,0.002797453029177
2011,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,163,956741061.95,1.1838955917000001e-5,0.00258994640891
2011,GOVERNMENT OF CANADA,1483,937198303.88,1.07712709359e-4,0.002537043175113
2011,VALERO ENERGY CORPORATION,39,905295800.78,2.8326336239999998e-6,0.002450681486852
2011,ROYAL DUTCH SHELL PLC,161,894503823.08,1.1693692655e-5,0.002421467057785
2011,CARDINAL HEALTH  INC.,49124,894346338.63,0.003567956260651,0.0024210407394200002
2011,THE AEROSPACE CORPORATION,20,886148712.78,1.4526326279999999e-006,0.002398849351931
2011,CERBERUS CAPITAL MANAGEMENT  L.P.,1590,877347032.3,1.15484293918e-4,0.00237502275803
2011,SIERRA NEVADA CORPORATION,591,835349773.81,4.2925294154e-5,0.002261334056734
2011,FINMECCANICA SPA,2927,826901172.89,2.12592785093e-4,0.002238463267046
2011,JOHNS HOPKINS UNIVERSITY,1309,814260758.97,9.5074805496e-5,0.002204245027712
2011,KUWAIT PETORLEUM CORPORATION,15,805182602.8,1.0894744710000002e-6,0.002179670000144
2011,A.P. MOLLER - MARSK A/S,10193,800455271.51,7.4033421881e-4,0.0021668728754210003
2011,THE MITRE CORPORATION,166,788314689.79,1.2056850812e-5,0.002134007707113
2011,MCKESSON CORPORATION,5862,773977881.43,4.25766623238e-4,0.0020951972422920003
2011,WYLE LABORATORIES  INC.,1264,749447875.33,9.1806382083e-5,0.00202879327602
2011,MISSION ESSENTIAL PERSONNEL  LLC,140,690149597.57,1.0168428394999999e-5,0.001868269841156
2011,CBY DESIGN BUILDERS A JOINT VENTURE OF CDM  BRASFIELD & GORRIE  AND YATES CONSTR,1,674998555.36,7.2631631e-8,0.0018272552041519998
2011,DELL INC.,6742,673236810.11,4.89682458865e-4,0.001822486070721
2011,MCDONNELL DOUGLAS HELICOPTER COMPANY,112,647284558.97,8.134742716e-6,0.001752232015244
2011,VERIZON COMMUNICATIONS INC.,25677,645143533.45,0.0018649623993309999,0.001746436150953
2011,ANHAM FZCO,10800,638281632.37,7.84421619067e-4,0.001727860637925
2011,HENSEL PHELPS CONSTRUCTION CO,512,632896959.52,3.7187395274e-5,0.0017132840563759998
2011,WORLD FUEL CAYMAN HOLDING COMPANY I,43,613457641.99,3.1231601499999997e-6,0.0016606608413480002
2011,UNITED PARCEL SERVICE  INC.,1302090,598182285.27,0.094572920923183,0.001619309678683
2011,HIGHMARK INC.,50,585688408.07,3.63158157e-6,0.0015854881216550002
2011,GOODRICH CORPORATION,2488,543945782.17,1.80707498911e-4,0.001472488723649
2011,HAWKER BEECHCRAFT  INC,327,535356458.69,2.3750543466e-5,0.0014492369908790002
2011,UNITED LAUNCH ALLIANCE  L.L.C.,18,534909599.12,1.3073693650000001e-6,0.001448027319439
2011,NATIONAL FUEL INC,57,531100680.53,4.140002989999999e-6,0.001437716384311
2011,CHUGACH ALASKA CORPORATION,2595,512749601.61,1.8847908347e-4,0.001388039086201
2011,NANA REGIONAL CORPORATION  INC.,1968,505921033.29,1.42939050585e-4,0.001369553806639
2011,JVYS,231,480948349.53,1.6777906852e-5,0.001301951489568
2011,KELLY AVIATION CENTER  L.P,107,474534846.9,7.771584559e-6,0.001284589813806
2011,AAR CORP.,2275,474498359.28,1.6523696142399998e-4,0.001284491039975
2011,EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS N.V.,557,471395127.65,4.0455818687000006e-5,0.001276090435114
