fiscal_year	IsAbove2018constantCommercialItem7500k	IsAbove2018constantCostAccounting2000kThreshold	CostAccountingStandardsClause	costorpricingdata	IsSealedBid	IsCommercialitemacquisitionprocedures	isforeigngovernment	FixedPriceEffective	AlwaysCAUisCASexemptOrWaived	contractingofficerbusinesssizedetermination	n_cau	obligatedamount
2008	0	0	Y	N	0	0	0	0	1	O	9699	1210612711.5017
2022	1	1		W	0	0	0	1	1	S	2	42138885.5000
2008	0	1	X		0	0	0	0	1	O	2904	822160300.3449
2008	1	1	X		0	0	1	0	1	O	28	92880429.9100
2007	0	1	X		1	1	0	0	1	O	8	4420325.0000
2007	0	0	Y	N	0	0	0	0	0	O	13655	1343390827.2182
2009	0	0	N	Y	0	0	0	0	1	O	442	70649699.5885
2001	0	1	X	W	0	1	0	1	1	O	1	32993606.0000
2001	0	1	X		0	1	0	0	1	S	22	56408647.8125
2016	1	1		N	1	0	0	1	1	S	5	-768001.9375
2021	1	1	X	W	1	0	0	0	1	O	2	0.0000
2018	0	0	NULL	N	0	0	0	0	1	S	41	1668139.7100
2002	1	1		N	0	0	0	0	0	O	23	60251808.8100
2009	1	1	X	N	0	0	1	0	1	O	28	12762797.0000
2022	0	1			0	1	0	0	1	S	2680	1328026249.5997
2020	1	1	X	N	1	1	0	1	1	S	65	51801680.9424
2022	0	0	Y	Y	0	0	0	0	0	S	132	14067018.1350
2019	1	1			0	1	NULL	0	1	O	3	94680078.8600
2024	0	0	N	N	0	0	0	1	1	O	4	-945519.6875
2018	1	1	X	N	0	1	1	1	1	O	3	12850850.0000
2010	0	1	Y	W	0	0	0	1	0	O	3	3302304.2500
2016	0	0		N	1	0	0	0	1	O	112	14035918.5540
2016	0	0		W	1	1	0	1	1	S	1	89992.0000
2022	1	1		Y	0	1	0	0	1	O	263	658358863.6929
2007	0	1		N	0	0	0	0	1	S	3	0.0000
2013	1	1	Y	N	0	1	1	0	0	O	1	0.0000
2017	0	0	Y	N	0	1	0	1	0	O	21	511980.2567
2008	0	0	N	W	0	0	1	0	1	O	1	744600.0000
2010	0	0	N		0	1	0	0	1	S	551	15442892.1093
2021	0	1	N	N	0	1	0	0	1	O	118	6766370.3790
2012	1	1	Y	N	0	0	0	0	1	S	1068	395806484.4069
2020	0	0		N	0	1	0	0	1	S	906483	5894712740.0630
2010	1	1	X	W	0	0	1	0	1	O	13	91565973.2188
2012	0	1	X	N	1	0	0	1	1	O	358	173516873.5493
2007	0	1	X	W	0	1	0	1	1	O	3	5749186.0000
2004	0	1	X	N	1	0	0	0	1	S	39	14880123.0000
2023	1	1		W	1	0	0	0	1	O	9	1910913.1875
2015	1	1	X	N	0	0	0	0	1	O	6418	5118718308.4116
2016	0	1		Y	0	1	0	0	1	S	28	16291993.4927
2019	0	1	Y	W	0	0	0	0	0	S	8	2824768.0000
2021	1	1	X	N	0	0	0	0	1	S	3772	2473036411.9493
2023	1	1		W	0	1	0	0	1	O	4	7556352.7500
2002	0	0	X	N	0	0	0	1	1	O	46532	5393327550.6971
2008	0	0	Y	W	0	0	0	1	0	O	11	1880638.0000
2015	0	0	N	N	0	0	1	1	1	O	6	0.0000
2010	0	0	Y	W	0	0	0	0	1	O	62	645805.9807
2013	1	1	N	N	0	1	0	1	1	O	153	175056715.6000
2024	1	1	NULL	W	0	1	0	1	1	O	2	0.0000
2018	1	1	Y	NULL	0	0	0	0	0	O	1	0.0000
2006	1	1	Y	Y	0	1	0	0	1	O	1	3182682.0000
2003	0	1	X	N	0	1	0	0	1	S	909	936248273.7438
2010	0	0	Y	N	1	0	0	1	0	O	52	4239206.3843
2024	0	1	NULL	N	0	1	0	0	1	S	127	15307498.4892
2012	0	1	Y	W	0	1	0	0	0	S	1	117079.0000
2014	1	1	Y	N	1	0	0	0	0	O	75	77378518.9100
2012	0	0	Y	W	0	0	1	0	0	O	3	-17391.0000
2003	0	1	Y	N	0	0	0	0	0	O	1415	911443165.0000
2007	1	1	Y	W	1	0	0	0	1	S	1	0.0000
2012	0	1	Y	Y	0	1	0	0	0	O	4	0.0000
2010	1	1	X		0	1	0	0	1	O	1364	1816066695.1121
2018	0	1	X	N	0	0	0	0	1	O	1491	377307167.6440
2010	1	1	N	NULL	0	0	0	0	1	S	1	0.0000
2020	1	1		N	1	0	0	0	1	S	185	146732763.5680
2010	0	0	Y		1	0	0	0	0	O	1	3900.0000
2010	0	1	Y	Y	0	0	0	0	0	O	2929	2410464719.0873
2016	0	1			0	0	0	0	0	S	7	2414457.5625
2008	1	1	X		1	0	0	0	1	S	2	99248.0000
2008	0	1	X		1	0	0	0	1	S	9	618657.3600
2007	0	0	N	N	0	0	0	0	1	S	97	5376170.0000
2018	1	1	X		0	1	0	0	1	S	186	-872129.4278
2008	0	0	X		1	1	0	0	1	O	12	22491.0000
2024	0	0	NULL	NULL	0	1	0	0	1	S	6229	250453431.8075
2020	0	0	X	N	0	1	0	0	1	S	5306	450850866.2902
2020	1	1		N	0	1	0	1	1	O	898	1806708161.4912
2010	1	1	N	N	0	1	0	1	1	S	6	735500.0000
2010	0	0	Y	N	0	1	0	1	0	S	195	16671947.1595
2019	1	1	Y	W	0	0	0	1	0	O	30	0.0000
2014	0	0	N	N	1	1	0	1	1	S	2	384451.0000
2014	1	1	Y	NULL	0	0	0	0	0	O	44	0.0000
2021	1	1	X	W	0	0	0	1	1	S	48	28616236.8740
2007	0	0	X	N	0	0	0	1	1	:	1	0.0000
2008	0	0	X	W	0	1	0	0	1	O	12326	1165571841.5978
2013	1	1	NULL	NULL	0	1	0	0	1	S	1	0.0000
2014	0	1		N	0	0	0	1	1	S	5481	3214761494.4329
2022	1	1	X	N	0	0	NULL	0	1	O	1	0.0000
2021	1	1	Y	N	0	1	0	1	0	O	44	29370059.3116
2020	0	1	Y	W	0	0	0	1	0	S	4	-1000.6400
2007	0	1	X		0	0	0	0	0	O	564	228247597.7195
2012	0	1	X	NULL	0	1	1	0	1	O	2	0.0000
2008	0	0	N	N	1	1	0	0	1	O	1	0.0000
2009	0	0	Y	N	0	0	0	1	0	O	4737	737845817.7093
2007	0	0	Y	Y	0	0	0	0	1	S	188	33349044.9405
2011	1	1	X	W	0	1	0	0	1	O	169	133649344.0149
2014	1	1	Y		0	1	0	0	0	O	4	1363164.9800
2012	0	0	X		1	0	0	0	1	S	6	-71784.4105
2020	0	0		W	0	0	0	0	1	S	716	31417862.5066
2018	0	1	X	W	0	0	0	0	1	O	24	8484088.5596
2024	0	1	NULL	NULL	0	0	0	0	1	S	21	4420149.6465
2008	0	1	Y	N	1	1	0	1	1	S	1	0.0000
2005	1	1	Y	Y	0	0	0	0	0	S	81	180567130.0000
2014	0	0		N	0	1	0	0	1	O	48963	2819639023.0250
2020	0	0	NULL	N	0	0	0	1	1	O	1	559902.8900
2016	1	1	NULL	Y	0	0	0	0	1	S	39	42318057.5500
2010	1	1	NULL	N	0	0	0	0	0	O	3	0.0000
2011	1	1	Y	N	0	0	1	1	0	O	3	0.0000
2020	0	1	Y	N	0	1	1	0	0	O	2	2522529.7500
2015	0	0	NULL	W	0	1	1	0	1	O	7	1019116.8600
2006	1	1	X	N	0	1	0	1	1	O	628	1388012144.5204
2008	0	1	N	W	0	1	0	0	1	O	1	3808020.0000
2004	0	1	Y	Y	0	0	0	0	0	O	1573	1538385525.1250
2023	0	0		N	0	1	0	1	1	S	6880	302026084.2211
2014	0	1	X	N	0	1	1	0	1	O	18	5935948.3200
2014	0	1	X	NULL	0	0	0	0	1	O	81	3190038.3200
2010	0	0		W	1	0	0	1	1	S	1	499615.3125
2014	1	1			0	1	0	0	1	O	227	262287310.7038
2017	0	0		N	1	1	0	1	1	S	519	19594724.5430
2006	0	0		N	0	0	0	0	1	O	128	10742167.0971
2023	1	1	X	N	0	0	0	1	1	S	5730	6795200150.0636
2013	0	1	Y	N	0	1	0	1	0	O	35	10571641.6300
2014	0	1		N	0	0	1	0	1	O	40	45812385.1200
2011	0	0	X	Y	1	1	0	0	1	S	7	572757.0000
2017	0	0	NULL	Y	0	1	1	0	1	O	4	587258.1500
2023	0	0	N	W	0	0	0	1	1	S	13	7478537.7500
2013	1	1	Y	N	0	0	0	0	0	O	15441	55638207807.9333
2018	0	0	N	N	0	0	1	0	1	O	1	0.0000
2009	0	0	N	W	0	0	0	0	1	S	96	6084560.5028
2019	0	0		N	1	0	0	1	1	O	14	-201082.2906
2003	0	0	Y	Y	0	0	0	0	0	O	2307	665102221.5000
2009	0	0	Y	Y	0	0	0	0	0	O	2105	532552858.6246
2015	0	0	N	N	0	1	0	0	1	O	159	2663008.1700
2010	1	1	Y	NULL	0	0	0	0	0	O	333	0.0000
2011	0	0		W	0	0	0	0	1	O	10877	767121542.2160
2023	0	0	NULL	N	0	0	0	0	1	S	5833	87278142.1443
2004	0	0	X		1	0	0	0	1	O	324	14747178.5117
2023	1	1	X	W	0	1	1	0	1	O	1	0.0000
2023	0	0	X		0	1	0	0	1	S	4150	235646567.4193
2015	0	1	NULL	NULL	0	1	0	0	1	S	1159	494295839.9000
2011	0	0		W	0	1	1	0	1	O	11	163075.0000
2023	0	0	N	W	0	1	0	1	1	S	5	0.0000
2016	0	0	X	NULL	0	1	1	0	1	O	2	0.0000
2005	0	0	Y		0	0	0	0	0	O	109	36535282.0000
2009	0	0	N	N	0	1	0	0	1	S	228	14314753.7147
2015	1	1		W	0	0	0	0	0	S	3	7247981.5000
2016	0	0		Y	0	1	0	0	1	O	4680	106240042.7752
2014	0	0	Y	N	0	0	1	1	0	O	1	802410.0000
2010	1	1			0	1	0	0	1	S	85	171753428.4648
2007	0	1	Y		0	1	0	0	0	S	1	3156351.0000
2018	0	1	Y	Y	1	1	0	0	0	O	1	0.0000
2005	0	0	Y	W	0	0	0	0	0	O	12	2236319.0000
2017	0	0		Y	0	1	0	0	1	O	7944	168490594.2553
2017	1	1	X	W	0	1	0	1	1	S	22	2348165.0711
2003	1	1	N	N	0	0	0	0	0	O	27	15239259.0000
2015	0	0	X	N	1	0	0	0	1	O	74	2496723.1300
2011	0	0	N	N	0	0	1	0	1	O	21	6633641.8750
2020	1	1	X	Y	0	0	0	0	0	S	12	6649892.0000
2005	0	0	Y	W	0	0	0	1	0	S	1	779723.0000
2004	0	0	Y	W	0	0	0	0	0	O	11	6051229.0000
2023	0	1		N	0	0	0	1	1	O	655	246814730.5512
2017	1	1	N	W	0	1	0	1	1	S	4	2512687.7600
2019	0	0		N	0	1	NULL	1	1	O	1	115200.0000
2008	0	0	X	N	1	0	0	0	1	S	905	59299146.1202
2014	0	0	X		0	0	0	0	1	S	631	-5566929.3669
2006	0	0	N	N	0	0	0	1	1	O	30	1565272.3195
2021	1	1	N	N	0	1	0	0	1	O	325	122910330.1637
2023	0	1	Y	N	0	0	0	0	1	S	28	3975411.1759
2010	0	0	N	W	0	0	0	0	1	S	16	2194567.0000
2011	0	1	X	Y	0	0	1	0	1	O	8	890116.4551
2005	0	0	X	Y	1	0	0	0	1	S	8	2582050.0000
2013	0	1		N	1	0	0	1	1	O	62	54656485.8700
2014	0	1	NULL	N	0	1	1	0	1	O	1	-11.7000
2023	1	1	X	W	0	1	0	0	1	O	172	79568738.7818
2006	0	1	Y	Y	1	0	0	0	1	O	1	2889766.0000
2022	1	1	N	Y	0	0	0	0	1	O	91	8063707.8200
2013	0	1		N	1	0	1	1	1	O	2	4019769.0000
2011	0	0		W	0	0	0	1	1	S	172	11210241.3162
2019	0	1	Y	W	0	0	0	1	0	S	12	6761248.4900
2002	0	1	X	W	0	0	0	0	1	O	203	128505622.0000
2009	1	1	Y	N	1	0	0	0	1	O	152	64383225.5945
2011	0	1		N	0	0	0	0	0	O	4468	4339703332.3937
2012	0	0	Y	N	0	0	0	0	1	O	1060	-34984049.4375
2011	0	1	X	W	0	1	0	0	1	S	35	13732385.7279
2007	1	1	X	N	0	1	0	1	1	O	1856	5403064134.5394
2022	0	0	Y	N	0	0	0	1	0	O	51	1530240.0300
2015	0	0	N	N	0	0	1	0	1	O	6	72400.0000
2014	0	0			0	1	0	0	1	O	59497	1694422490.2215
2017	0	1	X	NULL	0	0	0	0	1	O	83	-48690.6600
2012	1	1	X	N	0	0	NULL	1	1	O	1	0.0000
2010	0	1	N	W	0	0	0	0	1	O	15	11698602.4399
2017	0	0		Y	1	1	0	0	1	S	2	471630.0000
2019	0	1	Y	N	0	1	0	1	0	O	6	3225354.8496
2014	0	0		W	1	0	0	1	1	S	1	66710.4800
2014	1	1	X	NULL	0	1	0	0	1	S	173	0.0000
2021	0	0	X		0	0	0	0	1	S	377	-20423.0340
2016	0	1	X	W	0	0	0	1	1	S	9	5901897.3000
2013	1	1	Y		0	0	0	0	0	O	30	15804060.4500
2023	0	0	X	Y	1	1	0	0	1	S	3	-12881.1504
2019	0	0	X	W	0	1	0	1	1	S	20	437208.0083
2005	1	1	N	N	0	1	0	0	1	S	2	2894148.0000
2008	0	0	X	W	1	1	0	0	1	S	1	655793.4375
2023	0	1	N	N	0	0	0	0	0	O	5	21048.4409
2022	0	0	Y	N	0	1	0	1	0	O	26	2264631.8500
2012	1	1	X	Y	1	1	0	0	1	S	6	0.0000
2013	1	1	Y	N	0	0	1	0	0	O	9	9305442.7050
2017	0	0		W	0	1	0	0	1	S	4790	21596990.7768
2014	0	0	NULL	NULL	0	0	0	0	1	S	321	-4392886.9000
2019	0	0	X	W	0	1	0	0	1	S	47	2913882.3868
2010	0	0	Y	N	1	0	0	0	1	S	1	648226.9375
2003	0	1	Y	W	0	0	0	0	0	O	19	4383676.0000
2015	0	0		N	0	1	0	1	1	S	51508	1298667658.4404
2001	1	1	X	Y	1	0	0	0	1	O	8	29738000.0000
2013	1	1	Y	W	0	1	0	0	0	O	1	0.0000
2018	1	1	N	N	0	1	0	0	1	O	208	97988601.3891
2008	0	0	X		0	0	0	0	1		1	0.0000
2013	0	1	Y	N	0	0	0	1	0	O	527	36836553.8026
2019	1	1	X	N	1	1	0	0	1	O	11	-1451.6100
2020	1	1		N	0	0	0	0	0	S	710	576402324.0213
2019	0	0	X	W	0	0	0	1	1	S	87	18368251.0110
2024	0	0	NULL	NULL	0	0	0	0	1	S	52662	575825338.5762
2002	0	1			0	0	0	0	0	O	1	0.0000
2012	1	1		Y	0	0	0	0	1	S	344	597116966.6725
2023	1	1	Y	N	0	0	0	1	1	O	179	274790031.9773
2010	0	0	Y	Y	1	0	0	0	0	S	3	192262.6875
2018	0	1	X		0	0	0	0	1	S	92	-510995.7935
2014	0	0		Y	1	0	0	0	1	O	7	334654.0000
2014	0	1		N	0	1	1	0	1	O	51	126119370.9175
2023	0	1	X	Y	0	0	0	0	0	O	94	6086610.4968
2021	0	0		N	0	1	1	1	1	O	23	1125505.2230
2023	0	1	NULL	N	1	1	0	0	1	O	4	-374557.0000
2011	0	0	NULL	N	0	0	0	0	1	O	3	2445.0000
2009	0	1	N	W	0	0	0	0	1	O	5	2515403.4100
2021	0	0			0	1	0	0	1	S	70204	3452166778.1326
2008	0	1	X	W	0	0	1	0	1	O	2	6031920.0000
2018	1	1	N	N	0	0	0	1	1	S	197	74445693.9028
2009	1	1	X	N	0	0	0	0	1	O	22173	41915689703.3719
2017	0	0		N	1	0	0	0	1	S	814	76764413.4867
2015	1	1	X		0	0	0	0	1	S	21	1847621.3489
2007	1	1	Y	Y	1	0	0	0	0	O	3	0.0000
2020	1	1		W	0	0	0	0	0	O	420	828628096.2911
2014	0	1	Y	N	0	0	1	0	1	O	1	0.0000
2022	0	1	X	Y	0	0	1	0	1	O	1	-166237.0000
2014	0	1	X	Y	0	1	0	0	1	O	39	8340142.1400
2007	0	1	X		1	0	0	0	1	O	38	4532288.1500
2003	0	0	Y	N	0	1	0	1	0	S	36	2709625.0000
2008	0	1	Y		0	0	0	0	0	S	30	7113937.3077
2013	1	1	N	N	0	0	0	1	1	O	337	169517434.2050
2022	0	0		N	0	1	1	0	1	O	764	100887983.2918
2022	1	1	Y	N	0	0	0	0	0	O	10650	64468633619.2383
2003	0	0	X	N	0	1	0	0	1	:	10	36300.0000
2015	0	1	Y	NULL	0	0	0	0	0	S	3	0.0000
2017	0	0	X	NULL	0	1	0	0	1	O	1590	-555718.4300
2017	0	1	N	NULL	0	0	0	0	1	S	2	0.0000
2016	1	1	Y	Y	0	0	0	0	0	S	784	349202440.2542
2021	1	1	X	N	0	1	0	0	1	S	2409	2448476307.0624
2015	0	0	N	N	0	0	0	0	1	O	467	9258598.9550
2001	0	0	Y	Y	0	0	0	0	1	S	53	20714377.0000
2017	1	1	NULL	NULL	0	0	0	0	1	S	88	56807191.9500
2015	1	1	NULL	W	0	1	0	1	1	S	2	12279640.5800
2020	0	1	Y	N	0	1	0	1	0	O	15	677856.4400
2013	1	1	X	N	1	0	0	0	1	O	196	105856700.7400
2012	1	1	N	N	0	0	1	1	1	O	3	0.0000
2009	0	0	Y	N	0	1	0	0	0	O	224	36215150.2118
2021	0	1	Y	N	0	0	0	1	1	O	1	-147.5600
2020	1	1		N	0	0	0	1	1	O	4265	10705267232.6744
2018	0	1	X	Y	1	1	0	0	1	O	1	0.0000
2001	0	0	Y		0	1	0	0	0	S	1	72226.0000
2023	0	0	N	N	0	0	1	1	1	O	5	0.0000
2020	0	0		N	0	0	0	0	1	S	123900	4581612882.6319
2010	1	1			0	0	0	0	1	S	19	24003474.1446
2008	0	0	Y		0	0	0	0	1	S	39	1320207.2801
2002	0	1	X	Y	0	0	0	0	0	O	518	619596974.0000
2016	0	1	X	N	1	1	0	1	1	O	31	14382010.2863
2004	0	1	Y	N	0	1	0	0	0	O	8	11780568.0000
2023	0	1	X	W	0	1	0	1	1	O	14	13475575.5000
2009	0	0	Y	N	0	1	1	0	0	O	1	40576.0000
2004	1	1		N	0	0	0	0	0	O	9	-19507997.2187
2021	1	1		N	1	1	0	0	1	S	5	1759591.3437
2016	1	1	X		0	1	0	0	1	S	3	-301848.0117
2002	0	0	X	Y	0	0	1	0	1	O	2	619668.0000
2008	0	0	X	N	1	0	1	1	1	O	1	286656.9688
2013	0	1	X	N	0	1	1	0	1	O	19	5502062.0600
2021	1	1	X	W	0	1	0	0	1	O	92	229054590.3389
2022	0	0	N		0	0	0	0	1	O	7	0.0000
2007	0	1	X	N	0	0	0	0	1	S	10380	3431453063.0727
2011	0	0		W	0	1	0	0	1	O	2156	107813604.9512
2016	0	0	X	Y	1	0	0	0	1	S	5	2670468.0000
2001	0	0	X		0	0	0	0	1	O	20409	3086780148.7844
2010	1	1		W	0	0	0	1	1	O	1	8313600.0000
2019	0	0	Y		0	1	0	0	0	S	18	0.0000
2012	0	0	X	N	1	0	0	1	1	S	1170	115240105.9785
2004	0	1	Y	N	0	0	0	1	1	O	65	12816835.0000
2024	0	1	NULL	W	0	1	0	0	1	S	3	0.0000
2016	1	1	NULL	N	0	0	0	1	1	O	671	1043160056.9200
2024	0	0	Y	N	0	1	0	0	0	S	93	7524825.4238
2011	0	0	N	N	0	0	0	0	1	O	1235	215896278.7876
2020	1	1	N	W	0	1	0	0	1	O	4	0.0000
2016	1	1	NULL	NULL	0	0	0	0	0	S	32	24531098.0800
2015	1	1		W	0	0	0	1	1	O	44	-326364.5800
2004	0	1	X	N	1	0	0	1	1	S	14	14229190.6800
2015	0	0	NULL	W	0	0	1	0	1	O	32	2293047.1300
2018	1	1	N	Y	0	0	0	0	1	S	20	-5290255.6275
2007	0	1	X	W	0	0	0	1	1	S	5	4997905.9375
2018	0	0	X		0	1	0	0	1	S	2429	-1356693.4330
2010	0	1	X	NULL	0	0	0	1	1	S	17	0.0000
2015	0	1			0	1	NULL	0	1	O	2	6430665.5700
2017	1	1	X	Y	0	0	0	0	0	O	300	-53379605.7791
2020	0	0	Y	N	1	1	0	0	0	S	2	1979876.0000
2010	0	1	X	N	0	0	0	0	0	O	2237	300924630.5089
2006	0	1	X	N	0	0	0	0	1	O	2854	1865670026.4012
2015	0	1	Y	N	0	0	0	1	1	O	9	550571.2600
2021	1	1	Y	Y	0	0	0	0	0	O	13273	45052932637.6888
2014	1	1	NULL	NULL	0	0	0	0	0	S	1	0.0000
2022	1	1	X	Y	0	1	0	0	1	O	101	103772677.1900
2019	0	0		W	0	0	0	1	1	S	87	9945634.7657
2024	1	1	X	N	0	0	0	0	0	O	42	32831212.4092
2022	0	0		N	1	0	0	0	1	O	384	56767299.5335
2022	0	0	Y	Y	0	1	0	0	0	S	21	1758252.1894
2013	1	1	X	N	1	1	0	1	1	O	42	22339233.3400
2021	0	1	N	N	0	0	0	0	1	O	54	5506812.3090
2021	0	0	X	W	0	0	0	1	1	O	11	5931067.2600
2016	0	0	NULL	N	0	0	1	1	1	O	15	1791982.7200
2024	1	1	NULL	W	0	0	0	1	1	O	39	72272258.5232
2013	1	1		N	1	0	0	0	1	O	67	348523458.4200
2019	1	1	X	N	0	0	0	0	1	O	3823	6019010195.6439
2020	0	1	Y	N	0	1	0	0	0	O	56	6779721.6008
2009	0	0	Y	Y	1	0	0	0	1	O	1	0.0000
2010	0	0	X	N	1	0	1	1	1	O	2	0.0000
2017	1	1	Y	N	0	0	0	0	0	S	1691	816406838.5076
2024	0	1	X	N	0	1	0	0	1	S	574	375112788.0622
2020	0	0	Y	NULL	0	0	0	0	0	O	2	0.0000
2009	1	1	X	W	0	0	0	0	0	S	1	0.0000
2011	0	0	X	N	0	0	0	0	1	NULL	1	0.0000
2020	0	0		W	0	1	0	0	1	S	45387	103164796.5801
2021	1	1	X	NULL	0	0	0	0	1	S	7	0.0000
2020	0	0	X	W	1	0	0	1	1	O	1	0.0000
2005	0	1	X	N	0	0	1	0	1	O	13	9876672.0000
2017	0	1	NULL	NULL	0	1	0	0	1	S	335	175729152.1900
2002	0	0	Y	N	0	0	1	0	1	O	1	4329361.0000
2012	1	1	N	Y	0	0	0	0	1	O	199	63050527.8756
2024	1	1	X	N	1	0	0	1	1	O	107	180406066.3002
2024	0	0	NULL	Y	0	0	0	0	1	O	1260	4001822.8958
2010	1	1	X	Y	0	0	0	0	0	O	2832	4598233849.2619
2023	0	0	Y	Y	0	1	0	0	0	S	44	3935246.0640
2002	1	1	N	N	0	0	0	0	0	O	5	4418299.0000
2021	0	0	NULL	NULL	0	0	0	0	1	O	187	4106819.0000
2015	1	1	NULL	Y	0	0	0	0	1	S	417	398079503.5500
2010	0	0		N	0	0	0	0	1	O	5411	512484735.8411
2018	0	0		W	0	0	1	0	1	O	75	5568294.7217
2014	0	0	N	W	0	0	0	1	1	O	23	166562.0000
2004	0	1		N	0	1	0	1	1	S	1	1240180.0000
2013	0	1	X	Y	1	0	0	0	1	S	2	-1440.5300
2008	0	0	X	N	1	1	0	1	1	S	889	26872373.9904
2021	1	1	N	W	0	0	0	1	1	S	1	0.0000
2023	0	0		W	0	1	0	0	1	S	12793	43302253.0220
2010	0	0	Y	NULL	0	0	1	0	0	O	1	0.0000
2016	0	1	Y	N	1	0	0	1	0	S	20	2582351.2600
2015	1	1	X	NULL	0	1	0	0	1	S	174	-1405333.2000
2008	0	1	X		0	0	1	0	1	O	2	4831374.0000
2007	0	1	Y	N	0	0	0	0	1	S	1251	434715435.7513
2022	0	0	Y		0	1	0	0	0	S	5	0.0000
2014	0	1			0	1	0	0	1	O	706	417269320.8225
2007	0	0	N	N	0	1	0	0	1	S	26	1151578.2890
2009	0	1	X	Y	0	0	1	0	1	O	7	3315000.0000
2005	0	0	X	N	1	1	0	1	1	O	352	27019894.2200
2015	0	1	X		0	0	0	0	1	S	20	472418.5523
2011	1	1	X	N	0	0	0	1	1	O	10265	9394817525.8613
2014	0	0	Y	N	1	0	0	0	0	O	6	-53000.0000
2010	1	1	Y	N	0	0	0	0	0	O	24239	54458105844.2450
2019	0	0		W	0	0	1	0	1	O	37	11365317.0117
2012	0	0			0	0	0	0	1	O	86969	2050892346.7892
2013	0	1	N	N	0	1	0	1	1	O	63	2323498.8312
2009	0	0		W	0	1	0	1	1	O	1	5486.3398
2015	0	0	NULL	NULL	0	1	0	0	1	S	60172	1582134700.9900
2022	1	1	N	N	1	0	0	1	1	S	4	96616.6700
2006	0	1	X	N	1	1	0	1	1	S	11	4965534.0000
2011	0	0	X		1	1	0	0	1	S	2	-52140.0000
2019	1	1	N		0	0	0	0	1	O	6	0.0000
2013	1	1		W	0	1	0	1	1	S	5	9000601.8100
2001	1	1	Y		0	0	0	0	0	O	1	2363530.0000
2004	1	1	Y	N	1	0	0	1	0	O	1	6643892.0000
2021	1	1	Y	Y	1	0	0	0	0	O	9	18831111.6700
2019	0	1	X	N	0	1	0	0	1	S	3210	866539978.2399
2023	1	1	Y	N	0	1	0	1	1	O	1	-753720.9375
2022	0	1	N	N	0	1	0	1	1	S	36	1679168.8400
2004	0	0	X	N	0	1	0	0	1	:	2	9900.0000
2016	0	0	Y	N	1	0	0	0	0	S	2	18014.0000
2007	1	1	N	N	0	0	0	1	1	S	2	13187670.0000
2010	0	1	X	Y	0	0	0	0	0	S	9	2962567.0000
2024	0	0	NULL	W	0	1	0	0	1	S	14	92842.8506
2019	1	1	Y	Y	1	0	0	0	1	O	1	0.0000
2011	0	0	X		0	1	0	0	1	O	13561	130766251.1661
2008	0	0	X		0	0	0	0	1	S	203133	3639193293.6287
2006	0	0	X	N	1	1	0	1	1	S	229	16224357.8708
2012	0	1	Y	Y	0	0	1	0	0	O	7	2983407.0000
2022	1	1		W	0	1	1	0	1	O	2	-139202.0000
2012	0	0	Y		0	1	0	0	0	S	1	-7797.0000
2022	0	1	N	N	0	1	1	0	1	O	1	2768640.0000
2024	0	0	X	W	0	0	0	0	1	O	183	7587596.2301
2010	1	1	X	N	0	0	0	0	1	O	24820	30589687072.1811
2010	1	1	X	W	0	1	1	0	1	O	1	0.0000
2006	0	1	Y	W	0	0	0	0	0	S	1	610154.0000
2020	0	0	X	NULL	0	1	0	0	1	O	7	0.0000
2011	0	1	N	N	1	0	0	0	1	O	1	130432.5078
2015	0	0	NULL	N	1	0	0	0	1	O	55	8091587.2100
2006	0	0	Y	N	0	0	0	0	0	S	1318	203307177.4543
2023	0	1	X	NULL	0	1	0	0	1	S	495	372442278.9884
2019	1	1	NULL	N	0	1	0	0	1	S	2	-6169.6400
2022	0	0		N	1	0	0	1	1	O	1	-5000.0000
2020	0	1	Y	Y	1	1	0	0	0	O	4	-29259.0000
2011	1	1	Y	N	1	0	0	0	1	S	7	-1589095.5275
2008	1	1	X		0	0	0	0	1	O	5354	17333305190.4087
2019	1	1		N	0	0	0	1	1	O	4083	7175275557.8422
2014	0	0	N	NULL	0	1	0	0	1	O	90	0.0000
2017	1	1	X	N	1	0	0	0	1	O	129	133309433.6159
2012	0	0	Y	N	0	1	0	1	1	O	12	208979.1622
2023	0	1	Y	N	0	0	0	1	0	S	375	242494323.8360
2010	0	0		N	1	1	0	1	1	O	11	3672832.2051
2021	1	1		N	1	0	0	0	1	S	132	132068747.1720
2021	1	1		W	0	1	0	0	1	O	4	4256177.0625
2008	0	1	X	N	1	0	0	1	1	O	379	313147136.6032
2008	0	1	X	N	0	1	0	1	1	S	1969	1006125965.2739
2024	0	0	N	N	1	1	0	1	1	S	1	189276.4844
2005	0	0	X	N	0	0	0	1	1	S	27538	797202277.5432
2018	1	1		N	0	1	0	1	1	O	660	1351243877.0645
2015	1	1	NULL	Y	0	1	0	0	1	O	41	231722298.9000
2007	0	1	X	N	1	0	0	0	1	O	322	108983831.6851
2003	0	0	Y	N	0	0	0	0	0	S	946	120541218.0000
2008	1	1	Y	N	0	0	1	1	0	O	1	0.0000
2020	0	1	Y	Y	0	0	0	0	0	O	1448	360484535.0681
2005	0	0		N	0	0	0	0	1	S	403	1403219.3136
2022	0	1	NULL	N	0	0	0	1	1	O	1	4485000.0000
2020	0	0			0	0	0	0	1	S	336711	2940360230.5196
2020	1	1	Y	N	0	1	0	1	0	O	49	28663215.8118
