fiscal_year	IsAbove2018constantCommercialItem7500k	IsAbove2018constantCostAccounting2000kThreshold	CostAccountingStandardsClause	costorpricingdata	IsSealedBid	IsCommercialitemacquisitionprocedures	isforeigngovernment	FixedPriceEffective	AlwaysCAUisCASexemptOrWaived	contractingofficerbusinesssizedetermination	n_cau	obligatedamount
2015	1	1	NULL	N	0	0	0	0	0	S	267	169225268.3900
2023	0	0	X		0	0	0	0	1	S	678	21451528.9224
2018	0	0	NULL	N	0	0	0	1	1	S	9	236483.3200
2001	1	1	X	N	0	0	0	0	0	S	361	69848355.0000
2019	1	1	N		0	1	0	0	1	O	53	0.0000
2013	0	0	X	NULL	0	0	0	0	1	S	896	1079953.8300
2003	1	1		Y	0	0	0	0	0	O	5	2007736.0000
2020	0	0			0	1	1	0	1	O	60	2599430.9292
2021	0	0	N	W	0	1	0	1	1	S	3	0.0000
2015	0	1	Y	N	1	0	0	1	0	S	35	16439972.0900
2019	0	1	N	W	0	0	1	0	1	O	2	2632791.0000
2004	0	1			0	0	0	0	1	S	1	10000.0000
2003	0	1	Y	Y	0	0	0	0	1	S	34	54965528.0000
2014	0	1		W	0	0	0	0	1	S	26	6120365.0105
2021	0	0	Y		0	1	0	0	0	O	14	0.0000
2005	0	0	X	N	0	0	0	1	1	O	13104	899880212.0472
2010	0	0	Y	Y	0	0	1	0	0	O	7	3548122.6250
2017	0	1	N	N	0	1	0	0	1	O	109	5900589.9814
2014	0	0	N	N	0	1	0	0	1	O	142	4504576.3300
2016	0	1	NULL	NULL	0	0	0	0	1	S	108	42025424.8700
2021	1	1		W	0	1	0	0	1	S	19	6293480.4976
2006	0	0	N	N	0	0	0	0	1	O	77	4009044.0681
2007	0	0	X	N	0	0	0	0	1	S	86697	5538688935.8067
2017	0	1	X	Y	0	0	0	0	1	O	738	190150303.7570
2002	0	0	N		0	0	0	0	1	S	3	91511.8301
2003	0	0	X	N	1	0	0	0	1	O	296	21307682.2295
2016	0	0	Y	W	0	0	0	1	0	O	6	-22445.5005
2024	0	1	X	W	0	1	0	1	1	S	5	570998.6250
2014	0	1		Y	0	1	0	0	1	O	113	95686075.6900
2015	0	0	X	W	0	0	1	0	1	O	2	73630.8000
2015	0	1	N	N	0	0	0	0	0	O	10	16081.4600
2019	1	1	N	Y	0	1	0	0	1	O	13	0.0000
2016	1	1	Y	N	1	0	0	0	1	S	1	-24045.4004
2008	0	0	X	W	0	1	0	1	1	O	39	9783146.5527
2014	1	1	N	Y	0	1	0	0	1	O	9	11133454.1800
2008	0	0	X	Y	0	0	1	0	1	O	4	985950.0000
2020	0	0		N	0	0	0	1	1	S	14836	1568566578.7199
2012	0	0	N	W	0	0	0	1	1	O	5	175000.0000
2019	0	0	Y	W	0	0	0	0	0	S	1	0.0000
2005	0	0	X		0	0	0	0	1	S	410002	14242679926.0564
2017	0	1	X	N	0	1	0	0	1	O	1596	253998252.9216
2010	0	1		N	0	1	0	0	1	S	150	290807595.9360
2018	0	1	Y	N	1	0	0	1	0	O	25	-587648.5000
2007	1	1	X	N	0	0	0	0	1		2	0.0000
2002	0	0	Y	N	0	0	0	1	1	S	23	4591073.0000
2011	1	1		N	0	1	0	1	1	O	691	3618704946.5561
2011	1	1	Y		0	0	0	0	0	S	31	26935425.5645
2014	1	1	X	W	0	0	1	1	1	O	1	-36230.2600
2021	0	0		W	0	1	0	0	1	S	46583	125159629.3445
2007	0	0	Y	N	0	1	0	0	1	S	64	6213331.6095
2001	0	0	X	N	0	0	1	1	1	O	7	545298.0000
2019	1	1		W	0	1	0	1	1	S	11	53126761.1250
2011	0	0	X		1	0	0	0	1	S	20	-129862.3956
2010	0	0	X	Y	0	0	0	0	1	S	3544	625921954.4627
2016	0	1	X	Y	0	0	0	0	0	O	64	1485561.3856
2024	0	0	Y	W	0	0	0	1	0	S	1	18010.0508
2007	0	1	X	N	0	1	0	1	1	S	1506	773836203.4626
2011	0	1	X	W	0	1	0	1	1	S	4	0.0000
2018	1	1	X	W	0	1	1	0	1	O	4	7838416.0000
2018	1	1	X	W	0	0	1	0	1	O	10	9963297.5000
2013	1	1	N		0	0	0	0	1	O	11	5995018.6300
2020	0	0	X	N	0	1	0	1	1	S	5119	369138597.8932
2007	0	1	Y	N	1	0	0	0	1	S	13	5447810.0000
2011	0	1	N	W	0	0	0	0	1	S	12	2884618.9688
2023	0	0		W	0	0	1	0	1	O	22	2099624.4325
2001	0	0	Y	N	0	0	0	1	1	O	89	27392634.0000
2012	0	0	X	Y	0	0	0	0	1	S	3484	456969400.3698
2009	0	0	X	W	0	1	0	0	1	O	1106	29865896.5339
2016	0	1	NULL	N	1	0	0	0	1	O	10	7810974.2400
2024	0	0	Y	W	0	1	0	0	0	O	3	1638688.0000
2022	0	0	NULL	NULL	0	1	0	0	1	O	196	3650193.3400
2012	1	1		Y	0	1	0	0	1	O	57	376462162.1563
2022	0	1		N	0	0	0	1	1	O	1648	1100364578.0104
2006	0	0	X	N	0	0	NULL	0	1	O	1	0.0000
2017	0	0	N	N	0	0	1	0	1	O	3	0.0000
2009	0	0	N	Y	1	0	0	0	1	O	16	3801650.9384
2020	0	1	N	N	0	0	0	0	0	O	6	0.0000
2013	0	0	X	N	0	0	0	0	1	S	13534	977494851.2887
2017	0	1		N	0	1	0	0	1	O	2054	2566123720.7162
2005	0	0	X		1	1	0	0	1	S	527	14067686.0000
2013	1	1	Y	Y	0	0	0	0	1	S	100	7595086.8900
2008	0	0	N	Y	0	1	0	0	1	S	182	1810826.3401
2015	0	0	X	W	0	0	0	0	1	O	177	5287273.1300
2019	0	1	N	W	0	0	0	0	1	O	1	-1754.3500
2006	0	0	X	N	1	0	0	1	1	O	1383	301115586.6840
2023	1	1	X	Y	0	0	0	0	0	O	169	384056514.3716
2003	0	0	X		0	0	0	0	1		3	19200.0000
2007	1	1	X	W	0	0	0	0	1	O	402	1093043519.9265
2021	0	1			0	0	0	0	0	O	874	289819383.4609
2022	0	1		W	0	1	1	0	1	O	5	7894939.7000
2012	1	1	N	N	1	0	0	0	1	S	1	-12862.9902
2021	1	1		Y	0	0	0	0	1	S	1382	1489603774.1583
2011	1	1		Y	0	0	0	0	0	O	3831	20447140144.8354
2008	0	0	Y		1	0	0	0	0	S	2	5000.0000
2018	0	0	N	N	0	0	0	1	1	S	731	13956654.7408
2007	1	1	X		1	0	0	0	1	O	41	38639199.0000
2002	0	0	Y		0	1	0	0	0	S	8	1267738.0000
2022	0	1	N	N	0	1	0	0	1	S	179	20085739.2600
2021	0	1	X	N	0	0	1	1	1	O	190	25733475.5262
2006	0	0		N	0	0	0	1	1	O	41	4171579.1167
2009	0	0	X		0	1	0	0	1	S	144082	3641037458.2641
2016	0	1	X	N	1	0	1	0	1	O	1	2471400.0000
2009	0	0	Y	N	1	0	0	1	0	S	43	4571938.2398
2008	1	1	X	N	0	0	1	0	1	O	30	106156056.5200
2007	0	0	X	N	0	1	0	1	1	:	3	221384.0000
2007	0	0	N	N	0	0	0	1	1	S	162	6204807.4064
2016	0	1		Y	0	0	0	0	1	S	1048	489894453.0669
2016	0	0	N	N	0	0	1	1	1	O	3	0.0000
2011	1	1	X	W	0	0	0	1	1	S	4	0.0000
2009	0	0	X		0	0	0	0	1	S	173862	3014304642.8051
2009	1	1	X	W	1	0	0	0	1	O	4	3253456.3711
2011	1	1			0	0	0	0	0	O	298	1675132992.1076
2009	0	0	Y	N	0	1	0	1	0	O	69	22242230.2175
2006	0	1		Y	0	0	0	0	0	O	3	496999.0000
2024	0	0	NULL	N	0	1	0	0	1	S	912	3460778.2509
2009	0	0	X	W	0	1	0	1	1	O	89	9466325.3663
2011	1	1		N	0	1	0	0	1	O	1383	18574489411.6221
2023	0	0	Y	W	0	1	0	0	0	O	7	2880867.2500
2011	0	0		W	0	1	0	1	1	O	59	5368847.7819
2024	1	1	NULL	N	0	1	0	0	1	O	199	252585473.3629
2012	0	0	Y	N	1	1	0	1	0	S	4	0.0000
2020	1	1	N	N	0	0	1	0	1	O	10	0.0000
2017	1	1		N	0	0	NULL	1	1	O	1	7928825.0000
2008	0	0	Y	N	1	0	0	0	1	S	6	1198657.7500
2013	1	1	X	N	1	0	0	1	1	O	776	1176097563.7801
2014	0	1	N	W	0	0	0	0	1	S	11	2802021.0000
2020	0	0		W	0	0	0	1	1	S	87	18461548.3106
2023	0	1	Y	N	0	1	0	0	1	O	31	3404454.6524
2021	0	1		W	0	1	1	0	1	O	3	11976866.1504
2010	0	0		W	0	1	0	0	1	S	6	583053.8934
2023	0	0	NULL	Y	0	1	0	0	1	S	47	1323644.4579
2015	0	0	Y	N	0	0	0	1	0	O	657	20355050.4802
2006	0	0		N	1	1	0	1	1	S	1	89990.0000
2010	0	0	Y	N	0	1	0	0	1	O	51	3100588.0087
2005	0	1	X	N	0	0	0	0	0	S	11	15996169.0000
2011	1	1	Y	N	0	1	0	1	0	O	78	12282863.9739
2016	0	0	Y	N	1	0	0	0	0	O	10	-91695.7301
2018	0	0	Y	N	1	0	0	0	0	O	2	88283.8516
2008	0	0	X	N	1	1	0	1	1	O	348	21056503.7437
2010	1	1	Y		0	0	0	0	0	S	59	66068287.1406
2020	0	0	N	W	0	1	0	0	1	O	7	0.0000
2001	1	1		N	0	1	0	0	1	S	1	0.0000
2020	1	1		N	1	1	0	0	1	O	8	-41894.7185
2014	0	1		N	1	0	0	0	1	S	3	2222999.0000
2017	1	1	Y		0	0	0	0	0	O	2	-39980.0120
2021	0	1	N		0	1	0	0	1	O	5	0.0000
2011	0	1	N	N	1	0	0	1	1	S	14	5771854.9484
2016	0	0	X	N	1	1	0	1	1	S	170	3843917.3065
2014	0	0	X	N	0	1	0	0	1	S	6211	420572923.2136
2023	1	1		N	0	1	0	0	1	S	726	1425417496.5509
2023	1	1	X	N	0	1	0	1	1	O	2219	3853169518.2500
2016	0	1		N	0	0	0	0	0	O	7068	3327801819.0311
2008	0	0	N	N	0	0	0	0	1	S	1352	117054971.5149
2013	1	1	NULL	NULL	0	0	0	0	0	O	1	20164020.0000
2013	0	0	X		1	0	0	0	1	S	14	-119328.1500
2012	0	1	N	N	0	0	1	1	1	O	1	1121532.0000
2002	1	1	Y	N	0	1	0	0	0	S	1	0.0000
2007	0	0	X		0	0	1	0	1	O	6	686492.0000
2013	0	1		N	0	0	0	1	1	O	3740	2298751916.8873
2024	1	1	Y	Y	0	1	0	0	0	O	8	25681786.0000
2007	0	1		N	0	1	0	0	1	S	2	439120.7813
2023	0	0	X	N	0	1	0	0	1	S	696525	4513208126.4587
2013	0	0	NULL	W	0	1	0	0	1	S	1	0.0000
2007	0	0	N	N	0	1	0	0	1	O	33	1395876.9832
2006	0	0	Y		0	0	0	0	0	S	509	23266461.6269
2017	0	1		N	0	0	0	1	1	S	4244	1836855898.0180
2018	0	1		W	0	0	0	0	0	O	149	82548813.0540
2012	1	1	Y	N	0	0	0	1	1	S	140	24811231.0272
2012	0	1	Y	Y	1	0	0	0	1	O	2	-48797.2695
2017	1	1	N	NULL	0	0	0	0	1	O	5	0.0000
2012	1	1		N	0	0	0	0	1	S	3903	2819390789.6363
2002	0	0	Y	N	0	0	0	0	1	S	210	37076983.0000
2010	0	1	Y	N	0	1	0	1	1	S	3	1325224.0000
2019	0	0	Y	W	0	1	0	0	0	S	2	0.0000
2002	0	1	X	W	0	1	0	0	1	O	15	19303732.0000
2007	0	0	Y	Y	1	0	0	0	1	S	2	995360.0000
2023	1	1	NULL	W	0	0	1	0	1	O	1	-398468.0000
2016	0	1	NULL	N	0	0	0	0	0	S	13	3539741.3100
2016	0	0		N	1	1	0	1	1	O	123	15235299.0961
2022	0	1		W	0	0	0	0	1	S	32	41261660.4453
2011	1	1	X	N	0	1	1	0	1	O	42	45799636.8906
2007	0	0	X	N	0	1	0	0	1	S	31015	1524271249.2650
2008	1	1	Y	N	0	0	0	0	0	S	407	309980650.3708
2012	0	1	X	N	1	0	0	0	1	O	23	-2097954.2677
2024	0	0	Y	Y	0	0	0	0	0	O	3224	173481931.6968
2024	0	0	X	W	0	1	0	1	1	O	50	1862703.0825
2011	0	1	X	Y	0	0	0	0	0	S	2	-130156.1797
2002	0	0	X		1	0	0	0	1	O	15	2283473.0000
2019	0	0	N	N	0	0	0	0	1	O	907	12588033.1948
2019	0	0		N	0	1	1	1	1	O	5	301500.0000
2023	0	0		Y	0	1	0	0	1	S	152	19918243.1667
2018	0	1	N		0	1	0	0	1	S	14	0.0000
2002	0	0	X	W	0	1	0	0	1	O	239	29096254.5000
2012	0	1	N	N	0	0	0	1	1	O	94	30419568.3873
2016	1	1	X	Y	0	0	0	0	0	S	5	1812238.0000
2002	1	1	Y	Y	0	0	0	0	1	S	68	50620652.0000
2007	0	0	X		0	0	0	0	1	O	85338	2383374984.8494
2017	1	1	Y	N	0	1	0	1	0	O	53	19167090.2637
2019	0	1		Y	0	0	1	0	1	O	3	4438200.0000
2012	0	0	Y	N	0	1	0	0	1	O	39	1559429.3222
2021	1	1	X	N	0	0	NULL	1	1	O	1	0.0000
2024	0	0	X	W	0	0	0	1	1	O	5	2195920.2500
2006	1	1	Y		0	1	0	0	1	O	29	75496806.0000
2017	0	1	Y	N	0	1	0	0	1	O	3	-154955.3037
2020	0	0	Y	Y	0	0	0	0	0	S	204	20930477.5430
2010	1	1	X	NULL	0	0	1	0	1	O	2	0.0000
2018	0	0	Y	W	0	0	0	0	0	S	5	1002878.1875
2018	1	1	Y	N	0	1	0	1	1	O	12	19357916.5000
2024	0	0	Y	N	0	0	0	0	1	O	23	409551.5796
2008	1	1	X	N	0	0	0	0	1	O	20412	37096504291.4632
2018	0	0	Y	N	0	0	0	1	1	O	5	-178946.6875
2015	0	0	X	N	1	0	0	1	1	O	395	14936440.6560
2022	0	0	N	Y	0	0	0	0	1	S	16	-216525.1400
2014	0	0			0	0	0	0	1	S	178244	2735994667.1734
2011	0	1	X	N	0	1	0	1	1	S	2920	500866753.0260
2003	1	1			0	1	0	0	1	:	1	253835939.4500
2007	0	0	X	W	0	0	NULL	0	1	O	1	0.0000
2020	0	0		W	0	1	0	0	1	O	36361	109870593.0451
2016	1	1	NULL	W	0	1	0	0	1	S	3	5651748.9900
2013	0	1	Y	N	1	1	0	0	0	O	2	0.0000
2022	0	0		Y	1	0	0	0	1	S	2	32475.0000
2018	1	1		Y	0	1	0	0	1	S	34	37955766.2526
2023	0	1	NULL	N	1	0	0	0	1	O	6	-1016821.7325
2019	0	0	Y	N	0	0	0	1	0	O	202	33532098.5269
2019	1	1	X	W	0	1	0	0	1	O	55	16855829.0951
2024	0	0	NULL	W	0	1	0	1	1	S	15	500603.8868
2017	0	0	N	N	1	0	0	0	1	S	2	319633.0000
2020	0	1	Y	N	0	0	0	0	0	S	846	228573087.6646
2013	0	0	NULL	N	1	1	0	0	1	S	3	123100.8600
2019	0	0	Y	N	0	0	0	0	1	S	8	-55492.2397
2005	1	1	N		0	0	0	0	0	O	2	0.0000
2008	1	1	Y		0	0	0	0	1	S	65	22639061.6900
2005	1	1	Y	N	0	0	0	1	1	O	20	27847637.0000
2020	1	1		W	0	0	0	0	1	S	88	147050091.2055
2016	1	1	Y	N	0	0	0	0	0	S	1744	777685083.1748
2009	1	1	X	Y	0	0	0	0	1	S	1512	1693994897.4355
2007	0	1	X		0	0	0	0	0	S	9	2173685.0123
2003	0	1	Y	N	0	0	0	0	1	S	73	47464945.0000
2019	0	1	N	Y	0	0	0	0	0	O	1	0.0000
2021	1	1	X	W	0	0	0	1	1	O	50	76188621.8800
2024	0	0	X	NULL	0	1	0	0	1	O	1890	43693064.5379
2013	1	1	Y	N	0	0	0	0	0	S	1663	572578482.5640
2018	1	1	N	N	0	0	1	1	1	O	4	0.0000
2016	0	1	X	N	0	0	1	0	1	O	18	6467915.5913
2021	0	0	Y	W	0	0	0	0	0	O	16	1228439.6876
2011	1	1	Y	N	1	0	0	1	1	S	13	4492029.0000
2010	0	1	X	N	0	0	0	0	1	S	11582	2907398824.9273
2001	1	1	X	W	0	0	0	0	1	S	68	16125319.0000
2003	0	0		N	0	1	0	0	1	O	11	26529.9998
2013	1	1	N	N	0	0	0	0	0	O	131	49862132.0697
2002	0	1	X		0	0	0	0	1	O	964	773241654.4004
2010	0	1	Y	N	0	0	1	1	0	O	1	2783420.0000
2018	1	1	X		0	1	0	0	1	O	200	-4759502.5490
2008	1	1	Y		1	0	0	0	0	O	2	0.0000
2015	1	1		N	0	0	0	1	1	O	1543	2104960639.3728
2017	0	1	Y	Y	0	0	0	0	1	S	14	-460506.2506
2020	0	0			0	0	1	0	1	O	26	3683967.1740
2011	1	1	X		0	0	0	0	1	S	702	303530138.4168
2017	0	0	NULL	N	1	1	0	1	1	O	8	131648.0200
2012	1	1	X	Y	0	0	0	0	1	S	2814	1226272819.1200
2012	1	1	Y	W	0	0	1	0	0	O	6	0.0000
2016	0	1	N	W	0	1	0	0	1	S	2	198871.2969
2012	1	1	N	N	0	0	0	0	0	O	157	71695013.8590
2024	1	1	X	Y	0	0	0	0	0	O	26	43370371.2188
2002	0	0	X	Y	1	0	0	0	1	S	15	864291.0000
2012	0	0	Y	NULL	0	0	0	0	0	S	47	0.0000
2007	1	1	N	N	1	0	0	1	1	O	2	-25683117.0000
2021	0	1		N	0	0	0	0	0	O	9856	4984757985.4054
2022	0	0	Y	Y	1	0	0	0	0	S	1	0.0000
2018	1	1	N	Y	0	0	0	0	1	O	97	52707067.2873
2023	0	0	N		0	1	0	0	1	S	4	1039.4000
2012	0	1	Y	N	1	1	0	0	0	O	1	0.0000
2019	1	1	Y	Y	0	1	0	0	0	S	6	0.0000
2022	1	1	X	Y	1	1	0	0	1	S	3	2662688.2700
2023	0	0		W	0	1	0	1	1	S	102	6972606.7853
2010	0	0	X	N	1	0	0	0	1	S	611	33084288.4240
2020	0	0		W	0	1	0	1	1	S	242	22841371.2340
2008	1	1	N	N	0	0	0	0	1	S	563	226910022.1992
2019	0	0	X	N	0	0	0	1	1	O	2089	138119952.0192
2020	1	1			0	0	0	0	1	S	831	610356323.5521
2021	0	1		Y	1	0	0	0	1	S	6	2810000.0000
2012	0	1	X	Y	0	0	0	0	1	O	1689	293106310.8776
2004	0	0		Y	0	1	0	0	1	S	2	207000.0000
2023	0	0		N	1	0	0	0	1	S	437	21869585.4069
2024	0	1	NULL	N	0	0	0	1	1	O	99	10855586.9966
2009	0	1	Y		0	0	0	0	1	S	20	3621031.2600
2013	1	1		N	1	0	0	1	1	O	75	82252220.3400
2024	0	0	NULL	W	0	1	1	0	1	O	3	26753.3584
2003	0	0	Y	Y	0	0	0	0	0	S	376	82701467.3008
2023	0	1	NULL	N	0	1	0	0	1	S	476	86219482.9337
2003	0	1			0	1	0	0	1	O	1	0.0000
2021	0	0			0	1	1	0	1	O	73	2674594.2684
2016	0	0	Y	NULL	0	1	0	0	0	O	12	0.0000
2023	0	1	N	W	0	0	0	0	1	O	1	0.0000
2020	0	0	Y	W	0	0	0	0	0	S	1	0.0000
2020	0	1			0	0	0	0	0	O	1001	469352848.9524
2007	0	0		Y	0	0	0	0	1	S	3	660000.0000
2012	0	0		Y	1	0	0	0	1	O	17	2018226.4844
2006	1	1	Y	N	0	1	0	0	1	O	19	12851906.4766
2014	0	0	X	Y	0	0	0	0	1	S	2935	521743821.5425
2019	0	0	N	W	0	0	0	1	1	O	2	40800.0000
2009	1	1	Y	N	0	1	0	0	0	S	5	0.0000
2024	0	0	Y	N	0	1	0	1	0	S	31	140737.9212
2004	0	0	N	N	0	0	0	0	1	S	10	242131.7396
2008	0	0	N	N	0	1	0	1	1	S	409	47534310.5920
2008	0	1	N	Y	0	0	0	0	0	O	207	71743403.6024
2017	1	1	X		0	0	0	0	1	O	126	61287077.0014
2024	1	1	Y	NULL	0	1	0	0	0	O	3	0.0000
2014	1	1	Y	W	0	1	0	0	0	O	1	0.0000
2022	0	1	X	W	0	0	0	0	1	S	74	38142554.4600
2012	1	1	X	W	0	0	0	1	1	S	4	0.0000
2017	0	0	NULL	N	1	1	0	0	1	O	4	468396.4600
2008	1	1	X	W	0	1	0	0	1	S	37	19437904.3052
2024	1	1	X	NULL	0	0	0	0	0	O	1	0.0000
2007	1	1	X	W	1	0	0	0	1	S	4	14891812.5000
2017	0	0	NULL	N	0	1	1	0	1	O	10	1116657.8300
2023	0	0		Y	0	0	0	0	1	S	1956	131520824.2218
2012	0	0	NULL	NULL	0	0	0	0	1	O	1659	14444165.2800
2012	0	0		Y	0	1	0	0	1	O	2295	136126032.7289
2004	0	1	X	N	1	0	0	1	1	O	37	13252604.0000
2006	0	0	Y	N	0	1	0	0	0	O	40	3908151.8300
2015	0	1	X	N	1	0	0	0	1	O	27	17360653.1500
2018	0	1	Y	W	0	1	0	0	0	S	1	0.0000
2011	0	0	X	NULL	0	1	0	0	1	S	1837	-939549.7200
2001	0	1	X	N	1	0	0	1	1	S	4	3760345.0000
2013	1	1	X	N	0	1	1	0	1	O	25	18130493.0000
2021	1	1	X	N	0	0	0	0	0	O	115	22815896.7945
2020	0	0	N	N	1	0	0	1	1	O	5	111240.6499
2006	1	1	Y		1	0	0	0	1	S	1	0.0000
2010	0	0	Y	W	0	1	0	1	0	S	1	5988.0000
2005	0	0	Y	N	0	0	0	0	1	S	194	25212725.2000
2022	0	0	X	W	1	1	0	1	1	S	1	1947000.0000
2020	0	0		W	0	1	1	0	1	O	14	639334.6016
2005	1	1	N	N	0	0	0	1	1	O	1	0.0000
2008	1	1	X	W	0	0	1	0	1	O	2	41795536.0000
2015	0	1		N	1	1	0	1	1	O	5	-888700.0026
2018	1	1	N	N	0	1	0	1	1	O	104	32832981.6895
2015	0	0	N	W	0	0	0	1	1	S	3	13826.0000
2019	0	0	X	N	1	1	0	1	1	S	84	3828986.8514
2024	0	0	X	NULL	0	0	1	0	1	O	1	0.0000
2005	1	1	X	Y	1	0	0	0	1	O	2	15962459.0000
2023	0	1	X	W	0	0	0	0	0	O	16	1353726.5821
2017	0	0	X	N	1	0	0	1	1	O	211	19110541.6727
2023	0	0		W	0	1	1	0	1	O	7	170994.8699
2020	1	1	Y		0	1	0	0	0	O	2	0.0000
2008	1	1	X	W	1	0	0	0	1	S	4	2755502.0000
2007	0	1	X	N	0	0	1	0	1	O	19	6837563.2500
2023	0	0	X	W	1	0	0	0	1	S	16	1773330.8730
2010	0	0	X	W	0	1	0	0	1	O	747	18007579.2248
2014	1	1	X	N	0	1	0	1	1	O	2181	759470908.5115
2017	0	0	Y	N	0	1	0	1	0	S	71	3031245.0494
2013	0	1	Y	N	1	0	0	0	0	O	4	-109848.3600
2006	0	0		Y	0	0	0	0	1	O	57	24280013.0977
2021	0	0	X	W	0	0	0	0	1	O	84	7507788.4618
2016	0	0	N	W	0	1	0	0	1	O	4	200469.1200
2008	0	0	N	N	0	1	1	0	1	O	8	2457167.0000
2023	0	1	Y	NULL	0	1	0	0	0	O	1	6405942.5000
2006	0	1	X	W	1	1	0	1	1	O	2	8833050.0000
2005	0	1	X	Y	0	1	0	0	1	S	6	3223842.0000
2020	0	1	X	N	0	0	0	1	1	O	765	159984458.9706
2019	0	1		Y	0	1	1	0	1	O	4	7123212.3594
2009	0	1	X	N	1	1	0	0	1	S	45	13882825.1562
2007	0	0	Y	N	0	0	0	0	1	S	2037	267136217.2786
2024	1	1	N	Y	0	1	0	0	1	S	1	0.0000
2011	0	1	X	N	0	0	0	1	1	S	5552	779303687.6087
2012	0	0	N	N	0	0	1	1	1	O	16	625092.8438
2001	0	0	Y	N	0	0	0	0	0	O	1712	586336610.0000
2020	1	1	X	Y	0	0	1	0	1	O	6	0.0000
2014	0	1	X	N	0	1	0	1	1	O	1300	175494544.6942
2013	1	1	X	N	0	1	0	1	1	S	2648	957825133.0618
2012	1	1	X	W	0	0	1	0	1	O	20	45133253.9883
2022	1	1	Y	N	0	1	0	1	0	S	87	47173520.6900
2014	1	1		N	0	0	1	1	1	O	3	10956120.8300
2014	1	1	N	W	0	1	0	1	1	O	2	0.0000
2012	1	1		N	1	0	0	1	1	O	92	166219537.4688
2015	0	1	Y		0	0	0	0	0	O	1	-26471.1400
2002	0	0	Y	N	0	1	0	1	1	S	1	-80940.0000
2018	1	1	X	Y	0	1	0	0	1	S	36	19180893.6692
2014	1	1		Y	1	0	0	0	1	O	15	8491605.9500
2020	0	0		N	0	1	0	0	1	O	1058631	7535124652.5430
2018	0	0	N	W	0	0	0	0	1	S	2	1172.8000
2013	0	0	NULL	N	0	0	0	0	1	O	718	36506502.6700
2016	0	0		W	0	0	0	0	1	O	431	26917437.6888
2021	0	0		Y	0	1	1	0	1	O	2	400420.8828
2005	0	1	X		0	0	0	0	1		1	0.0000
2005	0	0	Y	N	1	0	0	1	0	O	4	312705.0000
2006	0	1			0	1	0	0	1	S	2	31093.0000
2010	0	0	X	NULL	1	0	0	0	1	O	10	0.0000
2022	0	0	Y	N	0	0	0	0	1	O	34	27684.5189
2007	0	1	Y	N	0	0	0	1	1	S	135	72207315.8300
2018	1	1	X	W	1	0	0	0	1	S	2	0.0000
2007	0	1	X	N	0	0	0	1	1	S	2736	1823293590.0565
2003	0	0	N		0	0	0	0	1	S	4	14225.0000
2010	1	1	X	N	0	0	0	1	1	O	9328	15731568983.0370
2021	0	1	NULL	N	0	1	0	0	1	S	1	3490134.5000
2014	0	0		N	0	0	0	1	1	O	52371	2864408842.7046
2016	0	0	N	N	0	0	0	1	1	O	249	10232387.5041
2003	1	1	X	Y	1	0	0	0	1	O	31	80049953.0000
2013	0	1	X	N	0	1	1	1	1	O	10	883200.0000
2007	1	1	Y	Y	1	0	0	0	1	S	2	0.0000
2020	0	1	X	N	1	0	0	0	1	S	85	28931856.1323
2016	0	0	X	W	0	0	0	1	1	O	37	1593286.2400
2019	1	1	N	N	0	1	1	0	1	O	2	0.0000
2011	1	1	X	N	0	0	0	0	1	O	19024	18911118848.9534
2005	0	0	X	N	1	1	0	0	1	O	143	19613406.5938
2017	1	1	X	NULL	0	0	0	0	0	O	8	-140905.4900
2014	0	0	Y	N	0	0	0	1	1	O	26	-578397.7600
2018	0	1		W	0	1	0	0	1	S	6	10258633.6563
2002	0	1	X	W	0	0	0	1	1	O	7	1797329.0000
2024	0	0	NULL	NULL	0	0	0	0	1	O	17121	198657727.0801
2021	0	0	Y	Y	0	0	0	0	1	O	9	2297738.5437
2016	1	1	N	N	0	0	0	0	0	O	31	31428347.8787
2014	1	1	Y	N	0	1	0	1	0	O	43	39239764.8000
2023	1	1	NULL	Y	1	0	0	0	1	S	4	637821.2500
2011	0	1	X		0	0	0	0	1	S	1012	113629623.0262
2016	0	1		Y	0	1	0	0	1	O	78	73548561.4605
2010	1	1	Y		0	1	0	0	1	O	1	-691502.0625
2021	0	1	Y	W	0	0	0	1	0	S	5	0.0000
2017	0	1		N	0	0	0	0	0	S	163	49680372.8642
2016	0	1		Y	0	1	1	0	1	O	3	7892415.9102
2020	0	0	NULL	NULL	0	0	0	0	1	O	42	440147.1700
2005	0	1	Y	N	0	1	0	0	0	O	11	2692498.0000
2004	0	1	Y	N	0	1	0	0	0	S	4	5827563.0000
2020	0	0		N	0	1	1	0	1	O	599	80396282.9683
2006	1	1	X	N	1	0	0	1	1	O	164	2587146139.6524
2008	0	0	X	N	0	1	0	0	1	S	37324	1829366145.3090
2010	0	0	N	Y	0	1	0	0	1	S	3	24072.5600
2006	0	0	Y	N	0	0	1	0	1	O	1	12090.6500
2015	1	1	NULL	N	1	0	0	1	1	S	12	10558848.0000
2022	1	1	X	W	1	0	0	0	1	O	1	0.0000
2012	1	1	N	N	0	1	0	0	1	S	33	18918141.2501
2009	0	0	X	N	0	0	1	0	1	O	146	35194466.2079
2016	0	1	Y	N	0	1	0	0	0	S	143	47575521.0021
2019	1	1	Y	W	0	0	0	1	0	S	9	0.0000
