Data Download from NCSES Interactive Data Tool,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filters,Selected values,,,,,,,,,,,,,,,,,,,,,,,,,,
Performer of Research by Field,"Universities and colleges, excluding FFRDCs, Other than universities and colleges",,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Research and Applied Research,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,
Detailed Fields,"Agricultural sciences, Biological sciences (excluding environmental), Environmental biology, Medical sciences, Other life sciences, Biological aspects",,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deflator: Current Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit of Measure: Thousands of Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,<Fiscal Year>,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
Science,Life sciences,Other life sciences,Department of Defense,Department of the Navy,Applied research,Total for selected values,"5,750",-,172,"4,666",315,"7,315","6,209","3,073","11,744","22,551","36,697","37,877","36,624","35,779","35,494","31,496","35,255","35,298","29,164","27,795","25,798"
Science,Life sciences,Other life sciences,Department of Defense,Department of the Navy,Applied research,"Universities and colleges, excluding FFRDCs","1,166",-,-,359,-,"3,420","2,766","2,137","1,109","2,981","4,442","4,391","4,626","4,912","4,338","4,664","4,136","3,763","3,261","3,108","3,486"
Science,Life sciences,Other life sciences,Department of Defense,Department of the Navy,Applied research,Other than universities and colleges,"4,583",-,172,"4,307",315,"3,895","3,443",935,"10,635","19,570","32,255","33,486","31,998","30,867","31,156","26,832","31,119","31,535","25,903","24,687","22,312"
Science,Life sciences,Other life sciences,Department of Defense,Other defense agencies,Total for selected values,Total for selected values,"1,825","2,104","1,100","1,038","1,336",36,"1,929","4,973","1,037",-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Defense,Other defense agencies,Basic research,Total for selected values,"1,641","2,104","1,074","1,038","1,336",36,"1,429","4,973","1,037",-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Defense,Other defense agencies,Basic research,"Universities and colleges, excluding FFRDCs","1,241","1,898","1,074","1,038","1,336",9,"1,081","2,925",237,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Defense,Other defense agencies,Basic research,Other than universities and colleges,400,206,-,-,-,27,348,"2,048",800,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Defense,Other defense agencies,Applied research,Total for selected values,184,-,26,-,-,-,500,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Defense,Other defense agencies,Applied research,"Universities and colleges, excluding FFRDCs",21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Defense,Other defense agencies,Applied research,Other than universities and colleges,163,-,26,-,-,-,500,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Education,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,-,"12,919","12,814","13,235","13,221","12,476","12,486","25,923","20,983","21,080","19,231","18,633","19,393","17,203",-,-,"5,274"
Science,Life sciences,Other life sciences,Department of Education,Department of Education (Agency details not specified),Total for selected values,Total for selected values,-,-,-,-,-,"12,919","12,814","13,235","13,221","12,476","12,486","25,923","20,983","21,080","19,231","18,633","19,393","17,203",-,-,"5,274"
Science,Life sciences,Other life sciences,Department of Education,Department of Education (Agency details not specified),Applied research,Total for selected values,-,-,-,-,-,"12,919","12,814","13,235","13,221","12,476","12,486","25,923","20,983","21,080","19,231","18,633","19,393","17,203",-,-,"5,274"
Science,Life sciences,Other life sciences,Department of Education,Department of Education (Agency details not specified),Applied research,Other than universities and colleges,-,-,-,-,-,"12,919","12,814","13,235","13,221","12,476","12,486","25,923","20,983","21,080","19,231","18,633","19,393","17,203",-,-,"5,274"
Science,Life sciences,Other life sciences,Department of Energy,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,-,251,400,-,-,30,-,-,-,-,"3,927","5,675","2,368","1,939","4,775","5,876","4,779"
Science,Life sciences,Other life sciences,Department of Energy,Advanced Research Projects Agency-Energy,Total for selected values,Total for selected values,-,-,-,-,-,251,400,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Energy,Advanced Research Projects Agency-Energy,Applied research,Total for selected values,-,-,-,-,-,251,400,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Energy,Advanced Research Projects Agency-Energy,Applied research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,251,400,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Energy,National Nuclear Security Administration,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,370,-,-,-,-
Science,Life sciences,Other life sciences,Department of Energy,National Nuclear Security Administration,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,-,-,-,-
Science,Life sciences,Other life sciences,Department of Energy,National Nuclear Security Administration,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,-,-,-,-
Science,Life sciences,Other life sciences,Department of Energy,National Nuclear Security Administration,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,260,-,-,-,-
Science,Life sciences,Other life sciences,Department of Energy,National Nuclear Security Administration,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,260,-,-,-,-
Science,Life sciences,Other life sciences,Department of Energy,Office of Science,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,30,-,-,-,-,"3,927","5,675","1,998","1,939",-,-,-
Science,Life sciences,Other life sciences,Department of Energy,Office of Science,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,30,-,-,-,-,"3,927","5,675","1,998","1,939",-,-,-
Science,Life sciences,Other life sciences,Department of Energy,Office of Science,Basic research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,-,-,-,-,-,399,339,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Energy,Office of Science,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,30,-,-,-,-,"3,528","5,336","1,998","1,939",-,-,-
Science,Life sciences,Other life sciences,Department of Energy,Department of Energy (Agency details not specified),Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,775","5,876","4,779"
Science,Life sciences,Other life sciences,Department of Energy,Department of Energy (Agency details not specified),Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,775","5,306","4,779"
Science,Life sciences,Other life sciences,Department of Energy,Department of Energy (Agency details not specified),Basic research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,638,139
Science,Life sciences,Other life sciences,Department of Energy,Department of Energy (Agency details not specified),Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,775","4,668","4,640"
Science,Life sciences,Other life sciences,Department of Energy,Department of Energy (Agency details not specified),Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,570,-
Science,Life sciences,Other life sciences,Department of Energy,Department of Energy (Agency details not specified),Applied research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,570,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Total for selected values,Total for selected values,Total for selected values,"3,022,067","3,088,861","2,645,709","2,531,817","2,406,003","2,386,877","2,323,883","2,586,032","1,957,268","2,895,269","2,203,190","1,962,565","2,079,863","1,611,846","1,856,524","1,703,867","885,129","2,457,037","1,997,884","851,565","427,325"
Science,Life sciences,Other life sciences,Department of Health and Human Services,Agency for Healthcare Research and Quality,Total for selected values,Total for selected values,"1,266","1,266","1,241","1,307","1,375","1,336","1,337","1,330","1,376","5,377","4,548","4,905","4,489","1,057","1,439",26,296,322,"1,532",270,"2,055"
Science,Life sciences,Other life sciences,Department of Health and Human Services,Agency for Healthcare Research and Quality,Applied research,Total for selected values,"1,266","1,266","1,241","1,307","1,375","1,336","1,337","1,330","1,376","5,377","4,548","4,905","4,489","1,057","1,439",26,296,322,"1,532",270,"2,055"
Science,Life sciences,Other life sciences,Department of Health and Human Services,Agency for Healthcare Research and Quality,Applied research,"Universities and colleges, excluding FFRDCs","1,192","1,192","1,169","1,269","1,336","1,336","1,337","1,330","1,376","1,419","2,021",863,"4,232",937,240,25,286,285,272,-,459
Science,Life sciences,Other life sciences,Department of Health and Human Services,Agency for Healthcare Research and Quality,Applied research,Other than universities and colleges,74,74,73,37,39,-,-,-,-,"3,958","2,527","4,042",257,120,"1,199",1,10,37,"1,260",270,"1,596"
Science,Life sciences,Other life sciences,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,434","2,114","2,229",-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,434","2,114","2,229",-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,434","2,114","2,229",-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Total for selected values,Total for selected values,"78,588","98,450","103,737","90,836","97,039","111,956","101,694","248,262","104,254","64,498","88,690","68,156","53,071",-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Basic research,Total for selected values,-,535,466,512,766,920,885,"3,612",416,"5,123","42,349","27,567","26,288",-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Basic research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,62,"28,276",-,"26,288",-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Basic research,Other than universities and colleges,-,535,466,512,766,920,885,"3,612",416,"5,061","14,073","27,567",-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Applied research,Total for selected values,"78,588","97,914","103,271","90,324","96,273","111,036","100,809","244,649","103,838","59,374","46,341","40,589","26,783",-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Applied research,"Universities and colleges, excluding FFRDCs","55,071","61,822","63,599","54,171","53,743","59,632","60,474","53,684","64,696","18,756","10,823","40,589","26,783",-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Applied research,Other than universities and colleges,"23,517","36,093","39,671","36,153","42,529","51,404","40,335","190,965","39,142","40,619","35,518",-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Total for selected values,Total for selected values,-,"230,672","28,927","29,545","23,973","33,591","19,992","21,034","35,424","81,681","30,093","31,100","57,317","62,394","77,331","77,601","73,570","117,015","138,002","61,482","49,671"
Science,Life sciences,Other life sciences,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Applied research,Total for selected values,-,"230,672","28,927","29,545","23,973","33,591","19,992","21,034","35,424","81,681","30,093","31,100","57,317","62,394","77,331","77,601","73,570","117,015","138,002","61,482","49,671"
Science,Life sciences,Other life sciences,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Applied research,"Universities and colleges, excluding FFRDCs",-,-,814,"1,779","1,144",735,716,"1,126",908,"3,459","1,313","3,230","7,997","3,393","5,387","4,374","7,612","10,810","14,595","10,005","5,044"
Science,Life sciences,Other life sciences,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Applied research,Other than universities and colleges,-,"230,672","28,114","27,767","22,829","32,856","19,275","19,908","34,516","78,222","28,780","27,870","49,320","59,001","71,944","73,227","65,958","106,205","123,407","51,477","44,627"
Science,Life sciences,Other life sciences,Department of Health and Human Services,Health Resources and Services Administration,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,"4,620","4,000","4,000","5,000","5,000","5,000","5,000","4,000",-,-,-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Health Resources and Services Administration,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,"4,620","4,000","4,000","5,000","5,000","5,000","5,000","4,000",-,-,-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Health Resources and Services Administration,Applied research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,"4,619","3,999","3,999","4,999","4,999","4,999","4,999","3,999",-,-,-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,Health Resources and Services Administration,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,-,-,-,-
Science,Life sciences,Other life sciences,Department of Health and Human Services,National Institutes of Health,Total for selected values,Total for selected values,"2,942,213","2,758,474","2,511,803","2,410,129","2,283,617","2,239,994","2,200,860","2,315,406","1,816,214","2,739,093","2,075,859","1,854,404","1,959,986","1,543,395","1,772,754","1,621,240","804,829","2,337,586","1,856,121","789,813","375,599"
Science,Life sciences,Other life sciences,Department of Health and Human Services,National Institutes of Health,Basic research,Total for selected values,"1,515,364","1,421,072","1,288,094","1,221,473","1,184,428","1,213,909","1,187,849","1,232,319","976,385","1,486,083","1,123,017","1,038,435","1,088,491","869,915","1,017,457","890,160","451,102","1,357,906","1,163,531","420,167","251,789"
Science,Life sciences,Other life sciences,Department of Health and Human Services,National Institutes of Health,Basic research,"Universities and colleges, excluding FFRDCs","993,074","957,713","857,378","832,998","797,757","823,027","778,576","787,459","661,343","783,644","759,399","687,692","640,818","455,908","540,080","502,640","257,315","802,205","53,700","250,388","148,885"
Science,Life sciences,Other life sciences,Department of Health and Human Services,National Institutes of Health,Basic research,Other than universities and colleges,"522,291","463,359","430,716","388,476","386,671","390,882","409,274","444,860","315,042","702,439","363,618","350,743","447,673","414,007","477,377","387,520","193,787","555,701","1,109,831","169,779","102,904"
Science,Life sciences,Other life sciences,Department of Health and Human Services,National Institutes of Health,Applied research,Total for selected values,"1,426,848","1,337,401","1,223,709","1,188,656","1,099,188","1,026,084","1,013,011","1,083,087","839,830","1,253,010","952,842","815,969","871,495","673,480","755,297","731,080","353,727","979,680","692,590","369,646","123,810"
Science,Life sciences,Other life sciences,Department of Health and Human Services,National Institutes of Health,Applied research,"Universities and colleges, excluding FFRDCs","935,225","884,042","823,756","800,331","736,391","701,097","663,231","698,313","563,366","667,549","673,429","540,330","512,977","353,013","400,923","412,814","201,771","578,762","95,258","220,530","68,358"
Science,Life sciences,Other life sciences,Department of Health and Human Services,National Institutes of Health,Applied research,Other than universities and colleges,"491,624","453,359","399,953","388,325","362,797","324,987","349,780","384,774","276,463","585,461","279,413","275,639","358,518","320,467","354,374","318,266","151,956","400,918","597,332","149,116","55,452"
Science,Life sciences,Other life sciences,Department of Homeland Security,Total for selected values,Total for selected values,Total for selected values,-,566,7,941,"6,806","6,232","1,341","5,132","11,438","8,472","15,625",-,-,-,-,869,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Homeland Security,Science and Technology Directorate,Total for selected values,Total for selected values,-,566,7,941,"6,806","6,232","1,341","5,132","11,438","8,472","15,625",-,-,-,-,869,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Homeland Security,Science and Technology Directorate,Basic research,Total for selected values,-,566,-,-,-,-,-,"4,473","11,438","7,472","15,625",-,-,-,-,260,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Homeland Security,Science and Technology Directorate,Basic research,"Universities and colleges, excluding FFRDCs",-,566,-,-,-,-,-,"3,940","10,504","5,156","11,911",-,-,-,-,2,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Homeland Security,Science and Technology Directorate,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,532,934,"2,316","3,714",-,-,-,-,258,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Homeland Security,Science and Technology Directorate,Applied research,Total for selected values,-,-,7,941,"6,806","6,232","1,341",659,-,"1,000",-,-,-,-,-,609,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Homeland Security,Science and Technology Directorate,Applied research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,972,121,-,600,-,-,-,-,-,5,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Homeland Security,Science and Technology Directorate,Applied research,Other than universities and colleges,-,-,7,941,"6,806","6,232",369,539,-,400,-,-,-,-,-,604,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of the Interior,Total for selected values,Total for selected values,Total for selected values,-,-,"2,438","2,432","2,425","2,653","2,408","2,574","2,334","2,658",394,-,-,15,-,63,57,422,369,205,-
Science,Life sciences,Other life sciences,Department of the Interior,National Park Service,Total for selected values,Total for selected values,-,-,-,-,-,225,-,18,73,65,394,-,-,15,-,63,57,422,369,205,-
Science,Life sciences,Other life sciences,Department of the Interior,National Park Service,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,15,-,-
Science,Life sciences,Other life sciences,Department of the Interior,National Park Service,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97,15,-,-
Science,Life sciences,Other life sciences,Department of the Interior,National Park Service,Applied research,Total for selected values,-,-,-,-,-,225,-,18,73,65,394,-,-,15,-,63,57,325,354,205,-
Science,Life sciences,Other life sciences,Department of the Interior,National Park Service,Applied research,Other than universities and colleges,-,-,-,-,-,225,-,18,73,65,394,-,-,15,-,63,57,325,354,205,-
Science,Life sciences,Other life sciences,Department of the Interior,U.S. Geological Survey,Total for selected values,Total for selected values,-,-,"2,438","2,432","2,425","2,428","2,408","2,556","2,261","2,593",-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of the Interior,U.S. Geological Survey,Basic research,Total for selected values,-,-,183,183,183,183,183,194,215,219,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of the Interior,U.S. Geological Survey,Basic research,Other than universities and colleges,-,-,183,183,183,183,183,194,215,219,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of the Interior,U.S. Geological Survey,Applied research,Total for selected values,-,-,"2,255","2,249","2,242","2,245","2,225","2,362","2,046","2,374",-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of the Interior,U.S. Geological Survey,Applied research,Other than universities and colleges,-,-,"2,255","2,249","2,242","2,245","2,225","2,362","2,046","2,374",-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Justice,Total for selected values,Total for selected values,Total for selected values,"1,700","1,398","1,055",525,-,-,-,-,"4,850","11,568",-,"4,701",-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Justice,Office of Justice Programs,Total for selected values,Total for selected values,"1,700","1,398","1,055",525,-,-,-,-,"4,850","11,568",-,"4,701",-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Justice,Office of Justice Programs,Basic research,Total for selected values,280,423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Justice,Office of Justice Programs,Basic research,Other than universities and colleges,280,423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Justice,Office of Justice Programs,Applied research,Total for selected values,"1,420",975,"1,055",525,-,-,-,-,"4,850","11,568",-,"4,701",-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Justice,Office of Justice Programs,Applied research,Other than universities and colleges,"1,420",975,"1,055",525,-,-,-,-,"4,850","11,568",-,"4,701",-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Transportation,Total for selected values,Total for selected values,Total for selected values,-,-,-,"2,179",-,373,"35,777","35,916","35,872","35,872","27,872","26,929","6,800","4,621","3,430",533,"5,540","5,490","4,329","4,623","4,810"
Science,Life sciences,Other life sciences,Department of Transportation,Federal Highway Administration,Total for selected values,Total for selected values,-,-,-,"2,179",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Transportation,Federal Highway Administration,Applied research,Total for selected values,-,-,-,"2,179",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Transportation,Federal Highway Administration,Applied research,Other than universities and colleges,-,-,-,"2,179",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Department of Transportation,Federal Motor Carrier Safety Administration,Total for selected values,Total for selected values,-,-,-,-,-,373,"2,156","2,295",-,-,-,57,550,-,225,-,140,165,-,72,-
Science,Life sciences,Other life sciences,Department of Transportation,Federal Motor Carrier Safety Administration,Applied research,Total for selected values,-,-,-,-,-,373,"2,156","2,295",-,-,-,57,550,-,225,-,140,165,-,72,-
Science,Life sciences,Other life sciences,Department of Transportation,Federal Motor Carrier Safety Administration,Applied research,Other than universities and colleges,-,-,-,-,-,373,"2,156","2,295",-,-,-,57,550,-,225,-,140,165,-,72,-
Science,Life sciences,Other life sciences,Department of Transportation,National Highway Traffic Safety Administration,Total for selected values,Total for selected values,-,-,-,-,-,-,"33,621","33,621","35,872","35,872","27,872","26,872","6,250","4,621","3,205",533,"5,400","5,325","4,329","4,551","4,810"
Science,Life sciences,Other life sciences,Department of Transportation,National Highway Traffic Safety Administration,Applied research,Total for selected values,-,-,-,-,-,-,"33,621","33,621","35,872","35,872","27,872","26,872","6,250","4,621","3,205",533,"5,400","5,325","4,329","4,551","4,810"
Science,Life sciences,Other life sciences,Department of Transportation,National Highway Traffic Safety Administration,Applied research,Other than universities and colleges,-,-,-,-,-,-,"33,621","33,621","35,872","35,872","27,872","26,872","6,250","4,621","3,205",533,"5,400","5,325","4,329","4,551","4,810"
Science,Life sciences,Other life sciences,Department of the Treasury,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,485,-,-
Science,Life sciences,Other life sciences,Department of the Treasury,U.S. Customs Service,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,485,-,-
Science,Life sciences,Other life sciences,Department of the Treasury,U.S. Customs Service,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,485,-,-
Science,Life sciences,Other life sciences,Department of the Treasury,U.S. Customs Service,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,485,-,-
Science,Life sciences,Other life sciences,Agency for International Development,Total for selected values,Total for selected values,Total for selected values,-,"20,071",-,-,-,-,-,-,-,-,-,"64,395","97,486","82,455","83,009","101,000","102,047","93,756","81,557","41,827","38,853"
Science,Life sciences,Other life sciences,Agency for International Development,Agency for International Development,Total for selected values,Total for selected values,-,"20,071",-,-,-,-,-,-,-,-,-,"64,395","97,486","82,455","83,009","101,000","102,047","93,756","81,557","41,827","38,853"
Science,Life sciences,Other life sciences,Agency for International Development,Agency for International Development,Applied research,Total for selected values,-,"20,071",-,-,-,-,-,-,-,-,-,"64,395","97,486","82,455","83,009","101,000","102,047","93,756","81,557","41,827","38,853"
Science,Life sciences,Other life sciences,Agency for International Development,Agency for International Development,Applied research,Other than universities and colleges,-,"20,071",-,-,-,-,-,-,-,-,-,"64,395","97,486","82,455","83,009","101,000","102,047","93,756","81,557","41,827","38,853"
Science,Life sciences,Other life sciences,Environmental Protection Agency,Total for selected values,Total for selected values,Total for selected values,"3,600","3,673","3,713","3,825","3,918","4,033","3,969","3,835","3,835","3,783","3,776","3,527","3,765","5,179","16,157","5,497","54,249","23,011","24,686","4,263",162
Science,Life sciences,Other life sciences,Environmental Protection Agency,Environmental Protection Agency,Total for selected values,Total for selected values,"3,600","3,673","3,713","3,825","3,918","4,033","3,969","3,835","3,835","3,783","3,776","3,527","3,765","5,179","16,157","5,497","54,249","23,011","24,686","4,263",162
Science,Life sciences,Other life sciences,Environmental Protection Agency,Environmental Protection Agency,Basic research,Total for selected values,-,-,-,-,-,-,-,244,247,244,235,220,283,387,"5,667",696,"12,734","5,861","5,429",-,-
Science,Life sciences,Other life sciences,Environmental Protection Agency,Environmental Protection Agency,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,244,247,244,235,220,283,387,"5,667",696,"12,734","5,861","5,429",-,-
Science,Life sciences,Other life sciences,Environmental Protection Agency,Environmental Protection Agency,Applied research,Total for selected values,"3,600","3,673","3,713","3,825","3,918","4,033","3,969","3,591","3,588","3,539","3,542","3,307","3,482","4,792","10,490","4,801","41,515","17,150","19,257","4,263",162
Science,Life sciences,Other life sciences,Environmental Protection Agency,Environmental Protection Agency,Applied research,Other than universities and colleges,"3,600","3,673","3,713","3,825","3,918","4,033","3,969","3,591","3,588","3,539","3,542","3,307","3,482","4,792","10,490","4,801","41,515","17,150","19,257","4,263",162
Science,Life sciences,Other life sciences,Library of Congress,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,166,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Library of Congress,Library of Congress,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,166,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Library of Congress,Library of Congress,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,166,-,-,-,-,-,-
Science,Life sciences,Other life sciences,Library of Congress,Library of Congress,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,166,-,-,-,-,-,-
Science,Life sciences,Other life sciences,National Aeronautics and Space Administration,Total for selected values,Total for selected values,Total for selected values,"143,696","139,125","33,689","32,675","32,144","30,713","30,316","28,333","8,936","8,498","10,010","8,372","12,651","18,645","21,924","24,432","23,780","26,890","25,096","24,736","25,798"
Science,Life sciences,Other life sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Total for selected values,Total for selected values,"143,696","139,125","33,689","32,675","32,144","30,713","30,316","28,333","8,936","8,498","10,010","8,372","12,651","18,645","21,924","24,432","23,780","26,890","25,096","24,736","25,798"
Science,Life sciences,Other life sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Basic research,Total for selected values,"43,610","46,187","25,091","24,029","23,508","22,140","20,685","19,087","6,276","5,927","7,483","6,403","9,616","13,202","16,403","15,699","13,973","15,776","14,376","18,668","16,621"
Science,Life sciences,Other life sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Basic research,"Universities and colleges, excluding FFRDCs","19,125","8,925","4,459","4,448","4,093","4,621","4,110","4,235","2,301","2,183","2,398","1,936","1,319","2,548","3,035","3,006","10,174","10,047","13,697","17,999","16,621"
Science,Life sciences,Other life sciences,National Aeronautics and Space Administration,National Aeronautics and Space Administration,Basic research,Other than universities and colleges,"24,486","37,262","20,632","19,582","19,415","17,519","16,575","14,851","3,974","3,744","5,085","4,467","8,297","10,654","13,368","12,693","3,799","5,729",679,669,-
