Defense Agency Prodserv

"Fiscal Year","Date Signed","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value","Dollars Obligated","Number of Actions","Number of Records"
"2021","1/16/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$14,364,975.73","$14,364,906.41","$14,364,906.41","767","767"
"2021","1/16/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$766.38","$766.38","$766.38","2","2"
"2021","1/16/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$442,686.45","$442,686.45","$442,686.45","1","1"
"2021","1/17/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$119,786.31","$120,786.31","$1,599,971.95","11","11"
"2021","1/17/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$540,164.80","$540,164.80","$540,164.80","8","8"
"2021","1/17/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$827,525.08","$827,525.08","$829,787.36","5","5"
"2021","1/17/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$0.00","$0.00","$0.00","1","1"
"2021","1/17/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","($29,979.00)","($29,979.00)","($29,979.00)","3","3"
"2021","1/17/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$2,660,068.39","$2,660,015.82","$2,660,015.82","614","614"
"2021","1/17/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$0.00","$0.00","$0.00","1","1"
"2021","1/18/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$1,336,648.32","$890,675.62","$1,398,031.62","25","25"
"2021","1/18/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$3,556,144.49","$8,470,103.85","$8,111,187.95","337","44"
"2021","1/18/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$1,014,323.35","$969,288.89","$969,288.89","15","15"
"2021","1/18/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$1,006,154.80","$1,006,154.80","$1,006,154.80","1","1"
"2021","1/18/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($1,897,235.34)","($1,897,235.34)","($1,897,235.34)","1","1"
"2021","1/18/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$4,369,639.85","$4,369,639.85","$4,369,639.85","3","3"
"2021","1/18/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$387,034.25","$387,034.25","$387,034.25","2","2"
"2021","1/18/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$25,609,562.45","$25,359,548.80","$25,359,548.80","3,143","3,143"
"2021","1/18/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$44,922.96","$44,922.96","$44,922.96","6","6"
"2021","1/18/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$9,431.25","$9,431.25","$9,431.25","1","1"
"2021","1/18/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$0.00","$0.00","$0.00","3","3"
"2021","1/19/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$555,829,539.20","$209,472,349.61","$141,114,452.08","697","697"
"2021","1/19/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$147,098,277.42","$118,419,871.90","$120,554,361.77","524","524"
"2021","1/19/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$90,382,710.03","$100,205,681.25","$117,887,371.90","333","331"
"2021","1/19/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$157,964.84","$152,787.92","$152,787.92","2","2"
"2021","1/19/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$0.00","$0.00","$165,000.00","2","2"
"2021","1/19/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($51,245.65)","($51,245.65)","($123,255.78)","43","43"
"2021","1/19/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$0.00","$0.00","$23,451,546.28","5","5"
"2021","1/19/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$2,315,270.85","$3,232,151.50","$3,257,435.50","19","19"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$6,679,954.00","$2,588,300.00","5","5"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$8,699,634.76","$5,545,036.37","$6,062,796.98","155","155"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$550,155,834.91","$132,889,219.11","$134,761,636.01","19,113","19,113"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$112,228.65","$112,228.65","$112,228.65","1","1"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$267,998.91","$1,152,481.98","$230,796.43","27","27"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($58,909.81)","$3,127,743.71","$3,127,743.71","4","4"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","($1,350,932.87)","($1,350,932.87)","($656,078.24)","9","9"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$235,853.46","$367,314.16","$193,413.46","3","3"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$667,071.83","$668,873.12","$668,873.12","7","7"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$2,504,283.20","$1,938,036.62","$2,596,020.72","15","15"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","($4,723,005.00)","($4,723,005.00)","$15,245,770.04","11","11"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$0.00","$0.00","$0.00","1","1"
"2021","1/19/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","($281,166.91)","$513,467.74","$1,240,428.70","26","26"
"2021","1/20/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$127,205,986.34","$72,310,960.45","$109,704,394.15","675","675"
"2021","1/20/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$882,887,007.15","$104,871,116.08","$121,702,856.66","581","568"
"2021","1/20/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$116,175,235.41","$2,242,634,344.13","$2,199,578,233.98","309","308"
"2021","1/20/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$52,600.00","$23,000.00","$23,000.00","1","1"
"2021","1/20/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$451,662.97","$451,662.97","$428,622.02","38","38"
"2021","1/20/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$481,844.00","$481,844.00","$481,844.00","4","4"
"2021","1/20/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$57,128,750.27","$57,128,750.27","$57,128,750.27","5,941","51"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$179,413.00","$179,413.00","$539,703.00","1","1"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$2,941,153.59","$9,043,793.07","$11,921,509.11","153","153"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$293,054,259.08","$169,792,057.22","$144,322,847.89","15,568","15,568"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$21,224.55","$21,224.55","$21,224.55","1","1"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$138,694.03","$637,377.52","$111,363.95","21","21"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","($41,136.00)","$3,806,728.00","$3,994,453.24","4","4"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$0.00","$87,337.00","$87,337.00","1","1"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$1,177,886.87","$1,177,886.87","$1,177,886.87","4","4"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$100,000.00","$0.00","$0.00","1","1"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$2,369,737.16","$1,838,930.86","$18,014,643.00","17","17"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$214,168.32","$214,168.32","$214,168.32","1","1"
"2021","1/20/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$24,855,997.85","$5,304,695.53","$11,604,439.57","25","25"
"2021","1/21/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$343,042,836.08","$187,559,075.65","$213,866,087.53","942","942"
"2021","1/21/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$702,968,004.97","$223,654,153.29","$204,640,653.15","695","693"
"2021","1/21/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$2,478,207,004.30","$118,020,484.34","$157,770,602.10","353","353"
"2021","1/21/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$127,957.30","$174,980.30","$4,046,620.52","6","6"
"2021","1/21/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($659,395.82)","($659,395.82)","($7,363,111.96)","65","65"
"2021","1/21/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$118,420.00","$118,420.00","$118,420.00","1","1"
"2021","1/21/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$24,708,308.73","$24,708,308.73","$24,708,308.73","2,147","13"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$8,017,845.00","$10,639,747.00","$7,073,654.93","11","11"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$1,648,005.99","$9,936,802.82","$12,514,813.11","157","157"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$214,553,379.95","$158,588,052.43","$166,656,760.27","15,307","15,307"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$20,768,840.96","$20,768,840.96","$20,768,840.96","1","1"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$4,023,446.97","$1,044,192.17","$215,213.74","10","10"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$225,720.82","$2,255,153.24","$929,496.72","11","11"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","($575.00)","($575.00)","($575.00)","2","2"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$1,712,739.87","$1,621,389.87","$1,621,389.87","6","6"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$3,099,285.05","($88,170.87)","($827,348.57)","11","11"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$190,984.35","$1,928,428.57","$1,928,428.57","2","2"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$62,026,097.00","$62,026,097.00","$27,948,014.14","20","20"
"2021","1/21/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$4,000,000.35","$9,377,574.84","$16,618,721.27","40","40"
"2021","1/22/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$306,780,313.93","$223,054,131.28","$247,508,859.61","673","673"
"2021","1/22/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$641,903,932.83","$175,452,873.88","$195,133,698.57","582","582"
"2021","1/22/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$6,475,223,725.22","$285,005,539.99","$324,502,118.53","354","354"
"2021","1/22/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$92,795.40","$778,210.21","$893,540.08","5","5"
"2021","1/22/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($448,881.00)","($448,881.00)","($448,881.00)","40","40"
"2021","1/22/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$13,483,603.00","$13,483,603.00","$2,000,000.00","3","3"
"2021","1/22/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$48,161,819.09","$4,836,109.67","$4,836,109.67","25","25"
"2021","1/22/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","($278,000.00)","$4,650,063.00","$2,549,043.00","5","5"
"2021","1/22/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$18,593,835.12","$8,947,112.89","$16,113,082.48","102","102"
"2021","1/22/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$124,324,335.05","$86,878,567.12","$62,364,084.17","12,891","12,891"
"2021","1/22/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$10,799.16","$10,799.16","$39,168.73","8","8"
"2021","1/22/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$8,035,286.15","$158,826.15","$158,826.15","6","6"
"2021","1/22/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$21,664.25","$70,062.85","$89,009.41","3","3"
"2021","1/22/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$5,847,568.44","$5,847,568.44","$5,847,568.44","12","12"
"2021","1/22/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","($5,040,070.94)","$3,814,516.46","$5,008,532.31","24","24"
"2021","1/22/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$9,996,545.48","$9,996,545.48","$23,481,305.55","19","19"
"2021","1/22/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$0.00","$0.00","$1,400,000.00","1","1"
"2021","1/22/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$2,349,491.89","$2,340,042.89","$4,369,131.71","18","18"
"2021","1/23/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","($185,772.85)","($158,022.85)","$199,870.48","20","20"
"2021","1/23/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$1,535,477.67","$1,518,305.67","$1,518,305.67","13","13"
"2021","1/23/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$260,254.90","$876,462.90","$876,462.90","6","6"
"2021","1/23/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$0.00","$0.00","1","1"
"2021","1/23/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$5,663.19","$5,663.19","$5,663.19","5","5"
"2021","1/23/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$25,132,793.26","$19,099,053.56","$19,099,053.56","1,239","1,239"
"2021","1/23/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","($225,972.99)","($225,972.99)","($225,972.99)","1","1"
"2021","1/23/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$0.00","$0.00","$0.00","1","1"
"2021","1/24/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$6,059,413.30","$6,057,057.06","$6,412,195.02","47","47"
"2021","1/24/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$3,932,984.24","$4,211,062.93","$9,780,017.71","30","30"
"2021","1/24/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$1,910,668.76","$900,456.16","$133,182.16","25","14"
"2021","1/24/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","($31,142.42)","($31,142.42)","($31,142.42)","2","2"
"2021","1/24/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","($4,636,700.91)","($311,126.11)","($274.91)","1","1"
"2021","1/24/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$20,468,045.95","$20,468,045.95","$20,468,045.95","911","911"
"2021","1/24/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$504,299.40","$504,299.40","$504,299.40","3","3"
"2021","1/25/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$1,404,802,272.52","$218,364,328.14","$218,362,619.99","700","700"
"2021","1/25/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$228,784,968.97","$117,842,488.79","$133,589,849.13","635","635"
"2021","1/25/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$272,318,297.05","$224,048,745.91","$215,812,422.91","347","345"
"2021","1/25/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$13,581.13","$13,581.13","$13,581.13","2","2"
"2021","1/25/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$887,523.68","$3,617,413.80","$530,969.39","5","5"
"2021","1/25/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$11,363,209.41","$11,363,209.41","$11,190,926.42","59","59"
"2021","1/25/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$2,582,344.50","$496,021.38","$496,021.38","1","1"
"2021","1/25/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$4,666,882.61","$624,651.41","$624,651.41","16","16"
"2021","1/25/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$4,246,806.00","$962,440.00","2","2"
"2021","1/25/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$2,842,651.73","$3,175,776.08","$3,565,037.75","246","246"
"2021","1/25/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$196,750,254.76","$126,839,116.32","$132,432,546.02","15,817","15,817"
"2021","1/25/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$312,341.84","$320,411.43","$71,183.43","17","17"
"2021","1/25/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($32,684.14)","($32,684.14)","($32,684.14)","2","2"
"2021","1/25/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$25,444,816.48","$25,479,954.42","$49,562,886.87","14","14"
"2021","1/25/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$0.00","$99,750.00","$99,750.00","1","1"
"2021","1/25/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$3,996,594.67","$4,203,519.79","$4,203,519.79","7","7"
"2021","1/25/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$3,495,109.88","$367,749.87","$772,748.86","17","17"
"2021","1/25/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$1,541,890.08","$1,541,890.08","$24,072,208.84","18","18"
"2021","1/25/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$7,167,026.95","$6,981,374.46","$5,134,824.20","38","38"
"2021","1/26/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$305,683,730.22","$378,269,002.65","$4,198,024,816.10","914","914"
"2021","1/26/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$1,075,325,694.28","$195,157,509.99","$895,423,444.17","888","777"
"2021","1/26/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$753,445,289.84","$245,716,254.99","$237,067,466.15","378","378"
"2021","1/26/2021","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","($668,659.75)","$836,701.77","$836,701.77","7","7"
"2021","1/26/2021","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$4,848,785.57","$1,960,898.64","$403,754.40","6","6"
"2021","1/26/2021","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($123,891.41)","($123,891.41)","$25,104.11","104","104"
"2021","1/26/2021","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$1,621,054.00","$1,621,054.00","$800,000.69","1","1"
"2021","1/26/2021","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$9,667,957.88","$5,179,656.95","$5,179,656.95","26","16"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$339.30","$339.30","$339.30","2","2"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$14,462,127.86","$16,199,026.26","$19,544,037.30","194","194"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$288,655,146.14","$92,669,369.93","$91,601,106.59","17,847","17,847"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","($130,604.40)","$334,840.99","$334,840.99","4","4"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$7,632,438.46","$1,632,868.32","$154,345.66","9","9"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($16,235.03)","$217,912.69","$217,912.69","4","4"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$34,601,698.03","$17,014,380.73","$33,501,665.30","23","23"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$12,299.70","$22,907.70","$22,907.70","2","2"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$6,050,696.70","$6,192,074.91","$6,192,074.91","16","16"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","($47,157,284.44)","$9,281,680.22","$10,286,984.72","18","18"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$18,745.00","$18,745.00","$18,745.00","1","1"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$10,197,003.73","$5,789,134.01","($2,596,663.67)","11","11"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$462,008.50","$462,008.50","$462,008.50","1","1"
"2021","1/26/2021","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$13,005,368.57","$5,715,932.64","$6,724,998.24","26","26"
"2021","1/27/2021","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$1,566,638,795.32","$259,503,665.98","$320,149,383.78","925","925"
"2021","1/27/2021","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$8,011,844,309.26","$205,430,072.91","$245,798,066.08","842","804"
"2021","1/27/2021","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$561,768,532.64","$527,637,402.82","$422,746,607.94","469","469"
